id_cliente,id_cuenta,tipo
C100653,C100653-T1,TC
C100654,C100654-T1,TC
C100655,C100655-T1,TC
C100655,C100655-T2,TC
C100656,C100656-T1,TC
C100657,C100657-T1,TC
C100657,C100657-T2,TC
C100658,C100658-T1,TC
C100658,C100658-T2,TC
C100659,C100659-T1,TC
C100659,C100659-T2,TC
C100659,C100659-T3,TC
C100660,C100660-T1,TC
C100661,C100661-T1,TC
C100662,C100662-T1,TC
C100663,C100663-T1,TC
C100664,C100664-T1,TC
C100664,C100664-T2,TC
C100665,C100665-T1,TC
C100665,C100665-T2,TC
C100666,C100666-T1,TC
C100667,C100667-T1,TC
C100667,C100667-T2,TC
C100668,C100668-T1,TC
C100669,C100669-T1,TC
C100670,C100670-T1,TC
C100671,C100671-T1,TC
C100672,C100672-T1,TC
C100673,C100673-T1,TC
C100673,C100673-T2,TC
C100673,C100673-T3,TC
C100674,C100674-T1,TC
C100674,C100674-T2,TC
C100675,C100675-T1,TC
C100676,C100676-T1,TC
C100677,C100677-T1,TC
C100677,C100677-T2,TC
C100678,C100678-T1,TC
C100679,C100679-T1,TC
C100679,C100679-T2,TC
C100680,C100680-T1,TC
C100680,C100680-T2,TC
C100681,C100681-T1,TC
C100682,C100682-T1,TC
C100683,C100683-T1,TC
C100683,C100683-T2,TC
C100684,C100684-T1,TC
C100685,C100685-T1,TC
C100685,C100685-T2,TC
C100686,C100686-T1,TC
C100686,C100686-T2,TC
C100687,C100687-T1,TC
C100687,C100687-T2,TC
C100688,C100688-T1,TC
C100688,C100688-T2,TC
C100688,C100688-T3,TC
C100689,C100689-T1,TC
C100689,C100689-T2,TC
C100690,C100690-T1,TC
C100690,C100690-T2,TC
C100690,C100690-T3,TC
C100691,C100691-T1,TC
C100692,C100692-T1,TC
C100693,C100693-T1,TC
C100694,C100694-T1,TC
C100695,C100695-T1,TC
C100696,C100696-T1,TC
C100696,C100696-T2,TC
C100697,C100697-T1,TC
C100698,C100698-T1,TC
C100698,C100698-T2,TC
C100699,C100699-T1,TC
C100700,C100700-T1,TC
C100700,C100700-T2,TC
C100700,C100700-T3,TC
C100701,C100701-T1,TC
C100701,C100701-T2,TC
C100702,C100702-T1,TC
C100703,C100703-T1,TC
C100704,C100704-T1,TC
C100705,C100705-T1,TC
C100705,C100705-T2,TC
C100706,C100706-T1,TC
C100706,C100706-T2,TC
C100707,C100707-T1,TC
C100708,C100708-T1,TC
C100709,C100709-T1,TC
C100709,C100709-T2,TC
C100710,C100710-T1,TC
C100711,C100711-T1,TC
C100712,C100712-T1,TC
C100713,C100713-T1,TC
C100713,C100713-T2,TC
C100713,C100713-T3,TC
C100714,C100714-T1,TC
C100714,C100714-T2,TC
C100715,C100715-T1,TC
C100715,C100715-T2,TC
C100716,C100716-T1,TC
C100717,C100717-T1,TC
C100717,C100717-T2,TC
C100718,C100718-T1,TC
C100718,C100718-T2,TC
C100719,C100719-T1,TC
C100720,C100720-T1,TC
C100721,C100721-T1,TC
C100722,C100722-T1,TC
C100723,C100723-T1,TC
C100724,C100724-T1,TC
C100725,C100725-T1,TC
C100725,C100725-T2,TC
C100726,C100726-T1,TC
C100727,C100727-T1,TC
C100727,C100727-T2,TC
C100728,C100728-T1,TC
C100729,C100729-T1,TC
C100729,C100729-T2,TC
C100730,C100730-T1,TC
C100730,C100730-T2,TC
C100731,C100731-T1,TC
C100731,C100731-T2,TC
C100732,C100732-T1,TC
C100733,C100733-T1,TC
C100733,C100733-T2,TC
C100734,C100734-T1,TC
C100734,C100734-T2,TC
C100735,C100735-T1,TC
C100735,C100735-T2,TC
C100736,C100736-T1,TC
C100737,C100737-T1,TC
C100738,C100738-T1,TC
C100739,C100739-T1,TC
C100739,C100739-T2,TC
C100739,C100739-T3,TC
C100740,C100740-T1,TC
C100741,C100741-T1,TC
C100742,C100742-T1,TC
C100743,C100743-T1,TC
C100744,C100744-T1,TC
C100745,C100745-T1,TC
C100746,C100746-T1,TC
C100746,C100746-T2,TC
C100747,C100747-T1,TC
C100748,C100748-T1,TC
C100748,C100748-T2,TC
C100749,C100749-T1,TC
C100750,C100750-T1,TC
C100751,C100751-T1,TC
C100752,C100752-T1,TC
C100753,C100753-T1,TC
C100754,C100754-T1,TC
C100755,C100755-T1,TC
C100756,C100756-T1,TC
C100756,C100756-T2,TC
C100756,C100756-T3,TC
C100757,C100757-T1,TC
C100758,C100758-T1,TC
C100759,C100759-T1,TC
C100760,C100760-T1,TC
C100761,C100761-T1,TC
C100762,C100762-T1,TC
C100763,C100763-T1,TC
C100764,C100764-T1,TC
C100765,C100765-T1,TC
C100766,C100766-T1,TC
C100766,C100766-T2,TC
C100766,C100766-T3,TC
C100767,C100767-T1,TC
C100767,C100767-T2,TC
C100767,C100767-T3,TC
C100768,C100768-T1,TC
C100769,C100769-T1,TC
C100770,C100770-T1,TC
C100770,C100770-T2,TC
C100770,C100770-T3,TC
C100771,C100771-T1,TC
C100772,C100772-T1,TC
C100772,C100772-T2,TC
C100772,C100772-T3,TC
C100773,C100773-T1,TC
C100774,C100774-T1,TC
C100775,C100775-T1,TC
C100775,C100775-T2,TC
C100775,C100775-T3,TC
C100776,C100776-T1,TC
C100777,C100777-T1,TC
C100778,C100778-T1,TC
C100778,C100778-T2,TC
C100779,C100779-T1,TC
C100779,C100779-T2,TC
C100780,C100780-T1,TC
C100780,C100780-T2,TC
C100781,C100781-T1,TC
C100782,C100782-T1,TC
C100783,C100783-T1,TC
C100783,C100783-T2,TC
C100784,C100784-T1,TC
C100784,C100784-T2,TC
C100785,C100785-T1,TC
C100786,C100786-T1,TC
C100786,C100786-T2,TC
C100787,C100787-T1,TC
C100788,C100788-T1,TC
C100788,C100788-T2,TC
C100789,C100789-T1,TC
C100789,C100789-T2,TC
C100790,C100790-T1,TC
C100791,C100791-T1,TC
C100792,C100792-T1,TC
C100792,C100792-T2,TC
C100793,C100793-T1,TC
C100794,C100794-T1,TC
C100794,C100794-T2,TC
C100795,C100795-T1,TC
C100795,C100795-T2,TC
C100795,C100795-T3,TC
C100796,C100796-T1,TC
C100796,C100796-T2,TC
C100797,C100797-T1,TC
C100798,C100798-T1,TC
C100799,C100799-T1,TC
C100800,C100800-T1,TC
C100800,C100800-T2,TC
C100801,C100801-T1,TC
C100802,C100802-T1,TC
C100803,C100803-T1,TC
C100803,C100803-T2,TC
C100803,C100803-T3,TC
C100804,C100804-T1,TC
C100805,C100805-T1,TC
C100805,C100805-T2,TC
C100806,C100806-T1,TC
C100807,C100807-T1,TC
C100808,C100808-T1,TC
C100809,C100809-T1,TC
C100809,C100809-T2,TC
C100809,C100809-T3,TC
C100810,C100810-T1,TC
C100810,C100810-T2,TC
C100811,C100811-T1,TC
C100811,C100811-T2,TC
C100812,C100812-T1,TC
C100813,C100813-T1,TC
C100814,C100814-T1,TC
C100815,C100815-T1,TC
C100815,C100815-T2,TC
C100816,C100816-T1,TC
C100816,C100816-T2,TC
C100817,C100817-T1,TC
C100818,C100818-T1,TC
C100819,C100819-T1,TC
C100820,C100820-T1,TC
C100820,C100820-T2,TC
C100821,C100821-T1,TC
C100822,C100822-T1,TC
C100823,C100823-T1,TC
C100824,C100824-T1,TC
C100825,C100825-T1,TC
C100826,C100826-T1,TC
C100827,C100827-T1,TC
C100828,C100828-T1,TC
C100828,C100828-T2,TC
C100829,C100829-T1,TC
C100829,C100829-T2,TC
C100830,C100830-T1,TC
C100831,C100831-T1,TC
C100831,C100831-T2,TC
C100832,C100832-T1,TC
C100833,C100833-T1,TC
C100833,C100833-T2,TC
C100834,C100834-T1,TC
C100835,C100835-T1,TC
C100836,C100836-T1,TC
C100836,C100836-T2,TC
C100837,C100837-T1,TC
C100837,C100837-T2,TC
C100838,C100838-T1,TC
C100839,C100839-T1,TC
C100840,C100840-T1,TC
C100841,C100841-T1,TC
C100841,C100841-T2,TC
C100841,C100841-T3,TC
C100842,C100842-T1,TC
C100843,C100843-T1,TC
C100844,C100844-T1,TC
C100845,C100845-T1,TC
C100846,C100846-T1,TC
C100846,C100846-T2,TC
C100847,C100847-T1,TC
C100847,C100847-T2,TC
C100847,C100847-T3,TC
C100848,C100848-T1,TC
C100848,C100848-T2,TC
C100849,C100849-T1,TC
C100849,C100849-T2,TC
C100850,C100850-T1,TC
C100851,C100851-T1,TC
C100851,C100851-T2,TC
C100852,C100852-T1,TC
C100853,C100853-T1,TC
C100854,C100854-T1,TC
C100854,C100854-T2,TC
C100854,C100854-T3,TC
C100855,C100855-T1,TC
C100855,C100855-T2,TC
C100856,C100856-T1,TC
C100856,C100856-T2,TC
C100856,C100856-T3,TC
C100857,C100857-T1,TC
C100858,C100858-T1,TC
C100859,C100859-T1,TC
C100860,C100860-T1,TC
C100861,C100861-T1,TC
C100862,C100862-T1,TC
C100863,C100863-T1,TC
C100863,C100863-T2,TC
C100864,C100864-T1,TC
C100864,C100864-T2,TC
C100865,C100865-T1,TC
C100865,C100865-T2,TC
C100866,C100866-T1,TC
C100867,C100867-T1,TC
C100867,C100867-T2,TC
C100868,C100868-T1,TC
C100869,C100869-T1,TC
C100870,C100870-T1,TC
C100870,C100870-T2,TC
C100871,C100871-T1,TC
C100871,C100871-T2,TC
C100872,C100872-T1,TC
C100873,C100873-T1,TC
C100873,C100873-T2,TC
C100874,C100874-T1,TC
C100874,C100874-T2,TC
C100874,C100874-T3,TC
C100875,C100875-T1,TC
C100876,C100876-T1,TC
C100877,C100877-T1,TC
C100878,C100878-T1,TC
C100878,C100878-T2,TC
C100879,C100879-T1,TC
C100880,C100880-T1,TC
C100881,C100881-T1,TC
C100882,C100882-T1,TC
C100883,C100883-T1,TC
C100883,C100883-T2,TC
C100884,C100884-T1,TC
C100885,C100885-T1,TC
C100885,C100885-T2,TC
C100886,C100886-T1,TC
C100887,C100887-T1,TC
C100887,C100887-T2,TC
C100888,C100888-T1,TC
C100889,C100889-T1,TC
C100890,C100890-T1,TC
C100891,C100891-T1,TC
C100891,C100891-T2,TC
C100892,C100892-T1,TC
C100893,C100893-T1,TC
C100894,C100894-T1,TC
C100894,C100894-T2,TC
C100895,C100895-T1,TC
C100896,C100896-T1,TC
C100896,C100896-T2,TC
C100897,C100897-T1,TC
C100898,C100898-T1,TC
C100899,C100899-T1,TC
C100900,C100900-T1,TC
C100901,C100901-T1,TC
C100902,C100902-T1,TC
C100902,C100902-T2,TC
C100902,C100902-T3,TC
C100903,C100903-T1,TC
C100903,C100903-T2,TC
C100904,C100904-T1,TC
C100905,C100905-T1,TC
C100905,C100905-T2,TC
C100906,C100906-T1,TC
C100906,C100906-T2,TC
C100907,C100907-T1,TC
C100907,C100907-T2,TC
C100907,C100907-T3,TC
C100908,C100908-T1,TC
C100908,C100908-T2,TC
C100909,C100909-T1,TC
C100910,C100910-T1,TC
C100911,C100911-T1,TC
C100911,C100911-T2,TC
C100911,C100911-T3,TC
C100912,C100912-T1,TC
C100913,C100913-T1,TC
C100913,C100913-T2,TC
C100913,C100913-T3,TC
C100914,C100914-T1,TC
C100915,C100915-T1,TC
C100916,C100916-T1,TC
C100916,C100916-T2,TC
C100917,C100917-T1,TC
C100917,C100917-T2,TC
C100917,C100917-T3,TC
C100918,C100918-T1,TC
C100919,C100919-T1,TC
C100920,C100920-T1,TC
C100921,C100921-T1,TC
C100921,C100921-T2,TC
C100922,C100922-T1,TC
C100923,C100923-T1,TC
C100923,C100923-T2,TC
C100924,C100924-T1,TC
C100924,C100924-T2,TC
C100924,C100924-T3,TC
C100925,C100925-T1,TC
C100925,C100925-T2,TC
C100926,C100926-T1,TC
C100926,C100926-T2,TC
C100927,C100927-T1,TC
C100928,C100928-T1,TC
C100929,C100929-T1,TC
C100930,C100930-T1,TC
C100930,C100930-T2,TC
C100931,C100931-T1,TC
C100932,C100932-T1,TC
C100932,C100932-T2,TC
C100933,C100933-T1,TC
C100933,C100933-T2,TC
C100934,C100934-T1,TC
C100934,C100934-T2,TC
C100935,C100935-T1,TC
C100936,C100936-T1,TC
C100937,C100937-T1,TC
C100937,C100937-T2,TC
C100937,C100937-T3,TC
C100938,C100938-T1,TC
C100938,C100938-T2,TC
C100938,C100938-T3,TC
C100939,C100939-T1,TC
C100939,C100939-T2,TC
C100939,C100939-T3,TC
C100940,C100940-T1,TC
C100941,C100941-T1,TC
C100941,C100941-T2,TC
C100942,C100942-T1,TC
C100943,C100943-T1,TC
C100943,C100943-T2,TC
C100944,C100944-T1,TC
C100944,C100944-T2,TC
C100945,C100945-T1,TC
C100945,C100945-T2,TC
C100946,C100946-T1,TC
C100946,C100946-T2,TC
C100946,C100946-T3,TC
C100947,C100947-T1,TC
C100947,C100947-T2,TC
C100947,C100947-T3,TC
C100948,C100948-T1,TC
C100949,C100949-T1,TC
C100950,C100950-T1,TC
C100951,C100951-T1,TC
C100951,C100951-T2,TC
C100952,C100952-T1,TC
C100953,C100953-T1,TC
C100953,C100953-T2,TC
C100953,C100953-T3,TC
C100954,C100954-T1,TC
C100955,C100955-T1,TC
C100956,C100956-T1,TC
C100956,C100956-T2,TC
C100957,C100957-T1,TC
C100958,C100958-T1,TC
C100959,C100959-T1,TC
C100960,C100960-T1,TC
C100961,C100961-T1,TC
C100961,C100961-T2,TC
C100962,C100962-T1,TC
C100962,C100962-T2,TC
C100963,C100963-T1,TC
C100963,C100963-T2,TC
C100964,C100964-T1,TC
C100964,C100964-T2,TC
C100965,C100965-T1,TC
C100965,C100965-T2,TC
C100966,C100966-T1,TC
C100966,C100966-T2,TC
C100966,C100966-T3,TC
C100967,C100967-T1,TC
C100968,C100968-T1,TC
C100968,C100968-T2,TC
C100969,C100969-T1,TC
C100969,C100969-T2,TC
C100970,C100970-T1,TC
C100971,C100971-T1,TC
C100972,C100972-T1,TC
C100972,C100972-T2,TC
C100973,C100973-T1,TC
C100973,C100973-T2,TC
C100973,C100973-T3,TC
C100974,C100974-T1,TC
C100974,C100974-T2,TC
C100974,C100974-T3,TC
C100975,C100975-T1,TC
C100975,C100975-T2,TC
C100975,C100975-T3,TC
C100976,C100976-T1,TC
C100977,C100977-T1,TC
C100977,C100977-T2,TC
C100978,C100978-T1,TC
C100978,C100978-T2,TC
C100979,C100979-T1,TC
C100979,C100979-T2,TC
C100980,C100980-T1,TC
C100980,C100980-T2,TC
C100981,C100981-T1,TC
C100982,C100982-T1,TC
C100983,C100983-T1,TC
C100984,C100984-T1,TC
C100985,C100985-T1,TC
C100986,C100986-T1,TC
C100987,C100987-T1,TC
C100988,C100988-T1,TC
C100988,C100988-T2,TC
C100989,C100989-T1,TC
C100990,C100990-T1,TC
C100990,C100990-T2,TC
C100991,C100991-T1,TC
C100991,C100991-T2,TC
C100992,C100992-T1,TC
C100992,C100992-T2,TC
C100993,C100993-T1,TC
C100994,C100994-T1,TC
C100995,C100995-T1,TC
C100995,C100995-T2,TC
C100996,C100996-T1,TC
C100996,C100996-T2,TC
C100997,C100997-T1,TC
C100998,C100998-T1,TC
C100998,C100998-T2,TC
C100999,C100999-T1,TC
C101000,C101000-T1,TC
C101001,C101001-T1,TC
C101001,C101001-T2,TC
C101001,C101001-T3,TC
C101002,C101002-T1,TC
C101002,C101002-T2,TC
C101003,C101003-T1,TC
C101003,C101003-T2,TC
C101004,C101004-T1,TC
C101005,C101005-T1,TC
C101005,C101005-T2,TC
C101006,C101006-T1,TC
C101006,C101006-T2,TC
C101007,C101007-T1,TC
C101007,C101007-T2,TC
C101008,C101008-T1,TC
C101009,C101009-T1,TC
C101010,C101010-T1,TC
C101010,C101010-T2,TC
C101011,C101011-T1,TC
C101011,C101011-T2,TC
C101011,C101011-T3,TC
C101012,C101012-T1,TC
C101012,C101012-T2,TC
C101012,C101012-T3,TC
C101013,C101013-T1,TC
C101013,C101013-T2,TC
C101014,C101014-T1,TC
C101015,C101015-T1,TC
C101016,C101016-T1,TC
C101016,C101016-T2,TC
C101016,C101016-T3,TC
C101017,C101017-T1,TC
C101017,C101017-T2,TC
C101017,C101017-T3,TC
C101018,C101018-T1,TC
C101019,C101019-T1,TC
C101020,C101020-T1,TC
C101020,C101020-T2,TC
C101021,C101021-T1,TC
C101022,C101022-T1,TC
C101022,C101022-T2,TC
C101023,C101023-T1,TC
C101024,C101024-T1,TC
C101024,C101024-T2,TC
C101024,C101024-T3,TC
C101025,C101025-T1,TC
C101026,C101026-T1,TC
C101026,C101026-T2,TC
C101027,C101027-T1,TC
C101028,C101028-T1,TC
C101028,C101028-T2,TC
C101029,C101029-T1,TC
C101030,C101030-T1,TC
C101030,C101030-T2,TC
C101030,C101030-T3,TC
C101031,C101031-T1,TC
C101031,C101031-T2,TC
C101032,C101032-T1,TC
C101033,C101033-T1,TC
C101033,C101033-T2,TC
C101034,C101034-T1,TC
C101034,C101034-T2,TC
C101034,C101034-T3,TC
C101035,C101035-T1,TC
C101036,C101036-T1,TC
C101037,C101037-T1,TC
C101037,C101037-T2,TC
C101037,C101037-T3,TC
C101038,C101038-T1,TC
C101039,C101039-T1,TC
C101040,C101040-T1,TC
C101041,C101041-T1,TC
C101041,C101041-T2,TC
C101042,C101042-T1,TC
C101042,C101042-T2,TC
C101043,C101043-T1,TC
C101044,C101044-T1,TC
C101045,C101045-T1,TC
C101045,C101045-T2,TC
C101046,C101046-T1,TC
C101047,C101047-T1,TC
C101048,C101048-T1,TC
C101049,C101049-T1,TC
C101050,C101050-T1,TC
C101050,C101050-T2,TC
C101051,C101051-T1,TC
C101052,C101052-T1,TC
C101052,C101052-T2,TC
C101053,C101053-T1,TC
C101054,C101054-T1,TC
C101055,C101055-T1,TC
C101055,C101055-T2,TC
C101056,C101056-T1,TC
C101056,C101056-T2,TC
C101057,C101057-T1,TC
C101058,C101058-T1,TC
C101059,C101059-T1,TC
C101060,C101060-T1,TC
C101061,C101061-T1,TC
C101061,C101061-T2,TC
C101062,C101062-T1,TC
C101062,C101062-T2,TC
C101063,C101063-T1,TC
C101064,C101064-T1,TC
C101065,C101065-T1,TC
C101066,C101066-T1,TC
C101066,C101066-T2,TC
C101066,C101066-T3,TC
C101067,C101067-T1,TC
C101067,C101067-T2,TC
C101068,C101068-T1,TC
C101068,C101068-T2,TC
C101068,C101068-T3,TC
C101069,C101069-T1,TC
C101069,C101069-T2,TC
C101070,C101070-T1,TC
C101071,C101071-T1,TC
C101071,C101071-T2,TC
C101072,C101072-T1,TC
C101073,C101073-T1,TC
C101073,C101073-T2,TC
C101074,C101074-T1,TC
C101075,C101075-T1,TC
C101075,C101075-T2,TC
C101076,C101076-T1,TC
C101077,C101077-T1,TC
C101077,C101077-T2,TC
C101077,C101077-T3,TC
C101078,C101078-T1,TC
C101079,C101079-T1,TC
C101080,C101080-T1,TC
C101081,C101081-T1,TC
C101082,C101082-T1,TC
C101083,C101083-T1,TC
C101083,C101083-T2,TC
C101084,C101084-T1,TC
C101084,C101084-T2,TC
C101085,C101085-T1,TC
C101086,C101086-T1,TC
C101087,C101087-T1,TC
C101088,C101088-T1,TC
C101088,C101088-T2,TC
C101089,C101089-T1,TC
C101089,C101089-T2,TC
C101090,C101090-T1,TC
C101090,C101090-T2,TC
C101091,C101091-T1,TC
C101091,C101091-T2,TC
C101092,C101092-T1,TC
C101092,C101092-T2,TC
C101093,C101093-T1,TC
C101093,C101093-T2,TC
C101093,C101093-T3,TC
C101094,C101094-T1,TC
C101095,C101095-T1,TC
C101095,C101095-T2,TC
C101096,C101096-T1,TC
C101097,C101097-T1,TC
C101098,C101098-T1,TC
C101098,C101098-T2,TC
C101099,C101099-T1,TC
C101100,C101100-T1,TC
C101100,C101100-T2,TC
C101101,C101101-T1,TC
C101101,C101101-T2,TC
C101102,C101102-T1,TC
C101103,C101103-T1,TC
C101103,C101103-T2,TC
C101104,C101104-T1,TC
C101105,C101105-T1,TC
C101106,C101106-T1,TC
C101107,C101107-T1,TC
C101107,C101107-T2,TC
C101108,C101108-T1,TC
C101109,C101109-T1,TC
C101110,C101110-T1,TC
C101111,C101111-T1,TC
C101111,C101111-T2,TC
C101111,C101111-T3,TC
C101112,C101112-T1,TC
C101113,C101113-T1,TC
C101114,C101114-T1,TC
C101115,C101115-T1,TC
C101116,C101116-T1,TC
C101117,C101117-T1,TC
C101118,C101118-T1,TC
C101118,C101118-T2,TC
C101119,C101119-T1,TC
C101120,C101120-T1,TC
C101120,C101120-T2,TC
C101121,C101121-T1,TC
C101122,C101122-T1,TC
C101123,C101123-T1,TC
C101123,C101123-T2,TC
C101124,C101124-T1,TC
C101125,C101125-T1,TC
C101126,C101126-T1,TC
C101127,C101127-T1,TC
C101128,C101128-T1,TC
C101129,C101129-T1,TC
C101130,C101130-T1,TC
C101131,C101131-T1,TC
C101132,C101132-T1,TC
C101133,C101133-T1,TC
C101134,C101134-T1,TC
C101134,C101134-T2,TC
C101135,C101135-T1,TC
C101136,C101136-T1,TC
C101136,C101136-T2,TC
C101136,C101136-T3,TC
C101137,C101137-T1,TC
C101138,C101138-T1,TC
C101139,C101139-T1,TC
C101139,C101139-T2,TC
C101139,C101139-T3,TC
C101140,C101140-T1,TC
C101140,C101140-T2,TC
C101140,C101140-T3,TC
C101141,C101141-T1,TC
C101141,C101141-T2,TC
C101142,C101142-T1,TC
C101143,C101143-T1,TC
C101144,C101144-T1,TC
C101144,C101144-T2,TC
C101145,C101145-T1,TC
C101146,C101146-T1,TC
C101146,C101146-T2,TC
C101147,C101147-T1,TC
C101148,C101148-T1,TC
C101149,C101149-T1,TC
C101150,C101150-T1,TC
C101151,C101151-T1,TC
C101152,C101152-T1,TC
C101153,C101153-T1,TC
C101153,C101153-T2,TC
C101154,C101154-T1,TC
C101155,C101155-T1,TC
C101155,C101155-T2,TC
C101156,C101156-T1,TC
C101157,C101157-T1,TC
C101158,C101158-T1,TC
C101159,C101159-T1,TC
C101159,C101159-T2,TC
C101160,C101160-T1,TC
C101161,C101161-T1,TC
C101162,C101162-T1,TC
C101162,C101162-T2,TC
C101162,C101162-T3,TC
C101163,C101163-T1,TC
C101164,C101164-T1,TC
C101165,C101165-T1,TC
C101165,C101165-T2,TC
C101166,C101166-T1,TC
C101167,C101167-T1,TC
C101168,C101168-T1,TC
C101168,C101168-T2,TC
C101169,C101169-T1,TC
C101169,C101169-T2,TC
C101170,C101170-T1,TC
C101171,C101171-T1,TC
C101172,C101172-T1,TC
C101173,C101173-T1,TC
C101174,C101174-T1,TC
C101174,C101174-T2,TC
C101175,C101175-T1,TC
C101175,C101175-T2,TC
C101176,C101176-T1,TC
C101177,C101177-T1,TC
C101178,C101178-T1,TC
C101178,C101178-T2,TC
C101178,C101178-T3,TC
C101179,C101179-T1,TC
C101180,C101180-T1,TC
C101180,C101180-T2,TC
C101181,C101181-T1,TC
C101182,C101182-T1,TC
C101182,C101182-T2,TC
C101183,C101183-T1,TC
C101184,C101184-T1,TC
C101184,C101184-T2,TC
C101185,C101185-T1,TC
C101186,C101186-T1,TC
C101186,C101186-T2,TC
C101187,C101187-T1,TC
C101187,C101187-T2,TC
C101187,C101187-T3,TC
C101188,C101188-T1,TC
C101188,C101188-T2,TC
C101189,C101189-T1,TC
C101190,C101190-T1,TC
C101191,C101191-T1,TC
C101191,C101191-T2,TC
C101192,C101192-T1,TC
C101192,C101192-T2,TC
C101192,C101192-T3,TC
C101193,C101193-T1,TC
C101194,C101194-T1,TC
C101195,C101195-T1,TC
C101196,C101196-T1,TC
C101197,C101197-T1,TC
C101198,C101198-T1,TC
C101199,C101199-T1,TC
C101199,C101199-T2,TC
C101200,C101200-T1,TC
C101200,C101200-T2,TC
C101201,C101201-T1,TC
C101201,C101201-T2,TC
C101202,C101202-T1,TC
C101203,C101203-T1,TC
C101204,C101204-T1,TC
C101205,C101205-T1,TC
C101206,C101206-T1,TC
C101206,C101206-T2,TC
C101206,C101206-T3,TC
C101207,C101207-T1,TC
C101207,C101207-T2,TC
C101208,C101208-T1,TC
C101208,C101208-T2,TC
C101209,C101209-T1,TC
C101209,C101209-T2,TC
C101210,C101210-T1,TC
C101211,C101211-T1,TC
C101212,C101212-T1,TC
C101213,C101213-T1,TC
C101214,C101214-T1,TC
C101214,C101214-T2,TC
C101215,C101215-T1,TC
C101215,C101215-T2,TC
C101215,C101215-T3,TC
C101216,C101216-T1,TC
C101217,C101217-T1,TC
C101218,C101218-T1,TC
C101219,C101219-T1,TC
C101220,C101220-T1,TC
C101221,C101221-T1,TC
C101222,C101222-T1,TC
C101223,C101223-T1,TC
C101223,C101223-T2,TC
C101224,C101224-T1,TC
C101224,C101224-T2,TC
C101224,C101224-T3,TC
C101225,C101225-T1,TC
C101226,C101226-T1,TC
C101226,C101226-T2,TC
C101226,C101226-T3,TC
C101227,C101227-T1,TC
C101227,C101227-T2,TC
C101228,C101228-T1,TC
C101228,C101228-T2,TC
C101229,C101229-T1,TC
C101230,C101230-T1,TC
C101231,C101231-T1,TC
C101231,C101231-T2,TC
C101232,C101232-T1,TC
C101233,C101233-T1,TC
C101234,C101234-T1,TC
C101235,C101235-T1,TC
C101236,C101236-T1,TC
C101237,C101237-T1,TC
C101237,C101237-T2,TC
C101237,C101237-T3,TC
C101238,C101238-T1,TC
C101239,C101239-T1,TC
C101240,C101240-T1,TC
C101240,C101240-T2,TC
C101240,C101240-T3,TC
C101241,C101241-T1,TC
C101241,C101241-T2,TC
C101242,C101242-T1,TC
C101242,C101242-T2,TC
C101243,C101243-T1,TC
C101244,C101244-T1,TC
C101245,C101245-T1,TC
C101246,C101246-T1,TC
C101246,C101246-T2,TC
C101247,C101247-T1,TC
C101248,C101248-T1,TC
C101248,C101248-T2,TC
C101249,C101249-T1,TC
C101249,C101249-T2,TC
C101250,C101250-T1,TC
C101250,C101250-T2,TC
C101251,C101251-T1,TC
C101252,C101252-T1,TC
C101252,C101252-T2,TC
C101252,C101252-T3,TC
C101253,C101253-T1,TC
C101254,C101254-T1,TC
C101255,C101255-T1,TC
C101256,C101256-T1,TC
C101257,C101257-T1,TC
C101258,C101258-T1,TC
C101258,C101258-T2,TC
C101259,C101259-T1,TC
C101260,C101260-T1,TC
C101261,C101261-T1,TC
C101261,C101261-T2,TC
C101261,C101261-T3,TC
C101262,C101262-T1,TC
C101263,C101263-T1,TC
C101264,C101264-T1,TC
C101264,C101264-T2,TC
C101265,C101265-T1,TC
C101265,C101265-T2,TC
C101266,C101266-T1,TC
C101267,C101267-T1,TC
C101268,C101268-T1,TC
C101269,C101269-T1,TC
C101269,C101269-T2,TC
C101270,C101270-T1,TC
C101271,C101271-T1,TC
C101272,C101272-T1,TC
C101273,C101273-T1,TC
C101274,C101274-T1,TC
C101275,C101275-T1,TC
C101275,C101275-T2,TC
C101276,C101276-T1,TC
C101277,C101277-T1,TC
C101278,C101278-T1,TC
C101278,C101278-T2,TC
C101279,C101279-T1,TC
C101279,C101279-T2,TC
C101279,C101279-T3,TC
C101280,C101280-T1,TC
C101281,C101281-T1,TC
C101281,C101281-T2,TC
C101282,C101282-T1,TC
C101283,C101283-T1,TC
C101284,C101284-T1,TC
C101284,C101284-T2,TC
C101285,C101285-T1,TC
C101285,C101285-T2,TC
C101286,C101286-T1,TC
C101287,C101287-T1,TC
C101288,C101288-T1,TC
C101288,C101288-T2,TC
C101289,C101289-T1,TC
C101289,C101289-T2,TC
C101290,C101290-T1,TC
C101291,C101291-T1,TC
C101292,C101292-T1,TC
C101293,C101293-T1,TC
C101294,C101294-T1,TC
C101295,C101295-T1,TC
C101296,C101296-T1,TC
C101296,C101296-T2,TC
C101296,C101296-T3,TC
C101297,C101297-T1,TC
C101298,C101298-T1,TC
C101299,C101299-T1,TC
C101299,C101299-T2,TC
C101300,C101300-T1,TC
C101300,C101300-T2,TC
C101301,C101301-T1,TC
C101302,C101302-T1,TC
C101302,C101302-T2,TC
C101303,C101303-T1,TC
C101304,C101304-T1,TC
C101305,C101305-T1,TC
C101305,C101305-T2,TC
