id_cliente,ead_baseline
C101142,910725.748247254
C101143,704102.1593074191
C101144,1642630.7068050592
C101145,1659014.4536211416
C101146,1407683.719798297
C101147,567223.1806965187
C101148,134405.37472457462
C101149,603174.9789764972
C101150,660496.3303013698
C101151,1039233.5580779905
C101152,779784.7447658933
C101153,738372.0222060657
C101154,468586.3068771841
C101155,1729751.639947425
C101156,599432.5448892199
C101157,587858.13300829
C101158,696499.0227652298
C101159,704072.1244869181
C101160,114811.6402246469
C101161,1177102.5257334015
C101162,1148681.257009977
C101163,638555.4469074751
C101164,657312.939445057
C101165,700657.6115542704
C101166,281203.601598007
C101167,476963.5811269409
C101168,1391227.6664417933
C101169,533066.0847863307
C101170,1369136.2967174686
C101171,400162.89549590345
C101172,141549.69190112103
C101173,706629.8184700805
C101174,1413611.5301065927
C101175,763821.6592825891
C101176,367916.0990625919
C101177,750557.6003520649
C101178,1479520.3924454767
C101179,234006.32994451304
C101180,857621.2576732743
C101181,867222.9985438098
C101182,2291861.4442319395
C101183,178927.36134781488
C101184,1699097.566178272
C101185,479816.39455257193
C101186,1177798.4054959617
C101187,1970064.1278086314
C101188,514947.8077652878
C101189,924338.0571558531
C101190,259886.94071252597
C101191,1087308.45356307
C101192,1515055.303333161
C101193,664401.0016538393
C101194,673277.3517386591
C101195,133343.49357088824
C101196,402766.8280138533
C101197,399052.11340581527
C101198,455350.07555491244
C101199,1379685.6691687007
C101200,1901173.7208856274
C101201,810227.4516088178
C101202,445309.10575790174
C101203,269396.9135374597
C101204,263304.4539392885
C101205,750765.606564546
C101206,2417747.434188024
C101207,550900.59795283
C101208,1206547.619648823
C101209,858754.4732833963
C101210,746707.5299171698
C101211,680705.1544070416
C101212,117511.46970089148
C101213,126447.81675161685
C101214,1323017.0253950409
C101215,2794044.1066782377
C101216,397267.3825882035
C101217,115311.27049152441
C101218,247087.24313537678
C101219,77744.73588205772
C101220,643397.5447575576
C101221,1061898.0129434313
C101222,1124537.9465310515
C101223,568073.2317632536
C101224,990396.5005347377
C101225,760749.3846287705
C101226,1209153.7820486105
C101227,969257.4263871161
C101228,1585839.513514104
C101229,292476.1342329537
C101230,184342.9954906364
C101231,740608.608413018
C101232,2336286.6560572037
C101233,587217.8053684417
C101234,1095960.017229398
C101235,668100.0340577147
C101236,726540.4165005486
C101237,2459193.379866626
C101238,659513.4925908993
C101239,314726.773409872
C101240,2171803.1137212263
C101241,768581.6688879642
C101242,1198907.7614506753
C101243,464460.2687132642
C101244,1340212.9398832787
C101245,918779.7354105896
C101246,851767.6424658137
C101247,148102.59262910808
C101248,1656136.3302663416
C101249,1282868.9005764348
C101250,613597.2045055213
C101251,1330796.437425774
C101252,1723532.4003553158
C101253,334082.6272751638
C101254,492556.3006799696
C101255,455362.4777186307
C101256,623307.1515382449
C101257,427041.1226310203
C101258,653063.2147072655
C101259,505266.2275078338
C101260,756408.1686276722
C101261,3089804.881932028
C101262,392846.2556573943
C101263,772929.3779875855
C101264,1003749.1077470508
C101265,1105874.9123027457
C101266,391886.7964830507
C101267,296668.1586749883
C101268,768085.5572558212
C101269,1900568.463332808
C101270,941024.241519038
C101271,948316.2367803943
C101272,929868.2017634312
C101273,278760.6028629416
C101274,968151.518861369
C101275,444138.8820356081
C101276,547927.334098712
C101277,481792.6354401505
C101278,1540403.5115777347
C101279,1656136.411984491
C101280,965190.9723964836
C101281,1731139.1128808982
C101282,494979.98677619296
C101283,1628900.9035655537
C101284,1680554.1957543334
C101285,674628.8212970989
C101286,490244.2782688287
C101287,378310.5882886226
C101288,1267083.16207236
C101289,1277785.6497712047
C101290,229344.64223574934
C101291,1379717.2193816884
C101292,356868.6450270985
C101293,189184.86011845985
C101294,617504.8285914883
C101295,223343.8008289333
C101296,2860223.708844343
C101297,870905.1460070582
C101298,358834.7924440966
C101299,2170337.148051212
C101300,790627.8645107576
C101301,574743.0205461188
C101302,1599579.2410149935
C101303,250585.2698947426
C101304,338716.34928654175
C101305,3082122.7601325326
C101306,110922.43332830601
C101307,552366.5163353669
C101308,350919.237072224
C101309,526701.8234050014
C101310,1820161.7385955194
C101311,1344225.4379128574
C101312,454951.37673737225
C101313,1429390.9599891563
C101314,927600.7304774782
C101315,674540.1827003515
C101316,1633580.7222179258
C101317,809157.0965304443
C101318,1973858.7120313868
C101319,532838.5771343374
C101320,737142.4863042962
C101321,849668.0305406863
C101322,30944.199422351794
C101323,1158818.0003573042
C101324,338904.83880355087
C101325,1316883.9140379867
C101326,761484.332532091
C101327,415312.99444249144
C101328,2709776.8457219573
C101329,586738.8555672509
C101330,2540534.988847142
C101331,1137082.8290680998
C101332,631619.8029428148
C101333,1021973.339668698
C101334,1313009.3122951954
C101335,33393.23553767512
C101336,1062229.358648506
C101337,1131142.4195560634
C101338,2904984.8301783316
C101339,299098.3665484582
C101340,331092.5072065021
C101341,2088748.5513386535
C101342,2321905.340199518
C101343,264011.7054285349
C101344,637888.9995028976
C101345,1186936.981886926
C101346,797958.1652689765
C101347,603043.103947304
C101348,419759.9261767528
C101349,851530.9616404781
C101350,2225815.900072569
C101351,524248.3368196471
C101352,1483144.1632957652
C101353,1434300.5222343984
C101354,94004.18418393486
C101355,428377.47179411247
C101356,1630018.2563396618
C101357,872163.7408636131
C101358,970732.4618082151
C101359,530240.888221544
C101360,529505.7239578823
C101361,989311.290375422
C101362,299723.629288726
C101363,1802559.1984593284
C101364,327666.47982057824
C101365,2179469.3488171496
C101366,200965.290823495
C101367,791278.4807255835
C101368,1389828.2653636732
C101369,1087665.386584416
C101370,849421.4807066303
C101371,328070.35854415124
C101372,1299555.6220706236
C101373,1525652.0203737172
C101374,604651.0202918195
C101375,1020512.3766418933
C101376,759267.6761312042
C101377,2278712.3216983113
C101378,3422888.0421942985
C101379,753113.6426903891
C101380,406878.59950292506
C101381,105083.86130137877
C101382,463591.7761375405
C101383,128367.85819428826
C101384,1143731.1086602323
C101385,1225869.3585460586
C101386,651921.7052295855
C101387,1822558.1304941755
C101388,873378.0047183584
C101389,2226334.601921734
C101390,643579.9988099734
C101391,1165350.2008089859
C101392,862015.8456585435
C101393,759994.3661726287
C101394,373996.1514411055
C101395,316423.4214106954
C101396,1501798.5687359297
C101397,504532.2137085928
C101398,623843.7144027627
C101399,277293.13550633
C101400,1140651.9002169417
C101401,1218116.9162154035
C101402,412686.9784102369
C101403,992520.3991525995
C101404,692342.139929767
C101405,3548102.4517480163
C101406,2196860.0403489512
C101407,541337.9762240245
C101408,25710.92251128519
C101409,554786.573018119
C101410,741445.9842812583
C101411,1489751.7686482943
C101412,169969.76444839977
C101413,735837.4024934487
C101414,1702419.1556227931
C101415,60908.989402562926
C101416,335619.3947504584
C101417,823411.824185867
C101418,895135.5446496222
C101419,710052.8639845009
C101420,395072.0207581937
C101421,1337634.8828979842
C101422,1433513.188698971
C101423,657890.2294009791
C101424,345811.9789731681
C101425,244436.36863758392
C101426,206078.1792499632
C101427,1257896.1240941882
C101428,1702347.201737205
C101429,723788.6672605509
C101430,393585.3253273603
C101431,586260.6224520232
C101432,873055.4250188441
C101433,1176487.6010521175
C101434,938766.0503450898
C101435,376547.78608297504
C101436,168510.01422520194
C101437,1268647.302743643
C101438,1465367.5948813846
C101439,705740.4131081199
C101440,861164.4266272038
C101441,472124.2278875424
C101442,720282.8619706212
C101443,1038598.5256856518
C101444,824347.147091582
C101445,483470.2161586996
C101446,485860.5712542611
C101447,905616.1176480576
C101448,470083.1846048926
C101449,831225.4009699179
C101450,662997.8641845542
C101451,585757.7209795528
C101452,1463306.084764955
C101453,717598.8799160538
C101454,1074065.3729653754
C101455,382784.13921890076
C101456,1084606.7552873339
C101457,557340.534375685
C101458,1931652.3224378703
C101459,1164704.1537872222
C101460,2103959.381096041
C101461,214854.8604522871
C101462,493599.38820421277
C101463,1064661.9863081328
C101464,2206034.534991522
C101465,17058.423425008863
C101466,1599062.7134426078
C101467,565566.2136798729
C101468,844731.0089360832
C101469,508934.5997025765
C101470,303377.14059987775
C101471,1293501.2451576963
C101472,564279.8232550065
C101473,11080.293316937205
C101474,1182908.3428963358
C101475,800712.8938425961
C101476,601744.1617793958
C101477,883003.3753622054
C101478,365310.8753079299
C101479,572667.7167959133
C101480,860591.401738272
C101481,782761.0515340287
C101482,1233121.6062095119
C101483,270804.99359122943
C101484,1662341.1283878658
C101485,1731277.1611051417
C101486,271571.4714434449
C101487,389282.9970260622
C101488,2165914.218377133
C101489,1986861.7753649857
C101490,754898.3004788603
C101491,21563.550583445704
C101492,1275604.3167261546
C101493,2042684.6187474178
C101494,850605.3016472643
C101495,375606.25738955766
C101496,719971.6758867942
C101497,327857.0322968908
C101498,790857.8703295114
C101499,728957.2957015178
C101500,732065.9934805023
C101501,772729.6182689569
C101502,343127.4423174504
C101503,438178.2537705529
C101504,2718321.878783
C101505,191640.01173907364
C101506,538682.5509432494
C101507,227442.6517945171
C101508,923700.5522387305
C101509,1068403.578280899
C101510,513896.65503398015
C101511,355400.0575718772
C101512,800125.4492448398
C101513,1450264.1223845393
C101514,1106491.8631953998
C101515,643104.4397707789
C101516,1725895.248326624
C101517,3205354.832854499
C101518,1173294.0180975008
C101519,1530600.1515414207
C101520,1688550.0053980248
C101521,1467889.5105624544
C101522,1497436.9991002185
C101523,1563035.3943944138
C101524,1080164.6592498112
C101525,800459.849701685
C101526,203947.86241838665
C101527,290074.5403249141
C101528,1178990.4799821675
C101529,937598.6451190473
C101530,1366000.8653767528
C101531,1242389.5587617175
C101532,471669.91435719933
C101533,878400.4109234585
C101534,889880.4828025687
C101535,172581.12793548516
C101536,566034.2229859071
C101537,1669348.016633718
C101538,1014112.4880777807
C101539,1366219.2678891472
C101540,1354259.250778689
C101541,842681.3068425832
C101542,2337059.864087956
C101543,137640.89339247084
C101544,1568422.653105854
C101545,423996.97664746415
C101546,166156.3860878907
C101547,1243261.005795887
C101548,139209.72721390522
C101549,718262.9921967323
C101550,1391039.333052036
C101551,683650.4238424937
C101552,457488.75649930077
C101553,736734.4627145353
C101554,1243173.155141397
C101555,1576144.0417183
C101556,294540.8466623165
C101557,966521.7549052396
C101558,1765055.8595215632
C101559,376754.1725358221
C101560,616610.0453756276
C101561,905444.9371363804
C101562,456200.2713856102
C101563,1361539.6101956344
C101564,1617280.1446600656
C101565,1200096.0115339896
C101566,173971.57489316503
C101567,675761.7059033299
C101568,685550.1193103616
C101569,1966951.85059077
C101570,215834.15332286217
C101571,240192.05829128498
C101572,2359799.4573315033
C101573,1638142.798673104
C101574,838905.7771521892
C101575,1125816.3516366733
C101576,41890.60089584769
C101577,272800.25863914733
C101578,1610355.4436668516
C101579,1036048.3018648255
C101580,1236958.5771703708
C101581,506319.8584593886
C101582,1226798.964542821
C101583,1548322.064036592
C101584,267968.82812470477
C101585,604479.4508247792
C101586,1096996.0187408726
C101587,375129.4659930931
C101588,1592649.3410130169
C101589,1241846.8088621572
C101590,709981.3096945416
C101591,452569.14135220856
C101592,1050187.6968523804
C101593,1993445.181769978
C101594,263674.62603056023
C101595,694768.6754910764
C101596,264967.4267052817
C101597,591009.4979133866
C101598,1061660.9916590306
C101599,1278718.6177406288
C101600,1264601.0981714493
C101601,215995.89846209253
C101602,222631.67796132073
C101603,848119.5775272222
C101604,898221.3976987241
C101605,633938.2291997442
C101606,1182032.10836106
C101607,735516.3476059118
C101608,821019.0915706882
C101609,419485.463273344
C101610,534911.8119678099
C101611,538428.9110206558
C101612,1548616.4279884812
C101613,700046.0891919167
C101614,1154982.0458448154
C101615,973502.6003371135
C101616,633808.80182213
C101617,164667.79976388995
C101618,548149.5583381864
C101619,1940748.4902118524
C101620,575331.0675477078
C101621,672052.9330624604
C101622,847943.3486771501
C101623,292298.9993374044
C101624,1085453.6648528753
C101625,1969987.6142833792
C101626,2032395.1325740344
C101627,1238432.0415674627
C101628,834348.0616620479
C101629,1904379.5909672447
C101630,333002.1338647173
C101631,579939.971855362
C101632,570700.9112013455
C101633,1138385.5428791915
C101634,1024882.6143957998
C101635,304042.1247625071
C101636,1995671.9181751655
C101637,80720.83174602693
C101638,787344.8231245464
C101639,209529.51482830988
C101640,2095164.7899479987
C101641,786638.3550921656
C101642,522712.57038786577
C101643,844369.5034002336
C101644,641714.6377796999
C101645,530542.7875031184
C101646,353907.64257068635
C101647,2491834.2940403786
C101648,1019122.7124908362
C101649,1799345.218262434
C101650,1920724.6902069487
C101651,1673788.3517631786
C101652,705511.7226580435
C101653,1141240.9564435119
C101654,2149529.7974766465
C101655,2005525.65725675
C101656,1448251.2622040168
C101657,1683874.9116919083
C101658,17438.288273958544
C101659,151258.2809583341
C101660,681908.1506754141
C101661,628784.526740465
C101662,1580070.8739380254
C101663,538906.1906833028
C101664,905445.6434237525
C101665,323545.36938162084
C101666,2073155.830852556
C101667,1149490.389425129
C101668,790085.3971872202
C101669,385534.4474908275
C101670,1747046.1839960793
C101671,290682.01718992967
C101672,1233867.6875295637
C101673,455569.3192765779
C101674,1080210.542835364
C101675,1168045.6318870117
C101676,323534.96150612144
C101677,967065.28189832
C101678,190468.04051089074
C101679,1445110.6419683911
C101680,2135153.122276866
C101681,1702306.3130177537
C101682,251766.12784069515
C101683,816093.7187979606
C101684,433999.1949584283
C101685,1995417.1357852237
C101686,687352.2208013809
C101687,260.7793579239037
C101688,337870.4984259482
C101689,239751.1582375836
C101690,931867.3866152001
C101691,1619426.4910006518
C101692,1747100.825714886
C101693,546753.8144533472
C101694,2430888.0145154526
C101695,2744979.0385195
C101696,441745.055952299
C101697,1337186.3907840096
C101698,562343.9048316332
C101699,1272110.9855183829
C101700,354813.56403044437
C101701,695888.3135284922
C101702,298194.8454489551
C101703,526320.1252153071
C101704,1971388.6695628965
C101705,501851.16296672943
C101706,1107693.7969665567
C101707,1588943.970767336
C101708,352635.4611011561
C101709,494100.23235923395
C101710,403220.6062761933
C101711,745509.9386016292
C101712,887160.8072840725
C101713,3497566.1637489456
C101714,2458069.448516314
C101715,545090.5537222594
C101716,381840.6226781405
C101717,213984.57167223818
C101718,1556041.1839080132
C101719,2399658.871478867
C101720,296738.4749129943
C101721,1443832.876921698
C101722,1016429.1798881482
C101723,1013682.9805147743
C101724,3433210.300784384
C101725,159899.1623369436
C101726,482384.396241365
C101727,2405499.4257802293
C101728,993996.0766286785
C101729,141993.34843383875
C101730,1229451.9659074866
C101731,645146.6729145271
C101732,735480.131403796
C101733,1640566.5346980728
C101734,1137152.4668833544
C101735,2611132.5923368693
C101736,633429.4933100009
C101737,603571.5201995955
C101738,1635070.8202719074
C101739,730005.0468505841
C101740,872075.8648073399
C101741,700077.1462288242
C101742,660502.5004642969
C101743,1377854.8908545459
C101744,455029.7828193245
C101745,1109579.80960486
C101746,1021414.6429055529
C101747,1065599.5617685523
C101748,491346.5305987747
C101749,214493.12943392998
C101750,618176.7992958629
C101751,1856457.8144744998
C101752,2620825.5634757644
C101753,2046704.984641084
C101754,1654127.8276880719
C101755,260439.47872542645
C101756,620208.2281380955
C101757,1775145.9257190644
C101758,3675436.4780550674
C101759,1042252.1189093227
C101760,761334.9424359733
C101761,381411.02706325304
C101762,68013.32550124114
C101763,1084687.6622588588
C101764,1712607.9679793657
C101765,78157.36244134905
C101766,784252.0988147738
C101767,716238.6770435263
C101768,571298.5469221994
C101769,540877.1375800021
C101770,301227.76380200277
C101771,737518.558299117
C101772,1055226.1288965642
C101773,1332292.4850746419
C101774,664236.410820099
C101775,1461829.427429645
C101776,1133654.5784676026
C101777,1387037.0874002944
C101778,767168.6637256517
C101779,295786.895600363
C101780,919862.1545105824
C101781,964115.262072804
C101782,1170330.6735534696
C101783,310653.81032915553
C101784,1633170.5482463306
C101785,1981422.3051598803
C101786,934844.8887570152
C101787,1306247.720305196
C101788,744449.3125510709
C101789,272320.8279241442
C101790,678207.2721042634
C101791,1083040.448774643
C101792,1356967.709776783
C101793,388320.5860024798
C101794,1879825.8671450317
C101795,919480.9992965787
C101796,1014644.6909823015
C101797,1041406.4939206484
C101798,653591.1042193878
C101799,712270.088225179
C101800,1180735.2539856913
C101801,297947.37602764607
C101802,984030.6541642236
C101803,894233.1903061699
C101804,723115.4002246796
C101805,646007.3422049199
C101806,226826.63950679664
C101807,1206471.026545697
C101808,271554.57211290224
C101809,2010133.3659811406
C101810,1804776.1830310025
C101811,2093932.2697679352
C101812,701236.5800843695
C101813,578604.3025973156
C101814,914.4031972475675
C101815,132982.28044231868
C101816,925148.263353692
C101817,642269.6141509748
C101818,775495.5747502953
C101819,2360793.6678253324
C101820,743693.8788494817
C101821,1404172.093776791
C101822,1106594.5229489561
C101823,837994.9232770889
C101824,257197.85386199105
C101825,827531.2865565983
C101826,31511.66520539581
C101827,278664.22537602205
C101828,755048.9084126839
C101829,611605.0725261817
C101830,879460.7185140713
C101831,16300.32124921275
C101832,931493.3372150259
C101833,785890.7314060814
C101834,1844272.123779042
C101835,1428065.3510806803
C101836,956156.4641343108
C101837,1499317.7788321548
C101838,1219502.8710569933
C101839,1939050.4200297706
C101840,1917188.2815770614
C101841,1961926.4458064972
C101842,719330.8806879321
C101843,2704312.0002532173
C101844,1776720.1154029095
C101845,109743.39449984659
C101846,803142.7018706423
C101847,1729548.7995975944
C101848,430376.5860836106
C101849,296473.10059705644
C101850,849486.8172371802
C101851,1084518.3282218752
C101852,226054.9449822897
C101853,1573711.7268516654
C101854,599145.0552437651
C101855,525694.0825056741
C101856,103500.08248922965
C101857,569723.0707104835
C101858,1081181.159995944
C101859,575673.7177491352
C101860,496527.47575153917
C101861,447481.06319298263
C101862,1536929.2997142656
C101863,863695.6925399292
C101864,594732.181004624
C101865,2290690.229766783
C101866,565936.9101303682
C101867,1903860.8681802158
C101868,604620.4663255854
C101869,454667.3912394772
C101870,304456.6783858893
C101871,863193.6399230657
C101872,803117.1742108671
C101873,658604.746004635
C101874,362680.87085283856
C101875,1720317.5624185877
C101876,391513.0092582255
C101877,1940293.738678066
C101878,102747.62803175191
C101879,956437.959773834
C101880,509184.8034271769
C101881,709517.3476863793
C101882,683738.3346428532
C101883,63046.714347420755
C101884,1066162.8105703907
C101885,893748.5969467484
C101886,1055192.521725145
C101887,1434561.7110902912
C101888,105300.52788051314
C101889,915171.1535722334
C101890,1201710.4750361824
C101891,1645186.82521396
C101892,300348.45845317503
C101893,797991.9773220953
C101894,766263.1431022403
C101895,1628582.232727849
C101896,439340.9517614264
C101897,1087037.3208207034
C101898,791244.4613596256
C101899,1927334.8500162335
C101900,1097895.4218595866
C101901,1793888.4538748958
C101902,1477758.2809639268
C101903,434546.47647975
C101904,450170.5598592189
C101905,1887999.533270888
C101906,7220.578402745833
C101907,624443.9183635876
C101908,527914.8961261534
C101909,675540.548428097
C101910,1504029.3711464857
C101911,985034.2915683914
C101912,1040694.5662181929
C101913,287222.87416410237
C101914,334111.3349471357
C101915,926186.7559225615
C101916,552697.7746701739
C101917,2801892.0838987366
C101918,814660.0354836463
C101919,170818.68954687307
C101920,341670.9341637254
C101921,970787.5301002266
C101922,997308.5305886116
C101923,348713.97373289283
C101924,2602406.568811401
C101925,1877476.129280188
C101926,2241048.810124416
C101927,460747.2587361378
C101928,1089983.1872284156
C101929,673290.2929634751
C101930,337716.11022665945
C101931,1451585.113889771
C101932,182629.53241973123
C101933,415334.94027912617
C101934,1037228.5792074469
C101935,569637.6129993675
C101936,447663.34709217254
C101937,524237.1656472708
C101938,414835.8512379087
C101939,789212.5906296921
C101940,1124539.4442044483
C101941,809055.4334609602
C101942,751385.0350086461
C101943,436021.3445116783
C101944,1488543.0836523555
C101945,789056.4434245867
C101946,102866.55339290689
C101947,855169.7025349424
C101948,1941669.388952071
C101949,323073.54565687984
C101950,175074.4273068686
C101951,1478570.4062572105
C101952,156210.17747104814
C101953,1186069.181064978
C101954,469581.60349176044
C101955,687732.0419500193
C101956,1126740.6989555215
C101957,1696941.5578593083
C101958,159152.24445551043
C101959,672411.0168974521
C101960,567044.352528879
C101961,183725.82580344618
C101962,801908.8386817281
C101963,398702.3933918656
C101964,1964280.12882328
C101965,2608041.9366192827
C101966,503509.2132143038
C101967,1334399.7857227891
C101968,1464550.7090531993
C101969,1081844.7382520114
C101970,1025092.8766865528
C101971,833614.6367243212
C101972,374748.0531137856
C101973,681712.5574950029
C101974,1717488.8494900542
C101975,912478.3582487451
C101976,1033749.2818441095
C101977,987249.1661147338
C101978,1107040.8038850555
C101979,204233.13670205488
C101980,395497.6968460663
C101981,1366789.8317011273
C101982,640777.8008411526
C101983,1137823.9323810944
C101984,1735095.2340490269
C101985,142930.7984909152
C101986,729442.612691042
C101987,891944.6530974617
C101988,1892818.8499908247
C101989,654134.8535226493
C101990,1078826.3565254144
C101991,231496.34753155467
C101992,321317.2220411175
C101993,166734.23461449755
C101994,3173699.7122977916
C101995,1276956.1576211886
C101996,215068.5913101501
C101997,843734.0239578374
C101998,629929.0731945848
C101999,981178.0464862024
C102000,1724680.0894903187
C102001,1051853.336913828
C102002,703053.1513496541
C102003,646121.6602680205
C102004,1199406.4554384318
C102005,409940.4891973751
C102006,409829.4000512021
C102007,582681.8447283675
C102008,58072.8247962034
C102009,1468788.805336515
C102010,376955.0229145081
C102011,1031431.0456050017
C102012,947810.6366405364
C102013,36059.078183515885
C102014,870435.2098593884
C102015,709371.9114958633
C102016,1791656.3857678855
C102017,1996663.549606513
C102018,1530947.2432808597
C102019,692539.4430933337
C102020,964641.995172889
C102021,1936613.7487754864
C102022,2520207.80426487
C102023,343213.1248208441
C102024,349835.3107279298
C102025,694860.4344660279
C102026,379720.99927952763
C102027,1017268.138278105
C102028,37318.98526093311
C102029,1089039.9197982685
C102030,229434.96977709676
C102031,803728.0619586441
C102032,625458.6921560736
C102033,658139.9303229805
C102034,1384593.09242901
C102035,573018.3560209514
C102036,821346.2617188236
C102037,948144.3789907013
C102038,592747.133853145
C102039,986417.0655379575
C102040,453516.7146417161
C102041,311656.81413439964
C102042,780381.9431341502
C102043,380962.45277807437
C102044,1482472.0359486688
C102045,690524.3111836915
C102046,644003.4755588673
C102047,1259122.1121863737
C102048,848186.1121169605
C102049,716941.9150141535
C102050,2082828.7346972688
C102051,1511556.883333528
C102052,1672643.221726866
C102053,1918720.2617347466
C102054,1315879.7035394432
C102055,452051.8782065959
C102056,652613.5338378807
C102057,534292.8465978217
C102058,529442.2415958864
C102059,166846.17315125922
C102060,292926.7427436117
C102061,1026997.4668626189
C102062,695301.7921815244
C102063,888826.424772816
C102064,659638.6991058422
C102065,809202.9532692073
C102066,2885904.220185347
C102067,502428.8243576093
C102068,529824.6789289279
C102069,1204050.5913952612
C102070,1782181.8097400442
C102071,1080820.6968783059
C102072,725704.7606144284
C102073,1236751.2708674818
C102074,1155916.2588970424
C102075,973654.3488787666
C102076,846849.5439540494
C102077,691933.0065468259
C102078,2687319.082793036
C102079,442580.0058798927
C102080,303870.2909508395
C102081,1091852.1456286588
C102082,1473574.0954393311
C102083,484981.2864301476
C102084,1873931.39465873
C102085,1014780.4388325401
C102086,2397317.4586079745
C102087,928007.6748603221
C102088,1342947.587843344
C102089,1150541.4152897291
C102090,2219551.4335391847
C102091,174742.74012575927
C102092,631918.2560296926
C102093,520357.6624336493
C102094,289228.5249700282
C102095,2677797.2779903803
C102096,1817731.2192067364
C102097,935542.8756883503
C102098,708725.207492403
C102099,881412.9891348311
C102100,600033.6711546185
C102101,1762493.864496407
C102102,2323665.1931137396
C102103,1409940.9337606304
C102104,423727.2628882651
C102105,1848483.9962738534
C102106,472705.3189651558
C102107,544972.0624974796
C102108,805192.3496427443
C102109,1321074.5663700432
C102110,930845.7484380155
C102111,398406.3365578713
C102112,299137.1458889799
C102113,1230236.1281135294
C102114,730254.593662559
C102115,1007562.1907615281
C102116,1994327.608200185
C102117,894203.3969795594
C102118,1737725.4311412084
C102119,784326.6225124154
C102120,2957340.948570175
C102121,253513.1770695583
C102122,513708.6923290152
C102123,1385755.2705880897
C102124,757884.2192013749
C102125,575290.8119983368
C102126,1171994.3015449878
C102127,2638796.223361275
C102128,254380.1586856143
C102129,1050607.3302976866
C102130,591969.3216390867
C102131,182650.79382846356
C102132,123806.95423076011
C102133,1869120.178305701
C102134,805074.5546574495
C102135,343701.294481987
C102136,608884.1613071417
C102137,375340.36680812
C102138,850230.4836289134
C102139,1812610.002852681
C102140,947442.1223486963
C102141,1170850.7567604731
C102142,19468.474478485652
C102143,647815.8232116785
C102144,951213.8817217088
C102145,747927.6869046249
C102146,1588776.7468321915
C102147,647614.3181470722
C102148,611825.3936004462
C102149,219721.2490842627
C102150,1257768.8075992775
C102151,329511.34905613295
C102152,1947443.4967052285
C102153,667685.2674483744
C102154,1348708.9723884065
C102155,1914459.0548014003
C102156,1119469.425657609
C102157,1015630.5431151236
C102158,514813.83071566804
C102159,483957.287658126
C102160,835642.8791935773
C102161,1394551.4064679588
C102162,263285.65760458226
C102163,912242.6677677688
C102164,1215008.7383752132
C102165,604577.2149099623
C102166,446352.67377891054
C102167,1157664.1297743975
C102168,1842461.8397309205
C102169,594813.6637501621
C102170,2024077.16709367
C102171,115081.18641779711
C102172,1691783.6240688656
C102173,1456949.8049608343
C102174,399144.31577612367
C102175,103549.52616563263
C102176,1594576.1111647317
C102177,638763.624419242
C102178,454364.1719492449
C102179,948109.7103527779
C102180,64638.766216542426
C102181,1163571.1070421208
C102182,114941.86346054138
C102183,1611949.5458403532
C102184,835463.1330072834
C102185,611703.2774536021
C102186,767759.460529457
C102187,495401.15858909354
C102188,2706370.8066800972
C102189,598755.4183313197
C102190,142987.58856341543
C102191,228974.07515183062
C102192,271633.2894979642
C102193,115898.3618349144
C102194,411459.8533707127
C102195,20758.520325508576
C102196,760216.0326531492
C102197,2301456.159338521
C102198,25257.19892357984
C102199,784539.8065142307
C102200,478392.0502858268
C102201,2028822.6457944103
C102202,1427252.5561286728
C102203,1566003.2318161586
C102204,359006.11106167536
C102205,795743.6244592803
C102206,414082.591901489
C102207,659419.8038820826
C102208,278646.15121322416
C102209,365301.1782360723
C102210,777303.338021805
C102211,1156933.4809531467
C102212,163578.36196251065
C102213,609369.1653422099
C102214,709955.9005628605
C102215,1624272.0104609472
C102216,311749.9277988933
C102217,1279916.6892044663
C102218,1060724.9452873974
C102219,200354.98883351948
C102220,898356.9704020012
C102221,1343114.0488079695
C102222,961068.5078675348
C102223,1698502.3115200165
C102224,398813.34233493917
C102225,184715.5349184461
C102226,78103.82236102723
C102227,218648.59661379302
C102228,1346448.1627567448
C102229,621811.1925942955
C102230,576027.4515916854
C102231,175301.51237712643
C102232,132837.53819165344
C102233,1237148.101288197
C102234,551370.5084683372
C102235,424990.3937495895
C102236,167545.07380034382
C102237,650303.771021176
C102238,2297542.5342447073
C102239,585751.5477400691
C102240,1360554.1490155486
C102241,676765.060449337
C102242,2201497.413559596
C102243,619108.9486627027
C102244,314626.90999372397
C102245,481644.0038906102
C102246,648624.0366804196
C102247,1058554.0097816822
C102248,6572.133048628879
C102249,416113.3534860103
C102250,1379907.7843911983
C102251,964519.7406897333
C102252,680378.4942686835
C102253,2681681.472011853
C102254,1619489.018161034
C102255,1622540.4926158795
C102256,216456.60180008473
C102257,687648.8504579721
C102258,20849.174913373936
C102259,810767.8639285403
C102260,1530442.7602576483
C102261,504654.8971789575
C102262,970370.2017548067
C102263,746822.0142172052
C102264,256623.4636855124
C102265,493832.5225621956
C102266,596048.6815219001
C102267,585560.7800384199
C102268,481323.26587010757
C102269,1276121.838137679
C102270,36418.30115576763
C102271,784658.8244276952
C102272,745481.5718154081
C102273,1597277.1048860445
C102274,1600825.4907965884
C102275,977823.2178870115
C102276,1080664.1107107429
C102277,381063.77789655415
C102278,1595767.2575195213
C102279,1466334.8949933883
C102280,219882.38275130707
C102281,1625610.9515950468
C102282,531667.4261473697
C102283,1385748.2978775613
C102284,691543.6157023195
C102285,144782.6753932775
