id_cliente,segmento,region,apr_efectiva
C101250,Gold,VIII,0.18045636931670872
C101251,Gold,X,0.29163758177586374
C101252,Mass,VIII,0.2865387584322909
C101253,Mass,VIII,0.2913513272714547
C101254,Mass,II,0.12057375935744591
C101255,Premium,V,0.2752529641716341
C101256,Gold,IV,0.2600296138776512
C101257,Mass,X,0.2979690014513222
C101258,Premium,IV,0.3131335907538494
C101259,Gold,IV,0.25781230124271765
C101260,Mass,VIII,0.1783952178232654
C101261,Gold,X,0.23789242937468708
C101262,Premium,IV,0.3481114393070337
C101263,Gold,II,0.2645139680010865
C101264,Premium,V,0.2866509278797945
C101265,Gold,VIII,0.35360406912996556
C101266,Premium,IV,0.32551742386090693
C101267,Gold,IV,0.3503348490558065
C101268,Gold,V,0.33501944255504124
C101269,Gold,X,0.2096893682968537
C101270,Premium,VIII,0.23014368927772325
C101271,Jóvenes,RM,0.3225748573114083
C101272,Premium,X,0.28579941609727694
C101273,Gold,II,0.2846971389460059
C101274,Mass,RM,0.29167265546918375
C101275,Gold,II,0.34820585784118135
C101276,Jóvenes,X,0.16222746383100428
C101277,Gold,X,0.26766716204773083
C101278,Mass,VIII,0.2748092961321203
C101279,Mass,II,0.34521154067457127
C101280,Mass,II,0.3307883567902661
C101281,Mass,RM,0.2851617056336123
C101282,Gold,IV,0.2363287582628268
C101283,Mass,IV,0.27660323185323576
C101284,Mass,VIII,0.43808714338632637
C101285,Mass,IV,0.3348463453376662
C101286,Gold,X,0.32168258347300105
C101287,Gold,VIII,0.33245089680232187
C101288,Mass,V,0.2524883601380649
C101289,Mass,II,0.31187546159297413
C101290,Mass,X,0.41204104221422383
C101291,Jóvenes,X,0.32082413235780244
C101292,Premium,X,0.21751042061578876
C101293,Premium,IV,0.30446825636515645
C101294,Mass,X,0.31749287962274886
C101295,Jóvenes,IV,0.33102188596130805
C101296,Gold,RM,0.3039236748821674
C101297,Gold,IV,0.32858995032747984
C101298,Gold,IV,0.3753352116068126
C101299,Mass,IV,0.3754821285321607
C101300,Mass,II,0.2825718320512416
C101301,Gold,V,0.32495229912883994
C101302,Mass,V,0.18264162118598803
C101303,Gold,V,0.23664974861911603
C101304,Gold,IV,0.2436367763810901
C101305,Gold,II,0.27425300916936174
C101306,Gold,IV,0.20084272936315078
C101307,Mass,X,0.2856076991032971
C101308,Mass,X,0.22697722501471718
C101309,Mass,IV,0.200312330461285
C101310,Jóvenes,VIII,0.15727408985332703
C101311,Mass,IV,0.2445860608003061
C101312,Premium,VIII,0.29757945189540413
C101313,Premium,V,0.30623866693838225
C101314,Mass,VIII,0.31362671022902355
C101315,Premium,RM,0.27175969734377253
C101316,Mass,RM,0.29765976988259335
C101317,Jóvenes,VIII,0.2669851956230103
C101318,Mass,X,0.248160920629518
C101319,Jóvenes,RM,0.20296476323201063
C101320,Gold,X,0.23438831895831458
C101321,Gold,X,0.22469910205304267
C101322,Gold,RM,0.327994233337897
C101323,Gold,V,0.2345066053213931
C101324,Mass,VIII,0.31914906973988966
C101325,Jóvenes,VIII,0.2600915322348531
C101326,Mass,V,0.3605858808197113
C101327,Mass,II,0.21350262525982122
C101328,Gold,II,0.197624199227129
C101329,Mass,V,0.3249694030551504
C101330,Mass,X,0.31092019526782927
C101331,Premium,RM,0.27492340117681674
C101332,Premium,II,0.30445705709471604
C101333,Mass,RM,0.25646464913310835
C101334,Premium,RM,0.2753926121740904
C101335,Mass,RM,0.15976611322283668
C101336,Mass,RM,0.2918872590964284
C101337,Gold,VIII,0.21899943443347925
C101338,Gold,IV,0.40858873751489955
C101339,Gold,II,0.37866462120425337
C101340,Mass,X,0.15987710198750266
C101341,Mass,II,0.2337218715448344
C101342,Mass,II,0.24874623252973435
C101343,Mass,VIII,0.21756133635372865
C101344,Premium,IV,0.2854096202822277
C101345,Mass,VIII,0.27192290276458647
C101346,Jóvenes,X,0.3416641969253978
C101347,Gold,V,0.3994681157001386
C101348,Gold,II,0.19244055279109037
C101349,Mass,II,0.3541008645037243
C101350,Mass,V,0.2535941852740999
C101351,Gold,RM,0.3141200663797331
C101352,Mass,IV,0.37089127409809014
C101353,Mass,IV,0.3119325421693447
C101354,Mass,X,0.3027833230220031
C101355,Mass,II,0.2694350328600358
C101356,Mass,II,0.34585546084153973
C101357,Gold,V,0.2549884550237984
C101358,Mass,VIII,0.32332227021929905
C101359,Gold,IV,0.328921571000956
C101360,Mass,II,0.2501726178516596
C101361,Premium,RM,0.37194617936663915
C101362,Mass,VIII,0.31536401710766326
C101363,Mass,X,0.2883236114235953
C101364,Mass,VIII,0.2757689182209085
C101365,Gold,II,0.2990797467532056
C101366,Gold,IV,0.2576470058322482
C101367,Mass,RM,0.2056020678418345
C101368,Mass,IV,0.25388871060800433
C101369,Mass,RM,0.4546951266556127
C101370,Gold,RM,0.2956018468286265
C101371,Premium,RM,0.215817020407165
C101372,Gold,IV,0.259952519511569
C101373,Mass,RM,0.27781473939815393
C101374,Mass,VIII,0.33759659362962496
C101375,Gold,V,0.2716040155315305
C101376,Mass,RM,0.2502212765769166
C101377,Mass,IV,0.2120880888482499
C101378,Gold,V,0.29540202995356085
C101379,Jóvenes,VIII,0.23872453471720012
C101380,Mass,II,0.20470089291457355
C101381,Mass,RM,0.30338469751291713
C101382,Mass,VIII,0.26101729833239934
C101383,Mass,II,0.31507025612402845
C101384,Gold,RM,0.3047612182980187
C101385,Gold,IV,0.26031544955447533
C101386,Gold,II,0.3017786195137481
C101387,Mass,V,0.38715787994285966
C101388,Mass,II,0.21556952066156332
C101389,Gold,X,0.2355416531326694
C101390,Gold,VIII,0.2877675167989288
C101391,Mass,VIII,0.30099370539989434
C101392,Mass,IV,0.3192363356975521
C101393,Jóvenes,RM,0.22893717024337204
C101394,Mass,VIII,0.33792038232075483
C101395,Premium,II,0.29649091446213144
C101396,Mass,V,0.2753650230398139
C101397,Jóvenes,II,0.1878734404951492
C101398,Mass,X,0.34173252644080715
C101399,Mass,IV,0.2299412985176243
C101400,Mass,II,0.22499630411093965
C101401,Mass,IV,0.31460303425176195
C101402,Gold,II,0.2947074159661549
C101403,Mass,II,0.2968165527306109
C101404,Premium,VIII,0.4215106484842733
C101405,Mass,RM,0.23517616842580114
C101406,Gold,RM,0.35249314631872164
C101407,Gold,X,0.3017139932220905
C101408,Premium,X,0.4282867995464087
C101409,Mass,RM,0.3070451110937116
C101410,Gold,X,0.2754327744103846
C101411,Jóvenes,II,0.27169515779618547
C101412,Mass,RM,0.2653022986991592
C101413,Mass,II,0.2275473148323412
C101414,Mass,II,0.3666259654139088
C101415,Mass,VIII,0.251568664993106
C101416,Gold,V,0.2717606289610678
C101417,Mass,V,0.2877654568939797
C101418,Gold,RM,0.30769521028210567
C101419,Premium,II,0.3236266463217639
C101420,Jóvenes,RM,0.3753962581307779
C101421,Premium,V,0.25750905390332157
C101422,Gold,V,0.30363604157868695
C101423,Jóvenes,VIII,0.18646334963914626
C101424,Jóvenes,X,0.24143016522312685
C101425,Mass,IV,0.2819423412823701
C101426,Gold,RM,0.2667298287741715
C101427,Mass,VIII,0.3492888519892434
C101428,Mass,IV,0.3146734276986062
C101429,Mass,V,0.3005020189216226
C101430,Jóvenes,RM,0.2526794966776762
C101431,Premium,X,0.27531563718529695
C101432,Mass,IV,0.3055394954847687
C101433,Jóvenes,VIII,0.4089677524402464
C101434,Mass,X,0.30572068257610846
C101435,Mass,IV,0.25186936182409636
C101436,Gold,X,0.3409686456183787
C101437,Gold,RM,0.2920250565000443
C101438,Mass,X,0.1595721214783727
C101439,Mass,IV,0.23717435890683164
C101440,Premium,X,0.28300184866270084
C101441,Mass,VIII,0.2590504870253441
C101442,Gold,II,0.2966399056312494
C101443,Gold,VIII,0.30643284842511354
C101444,Mass,IV,0.24897385452772974
C101445,Jóvenes,II,0.3313667805024162
C101446,Mass,II,0.3873886100795535
C101447,Mass,IV,0.3635436394224064
C101448,Mass,VIII,0.3091067495485936
C101449,Mass,X,0.33459867643459185
C101450,Gold,VIII,0.324356958506522
C101451,Gold,II,0.22449812628107418
C101452,Jóvenes,VIII,0.2651115063705038
C101453,Premium,RM,0.24552916183607248
C101454,Mass,V,0.2895480715983696
C101455,Mass,IV,0.3530258787863561
C101456,Gold,II,0.25028432894368735
C101457,Premium,V,0.20045564725716866
C101458,Gold,VIII,0.27448808321141255
C101459,Mass,X,0.3688378031061192
C101460,Premium,X,0.22577471061048487
C101461,Jóvenes,VIII,0.28991106786700627
C101462,Jóvenes,IV,0.19592472062996327
C101463,Gold,II,0.24115706122118383
C101464,Gold,VIII,0.24804966129350386
C101465,Jóvenes,IV,0.3557490361356121
C101466,Premium,VIII,0.2353092472802499
C101467,Mass,II,0.36686143417085787
C101468,Mass,IV,0.3577922461304551
C101469,Mass,V,0.2324705726969109
C101470,Jóvenes,V,0.31744810661393186
C101471,Mass,VIII,0.21495723714250614
C101472,Mass,V,0.31952644497963745
C101473,Jóvenes,IV,0.3608923901269145
C101474,Jóvenes,II,0.26102301123817273
C101475,Mass,VIII,0.2867603118739192
C101476,Mass,II,0.15262438942068826
C101477,Mass,IV,0.3623771976341721
C101478,Mass,VIII,0.21093005970718887
C101479,Mass,X,0.27911080207273836
C101480,Mass,VIII,0.29957905161676657
C101481,Mass,IV,0.3423198675241306
C101482,Mass,VIII,0.26525603698490163
C101483,Mass,X,0.3261084566509928
C101484,Premium,IV,0.2581438112516094
C101485,Premium,IV,0.19498846679281456
C101486,Premium,V,0.3552657208475502
C101487,Mass,IV,0.2590808628311462
C101488,Premium,V,0.24214021075376246
C101489,Mass,V,0.2477258298819859
C101490,Jóvenes,VIII,0.17834712207778336
C101491,Jóvenes,VIII,0.2963938778611337
C101492,Mass,RM,0.2128252850952974
C101493,Mass,X,0.36386267558896485
C101494,Jóvenes,II,0.2719840892659872
C101495,Mass,X,0.3465617213673807
C101496,Gold,IV,0.21380236808680353
C101497,Mass,VIII,0.253014410866921
C101498,Jóvenes,VIII,0.3364625857114508
C101499,Gold,X,0.35175421413720986
C101500,Mass,II,0.3504877724158571
C101501,Premium,II,0.30786528818861364
C101502,Mass,II,0.21023863367496834
C101503,Premium,RM,0.3358496329709312
C101504,Mass,II,0.21426378450936595
C101505,Mass,V,0.242239680796887
C101506,Mass,RM,0.3200696539576849
C101507,Mass,X,0.24228421180364004
C101508,Mass,RM,0.25317515305507077
C101509,Mass,V,0.2639656828538953
C101510,Gold,RM,0.3360363861485617
C101511,Jóvenes,RM,0.3308522653636137
C101512,Premium,RM,0.4144944026968356
C101513,Premium,V,0.31398003157815346
C101514,Mass,V,0.3424149078278796
C101515,Mass,V,0.2309341380019576
C101516,Mass,VIII,0.33604627043229
C101517,Mass,RM,0.35398800151910786
C101518,Mass,VIII,0.323628521026522
C101519,Gold,V,0.17374328099706232
C101520,Premium,X,0.18579618907383855
C101521,Mass,RM,0.24670291101418332
C101522,Mass,II,0.29258085314622223
C101523,Mass,VIII,0.22321445208350127
C101524,Mass,RM,0.30763285423595593
C101525,Gold,X,0.2681175959132372
C101526,Gold,V,0.30791747527827595
C101527,Mass,X,0.29960644260776076
C101528,Mass,X,0.23135086065276533
C101529,Gold,V,0.309999945856978
C101530,Gold,V,0.31736868131329987
C101531,Mass,V,0.24683711092245286
C101532,Mass,II,0.2727040771929832
C101533,Gold,IV,0.24577456134928313
C101534,Gold,II,0.2502973448588457
C101535,Mass,V,0.2592242590966275
C101536,Mass,II,0.32572208419381077
C101537,Mass,II,0.1749072646841216
C101538,Premium,RM,0.336775498282005
C101539,Mass,VIII,0.34832176639717083
C101540,Mass,X,0.3009679455238863
C101541,Gold,IV,0.32773389870228997
C101542,Mass,IV,0.3528697281913736
C101543,Premium,V,0.19688075950883555
C101544,Premium,V,0.21758153817429032
C101545,Mass,VIII,0.3503326399229203
C101546,Gold,X,0.33228547193529856
C101547,Gold,X,0.34053240208840424
C101548,Gold,RM,0.18907376242395466
C101549,Jóvenes,II,0.35162875280785677
C101550,Mass,VIII,0.14063018830237675
C101551,Mass,V,0.35939443128893545
C101552,Mass,IV,0.33704615740425137
C101553,Gold,RM,0.28364972708565095
C101554,Mass,II,0.20958780164730423
C101555,Mass,IV,0.3599101265082367
C101556,Mass,V,0.29892461909791146
C101557,Mass,IV,0.2369819427075823
C101558,Premium,II,0.2910368854323403
C101559,Gold,VIII,0.24679104793062412
C101560,Premium,VIII,0.24499970190911702
C101561,Premium,X,0.15331659996844524
C101562,Mass,II,0.34306412689362425
C101563,Gold,RM,0.16240714963433261
C101564,Mass,RM,0.3299247914678416
C101565,Mass,V,0.3627726442584043
C101566,Mass,RM,0.17226297918390693
C101567,Premium,V,0.32203945304611037
C101568,Premium,II,0.27942860082962134
C101569,Jóvenes,IV,0.1924713351494498
C101570,Premium,IV,0.3192923643423646
C101571,Mass,II,0.2809119440648803
C101572,Gold,V,0.31967202741253015
C101573,Mass,II,0.28368975296229004
C101574,Gold,RM,0.31252736766599204
C101575,Jóvenes,X,0.3650732486063156
C101576,Mass,II,0.24430673540669295
C101577,Gold,IV,0.26190505691237037
C101578,Jóvenes,V,0.2578084903060618
C101579,Mass,IV,0.2550219940162183
C101580,Gold,V,0.3255396193822558
C101581,Gold,V,0.2948645125543151
C101582,Premium,IV,0.2518800683668413
C101583,Mass,RM,0.21539357995063574
C101584,Premium,VIII,0.2932339492601969
C101585,Mass,VIII,0.3195480679256343
C101586,Mass,RM,0.37664295932333836
C101587,Mass,VIII,0.28844004932562417
C101588,Gold,II,0.2560422561707346
C101589,Mass,VIII,0.13735000743953493
C101590,Gold,II,0.22293104098464378
C101591,Mass,VIII,0.23036200552851122
C101592,Jóvenes,X,0.3278605182761198
C101593,Mass,IV,0.2732956942768129
C101594,Mass,VIII,0.3711416739442165
C101595,Mass,VIII,0.2704946182675023
C101596,Mass,V,0.27957843352574957
C101597,Gold,RM,0.2021278606681266
C101598,Mass,RM,0.21848476735093056
C101599,Premium,RM,0.2608447895383388
C101600,Mass,V,0.2880561503046686
C101601,Mass,VIII,0.27874981118477105
C101602,Premium,VIII,0.27558333777466604
C101603,Mass,II,0.31434277941255456
C101604,Premium,VIII,0.2514886017819597
C101605,Mass,IV,0.16884850001330087
C101606,Premium,V,0.24061592179671587
C101607,Mass,II,0.20900971194254733
C101608,Gold,X,0.2133512807148933
C101609,Mass,X,0.31827826310525964
C101610,Jóvenes,VIII,0.276708549274191
C101611,Mass,RM,0.3168176507160846
C101612,Mass,II,0.34258203430816553
C101613,Gold,VIII,0.24295668755730665
C101614,Jóvenes,X,0.25391468651475685
C101615,Mass,X,0.2523833566447092
C101616,Mass,II,0.23115518627109038
C101617,Mass,V,0.260265703966523
C101618,Mass,RM,0.29878153843555644
C101619,Mass,II,0.40036484630174507
C101620,Mass,RM,0.29658326837667126
C101621,Mass,II,0.30202931161008006
C101622,Mass,II,0.28855111333272315
C101623,Premium,II,0.35126852260449615
C101624,Gold,VIII,0.32323657043587184
C101625,Jóvenes,VIII,0.2817293668293778
C101626,Mass,VIII,0.30260327768960094
C101627,Mass,RM,0.21765634836749198
C101628,Mass,IV,0.21717176389801196
C101629,Mass,II,0.3216735315015583
C101630,Premium,V,0.1608898129142497
C101631,Mass,RM,0.3612072951784808
C101632,Mass,IV,0.176516815874524
C101633,Gold,X,0.283505268074603
C101634,Gold,RM,0.23703601943458796
C101635,Premium,VIII,0.15745171277393244
C101636,Mass,II,0.19900932132611648
C101637,Gold,V,0.2356952617448244
C101638,Gold,X,0.3434909112848473
C101639,Mass,X,0.25328062838536053
C101640,Mass,RM,0.367234832519625
C101641,Premium,V,0.28529916411164075
C101642,Mass,X,0.21955364812306033
C101643,Gold,X,0.31076077279111874
C101644,Mass,II,0.38150983610548356
C101645,Mass,IV,0.3063458445118403
C101646,Gold,VIII,0.2062526030141037
C101647,Premium,X,0.19490660766843618
C101648,Mass,RM,0.12
C101649,Gold,RM,0.3780488305794265
C101650,Gold,II,0.2614586029243581
C101651,Mass,X,0.2752238743487139
C101652,Mass,V,0.2709435603402208
C101653,Gold,X,0.2987868705787868
C101654,Gold,IV,0.280470963200811
C101655,Gold,RM,0.2834964462903159
C101656,Gold,II,0.22644621583450775
C101657,Mass,V,0.23511894781055515
C101658,Gold,II,0.3207952606010698
C101659,Gold,IV,0.23654313282514092
C101660,Mass,RM,0.34023265483966336
C101661,Jóvenes,RM,0.3300479989408078
C101662,Mass,X,0.2164112562094411
C101663,Mass,V,0.23570509424324038
C101664,Mass,X,0.3442310623623785
C101665,Mass,RM,0.25385952916757853
C101666,Mass,IV,0.3086952762168103
C101667,Mass,VIII,0.2519758218060789
C101668,Mass,RM,0.31053770237327377
C101669,Gold,RM,0.22014114179863006
C101670,Mass,V,0.18731125787878303
C101671,Mass,V,0.22700634763934568
C101672,Mass,II,0.2861284882279008
C101673,Mass,RM,0.27100819175031676
C101674,Mass,VIII,0.26105658694172174
C101675,Jóvenes,IV,0.1921652281388252
C101676,Jóvenes,VIII,0.2692968802650262
C101677,Mass,RM,0.2552912520512699
C101678,Mass,V,0.24095290546785242
C101679,Premium,X,0.30681855208639697
C101680,Mass,IV,0.3046675421949471
C101681,Premium,X,0.2590830693975135
C101682,Jóvenes,RM,0.2177444543405676
C101683,Mass,IV,0.2213721292109226
C101684,Gold,RM,0.3000493728355132
C101685,Gold,VIII,0.26135458579554754
C101686,Gold,VIII,0.2924166006159813
C101687,Mass,V,0.2712721118429092
C101688,Mass,IV,0.337611557114494
C101689,Mass,RM,0.22960437473969744
C101690,Mass,VIII,0.28851649363474935
C101691,Mass,RM,0.3174997844613896
C101692,Mass,VIII,0.28022917698903504
C101693,Mass,X,0.19977616828426056
C101694,Gold,RM,0.2753760943086573
C101695,Premium,V,0.2810057053992446
C101696,Mass,II,0.2801400480616826
C101697,Mass,RM,0.2971008111311647
C101698,Mass,IV,0.29184733494793486
C101699,Mass,IV,0.2885605876546326
C101700,Gold,IV,0.35105697378504463
C101701,Premium,IV,0.2808711113142117
C101702,Premium,X,0.32831627855916257
C101703,Gold,VIII,0.25924872011721345
C101704,Mass,X,0.34652218013595554
C101705,Mass,X,0.31691048080870193
C101706,Mass,VIII,0.29525565037946394
C101707,Gold,VIII,0.2887101295661547
C101708,Premium,RM,0.25015052827826584
C101709,Mass,V,0.24990820812207726
C101710,Mass,V,0.370681798596446
C101711,Gold,RM,0.24301004383806263
C101712,Premium,X,0.18388400020695433
C101713,Mass,VIII,0.20510616559112482
C101714,Mass,V,0.24987123645141152
C101715,Premium,IV,0.34071784765475893
C101716,Mass,IV,0.19427558696359384
C101717,Mass,X,0.36660275877381854
C101718,Mass,V,0.28517096902405425
C101719,Mass,IV,0.23729247329470093
C101720,Premium,RM,0.14744144082015043
C101721,Gold,II,0.1771362499076502
C101722,Mass,V,0.24279746782710737
C101723,Gold,V,0.2812260903126956
C101724,Gold,V,0.15238479913045738
C101725,Premium,RM,0.2898964372354693
C101726,Premium,V,0.23658080339977167
C101727,Premium,IV,0.28615326620881787
C101728,Jóvenes,II,0.3539258396892527
C101729,Premium,RM,0.379471104708915
C101730,Mass,RM,0.29495708157096157
C101731,Premium,II,0.20283959755776443
C101732,Jóvenes,VIII,0.1621478749755322
C101733,Mass,V,0.26842730211227817
C101734,Gold,VIII,0.31125899044791944
C101735,Gold,II,0.18475105552503873
C101736,Gold,VIII,0.13467590235429297
C101737,Jóvenes,V,0.2316033725479836
C101738,Premium,V,0.24759838067574536
C101739,Premium,VIII,0.30265286806222186
C101740,Mass,X,0.2734664576341423
C101741,Mass,V,0.21809390874750964
C101742,Mass,X,0.31031002864888246
C101743,Mass,RM,0.1926307461374171
C101744,Mass,X,0.2220159923472834
C101745,Gold,II,0.22043203689966948
C101746,Mass,RM,0.2687802772726442
C101747,Mass,II,0.40545770106239815
C101748,Mass,VIII,0.24866241225095428
C101749,Mass,V,0.3007639294902682
C101750,Jóvenes,VIII,0.3916836074804742
C101751,Gold,VIII,0.4091688353244386
C101752,Mass,II,0.18987400011665068
C101753,Mass,VIII,0.25874123822119877
C101754,Jóvenes,X,0.26606413478956387
C101755,Gold,V,0.21125369337167832
C101756,Gold,RM,0.2775448545906963
C101757,Premium,X,0.35673979081669094
C101758,Mass,X,0.25651336777742734
C101759,Jóvenes,RM,0.3644452263907263
C101760,Mass,IV,0.29137146399687736
C101761,Mass,IV,0.3235560529852857
C101762,Mass,RM,0.3414781033354977
C101763,Gold,V,0.40425745292895116
C101764,Mass,X,0.191512054900582
C101765,Mass,II,0.31650972658776344
C101766,Jóvenes,X,0.26524727335369325
C101767,Gold,X,0.2802037282911032
C101768,Gold,X,0.2690555547705486
C101769,Mass,VIII,0.15088126026391113
C101770,Mass,II,0.1998078249062996
C101771,Mass,II,0.23777682711813655
C101772,Gold,V,0.32413388243448926
C101773,Jóvenes,II,0.2658730472000841
C101774,Mass,VIII,0.30462895390477096
C101775,Gold,IV,0.27876236842492647
C101776,Mass,X,0.2792600312406121
C101777,Premium,RM,0.18798751466059105
C101778,Mass,VIII,0.3490377403495741
C101779,Mass,IV,0.2821456432399612
C101780,Premium,II,0.306206833713704
C101781,Mass,X,0.21376333855760507
C101782,Mass,RM,0.26617780835578214
C101783,Gold,V,0.2599342437507627
C101784,Gold,X,0.275034889493405
C101785,Premium,IV,0.33845268665379075
C101786,Mass,V,0.2500834363380636
C101787,Gold,RM,0.3076674595697958
C101788,Mass,VIII,0.31576484456161286
C101789,Mass,RM,0.3210323924705919
C101790,Gold,VIII,0.197490003340777
C101791,Mass,II,0.3751489485267771
C101792,Premium,X,0.2749265235667698
C101793,Gold,VIII,0.1832305036989862
C101794,Gold,II,0.20224426954471442
C101795,Gold,II,0.19911709667500888
C101796,Gold,VIII,0.22408197888082357
C101797,Mass,II,0.28738883297598317
C101798,Mass,X,0.21793810437543815
C101799,Mass,IV,0.32202108501453425
C101800,Premium,IV,0.19577781685880197
C101801,Premium,V,0.25900406552228067
C101802,Gold,RM,0.34942003618979167
C101803,Mass,V,0.32672552658305604
C101804,Mass,IV,0.26222596297797235
C101805,Gold,IV,0.2714826670121619
C101806,Premium,X,0.26498556367776666
C101807,Mass,IV,0.21358234298959736
C101808,Jóvenes,RM,0.36816175317166694
C101809,Mass,V,0.21101524663542293
C101810,Jóvenes,II,0.3148594381879205
C101811,Gold,RM,0.13419391429401578
C101812,Premium,IV,0.3616483426677218
C101813,Mass,VIII,0.21252097653785257
C101814,Gold,X,0.17316969074849928
C101815,Mass,IV,0.23407752990039662
C101816,Mass,VIII,0.2610310268259393
C101817,Gold,X,0.2877591590614729
C101818,Mass,V,0.2636344208334063
C101819,Premium,RM,0.2856977705860736
C101820,Mass,V,0.34836788065082036
C101821,Mass,IV,0.3843947919513541
C101822,Jóvenes,II,0.1497400790415289
C101823,Gold,X,0.22895122321632225
C101824,Mass,V,0.30621035733810925
C101825,Premium,RM,0.23016348471076578
C101826,Gold,VIII,0.39293191597021154
C101827,Mass,V,0.3300976016650281
C101828,Jóvenes,X,0.31681934884466517
C101829,Premium,V,0.2724805368976753
C101830,Gold,VIII,0.3346895747485744
C101831,Premium,IV,0.3263840973919517
C101832,Mass,V,0.3036046885190237
C101833,Gold,IV,0.3586763048475319
C101834,Premium,X,0.31608854948806026
C101835,Jóvenes,RM,0.2087411273223566
C101836,Gold,RM,0.21735844427973808
C101837,Gold,VIII,0.3309444307007316
C101838,Mass,V,0.27256346055906766
C101839,Mass,V,0.2800766807571506
C101840,Gold,RM,0.2434752868188868
C101841,Mass,IV,0.3500052579217361
C101842,Mass,IV,0.2685395637241793
C101843,Mass,RM,0.31211119279844785
C101844,Mass,V,0.2792254180217903
C101845,Gold,VIII,0.2377458782636424
C101846,Jóvenes,RM,0.2815904334353421
C101847,Premium,V,0.2748007263838023
C101848,Premium,V,0.27556733549572343
C101849,Mass,V,0.3066949471376852
C101850,Gold,X,0.20883852676796347
C101851,Mass,II,0.2236570481386304
C101852,Gold,X,0.2895281500099232
C101853,Mass,X,0.28148518719104587
C101854,Gold,IV,0.25396585195786286
C101855,Jóvenes,RM,0.24094826212540038
C101856,Gold,V,0.3270504130758021
C101857,Jóvenes,X,0.20378511852908754
C101858,Mass,II,0.20143449693061521
C101859,Mass,VIII,0.3336149687717214
C101860,Gold,II,0.19964982955727556
C101861,Gold,V,0.34303238545762005
C101862,Mass,X,0.31799099886878585
C101863,Premium,V,0.30597179402036323
C101864,Premium,X,0.2921369755947142
C101865,Jóvenes,V,0.28317769772119034
C101866,Premium,IV,0.3292580395222041
C101867,Gold,IV,0.351823509354074
C101868,Gold,II,0.16019596590806803
C101869,Gold,X,0.28073434806010905
C101870,Gold,II,0.23288627128672298
C101871,Mass,IV,0.3378492853437021
C101872,Mass,VIII,0.27536391751878386
C101873,Jóvenes,VIII,0.2725142964429346
C101874,Mass,VIII,0.19554037572346727
C101875,Mass,X,0.2618877370089022
C101876,Mass,VIII,0.36813435152210605
C101877,Jóvenes,RM,0.3231786050211237
C101878,Mass,VIII,0.22772696765335354
C101879,Mass,V,0.3282984420688721
C101880,Mass,V,0.27081581695800155
C101881,Jóvenes,IV,0.32123930745556234
C101882,Gold,X,0.32431604808271397
C101883,Gold,X,0.3874639967333926
C101884,Mass,IV,0.2686998314084381
C101885,Premium,V,0.2747179111916769
C101886,Mass,II,0.24449903734492262
C101887,Premium,II,0.2554113200380662
C101888,Jóvenes,II,0.30436306358809995
C101889,Mass,X,0.24316091890158872
C101890,Gold,RM,0.22605952711978405
C101891,Mass,RM,0.3383553297278729
C101892,Gold,V,0.37038674671976746
C101893,Mass,RM,0.34332125197405716
C101894,Premium,RM,0.3850374366598996
C101895,Premium,V,0.2926644996880542
C101896,Premium,X,0.3851225152053772
C101897,Gold,V,0.28352870981405925
C101898,Mass,II,0.15993565034513707
C101899,Gold,IV,0.30331151821045205
C101900,Mass,II,0.253034213622201
C101901,Gold,RM,0.3075439923203808
C101902,Premium,RM,0.2621462386283391
C101903,Mass,X,0.22802294715243604
C101904,Mass,X,0.2752564024032609
C101905,Premium,II,0.3139975097665725
C101906,Jóvenes,V,0.3488943127435231
C101907,Premium,IV,0.2478994477056075
C101908,Mass,VIII,0.29408944428113354
C101909,Gold,V,0.23594261734351052
C101910,Mass,RM,0.2422715326118664
C101911,Mass,IV,0.28076468250078923
C101912,Jóvenes,IV,0.2910979980419665
C101913,Mass,X,0.2357732833316516
C101914,Mass,RM,0.3703834129575296
C101915,Mass,RM,0.24213137846424948
C101916,Premium,V,0.26226840000282425
C101917,Mass,II,0.3791388842349449
C101918,Gold,X,0.15928590569516565
C101919,Jóvenes,X,0.298875712745481
C101920,Mass,RM,0.25458489406342544
C101921,Jóvenes,X,0.24507967858911778
C101922,Jóvenes,RM,0.26297943435225274
C101923,Mass,IV,0.14869947455110985
C101924,Gold,IV,0.19257199628828808
C101925,Gold,V,0.2470056070255946
C101926,Gold,V,0.28543070271160015
C101927,Mass,RM,0.24862432256859265
C101928,Gold,IV,0.2747242504051454
C101929,Mass,X,0.20772340464641753
C101930,Mass,II,0.21787730421381662
C101931,Gold,VIII,0.17750168620276097
C101932,Gold,X,0.20991903594669514
C101933,Gold,II,0.2680300209921307
C101934,Premium,X,0.36493477262806784
C101935,Premium,X,0.2798545969330861
C101936,Gold,X,0.23387377538757634
C101937,Mass,II,0.3739371340911184
C101938,Premium,X,0.3377961316831621
C101939,Gold,V,0.33959668021603884
C101940,Mass,V,0.21267406139392192
C101941,Gold,II,0.31699533806650737
C101942,Mass,RM,0.28992671318016083
C101943,Mass,V,0.38404491000703705
C101944,Gold,II,0.20306603911793705
C101945,Mass,V,0.2635308834767533
C101946,Mass,VIII,0.289529267393372
C101947,Jóvenes,V,0.3604182294029434
C101948,Jóvenes,V,0.3180852461324211
C101949,Mass,V,0.3474504530359845
C101950,Gold,V,0.23047011527419692
C101951,Mass,RM,0.258573797081645
