id_cliente,segmento,r_opt,e_opt,y_opt,ingreso_opt,el_opt,cost_opt,utilidad_opt
C00007137,MASS,0.6,2236823.0,1342093.8,1342093.8,16709.371470636845,4349.365609648205,1321035.062919715
C00007138,MASS,0.6,2411289.0,1446773.4,1446773.4,779.9908952215193,5992.0744054975785,1440001.3346992808
C00007139,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,14713.25252073301,-14713.25252073301
C00007140,MASS,0.6,721879.0,433127.4,433127.4,6273.045440144424,2046.90024757432,424807.4543122813
C00007141,MASS,0.1,0.0,0.0,0.0,0.0,2084.303299545234,-2084.303299545234
C00007142,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,7600.326960272285,-7600.326960272285
C00007143,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11936.733775988345,-11936.733775988345
C00007144,MASS,0.1,0.0,0.0,0.0,0.0,5683.429066246293,-5683.429066246293
C00007145,AFFLUENT,0.1,0.0,0.0,0.0,0.0,9649.190816354669,-9649.190816354669
C00007146,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,12414.63919876785,-12414.63919876785
C00007147,MASS,0.1,0.0,0.0,0.0,0.0,6070.984349146735,-6070.984349146735
C00007148,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8035.620202241376,-8035.620202241376
C00007149,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,4563.390019198996,-4563.390019198996
C00007150,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11624.270163075184,-11624.270163075184
C00007151,MASS_AFFLUENT,0.6,2031249.0,1218749.4,1218749.4,22437.957292696778,4948.499194008556,1191362.943513295
C00007152,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,5892.787445533036,-5892.787445533036
C00007153,PYME,0.1,0.0,0.0,0.0,0.0,12308.841963330106,-12308.841963330106
C00007154,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,5921.559552886531,-5921.559552886531
C00007155,AFFLUENT,0.1,0.0,0.0,0.0,0.0,9410.781967336983,-9410.781967336983
C00007156,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,10592.500309090405,-10592.500309090405
C00007157,AFFLUENT,0.1,0.0,0.0,0.0,0.0,10949.27199545688,-10949.27199545688
C00007158,PYME,0.1,0.0,0.0,0.0,0.0,11605.02174935918,-11605.02174935918
C00007159,MASS,0.1,0.0,0.0,0.0,0.0,8365.008382361322,-8365.008382361322
C00007160,MASS,0.1,0.0,0.0,0.0,0.0,4673.386565877095,-4673.386565877095
C00007161,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8514.162664051852,-8514.162664051852
C00007162,MASS,0.6,1557281.0,934368.6,934368.6,18838.737201344476,4122.337284398201,911407.5255142573
C00007163,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,7592.498433289319,-7592.498433289319
C00007164,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,7477.668204944175,-7477.668204944175
C00007165,PYME,0.1,0.0,0.0,0.0,0.0,13511.048841935331,-13511.048841935331
C00007166,MASS,0.1,0.0,0.0,0.0,0.0,6588.201717932911,-6588.201717932911
C00007167,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,4716.459227923434,-4716.459227923434
C00007168,MASS,0.1,0.0,0.0,0.0,0.0,9017.92116538833,-9017.92116538833
C00007169,MASS,0.1,0.0,0.0,0.0,0.0,2986.104771069174,-2986.104771069174
C00007170,MASS,0.6,864342.0,518605.2,518605.2,6925.373094581981,2051.9281510254823,509627.8987543926
C00007171,MASS,0.1,0.0,0.0,0.0,0.0,6907.839511369297,-6907.839511369297
C00007172,MASS,0.6,2029572.0,1217743.2,1217743.2,28077.19154050912,4741.388819018364,1184924.6196404726
C00007173,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,9842.371562186136,-9842.371562186136
C00007174,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,9762.809610045537,-9762.809610045537
C00007175,MASS,0.1,0.0,0.0,0.0,0.0,5851.864750426649,-5851.864750426649
C00007176,MASS,0.1,0.0,0.0,0.0,0.0,5086.346556169529,-5086.346556169529
C00007177,MASS,0.6,1787299.0,1072379.4,1072379.4,12505.889556828575,4235.955952049481,1055637.5544911218
C00007178,PYME,0.1,0.0,0.0,0.0,0.0,15860.429434905718,-15860.429434905718
C00007179,PYME,0.1,0.0,0.0,0.0,0.0,12112.8610968782,-12112.8610968782
C00007180,MASS,0.1,0.0,0.0,0.0,0.0,4528.109545761861,-4528.109545761861
C00007181,MASS,0.6,1718815.0,1031289.0,1031289.0,18469.327123050665,4171.92883336369,1008647.7440435856
C00007182,MASS,0.1,0.0,0.0,0.0,0.0,2335.415429238425,-2335.415429238425
C00007183,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,23839.346158069173,-23839.346158069173
C00007184,MASS,0.1,0.0,0.0,0.0,0.0,4606.708853333339,-4606.708853333339
C00007185,MASS,0.6,1515869.0,909521.4,909521.4,16091.799555433456,3051.8473014126625,890377.7531431539
C00007186,MASS,0.6,1188690.0,713214.0,713214.0,6674.235419173267,2456.0895721491124,704083.6750086776
C00007187,MASS,0.6,1703300.0,1021980.0,1021980.0,15212.429018619636,4654.846669092033,1002112.7243122885
C00007188,MASS,0.1,0.0,0.0,0.0,0.0,4698.949430875844,-4698.949430875844
C00007189,MASS,0.1,0.0,0.0,0.0,0.0,4345.741708848778,-4345.741708848778
C00007190,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,4669.563631415041,-4669.563631415041
C00007191,MASS,0.6,1743806.0,1046283.6,1046283.6,20940.7212506636,4334.342846913233,1021008.5359024232
C00007192,MASS,0.1,0.0,0.0,0.0,0.0,2591.0654147534988,-2591.0654147534988
C00007193,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,4524.314206779177,-4524.314206779177
C00007194,MASS,0.6,1184739.0,710843.4,710843.4,4881.368482870071,2711.29611500064,703250.7354021294
C00007195,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,6474.801438366604,-6474.801438366604
C00007196,PYME,0.1,0.0,0.0,0.0,0.0,10885.258644503016,-10885.258644503016
C00007197,MASS,0.1,0.0,0.0,0.0,0.0,8216.774903899113,-8216.774903899113
C00007198,AFFLUENT,0.1,0.0,0.0,0.0,0.0,9877.136251253642,-9877.136251253642
C00007199,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,9485.04726586088,-9485.04726586088
C00007200,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8678.673914242325,-8678.673914242325
C00007201,MASS,0.6,1832354.0,1099412.4,1099412.4,336.6961662334906,4733.365558232234,1094342.338275534
C00007202,MASS,0.6,1952034.0,1171220.4,1171220.4,757.2038914855474,5827.163579524105,1164636.0325289902
C00007203,MASS,0.1,0.0,0.0,0.0,0.0,5683.429066246293,-5683.429066246293
C00007204,PYME,0.1,0.0,0.0,0.0,0.0,13730.938133287676,-13730.938133287676
C00007205,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,9860.609234992642,-9860.609234992642
C00007206,MASS,0.6,1467115.0,880269.0,880269.0,10109.632797017506,3069.791017730551,867089.5761852519
C00007207,MASS,0.1,0.0,0.0,0.0,0.0,5908.545327988092,-5908.545327988092
C00007208,MASS,0.1,0.0,0.0,0.0,0.0,2136.410821964831,-2136.410821964831
C00007209,MASS,0.1,0.0,0.0,0.0,0.0,4758.922985178437,-4758.922985178437
C00007210,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8283.380542763553,-8283.380542763553
C00007211,MASS,0.6,1915876.0,1149525.6,1149525.6,5698.428411361075,4821.044271861195,1139006.1273167778
C00007212,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8967.328207026965,-8967.328207026965
C00007213,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,5974.169193997022,-5974.169193997022
C00007214,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11892.321801689875,-11892.321801689875
C00007215,AFFLUENT,0.1,0.0,0.0,0.0,0.0,16871.31999951575,-16871.31999951575
C00007216,MASS,0.6,1935413.0,1161247.8,1161247.8,25803.545894987587,4395.35187330085,1131048.9022317117
C00007217,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8689.589729647038,-8689.589729647038
C00007218,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11770.497907537763,-11770.497907537763
C00007219,MASS,0.6,2505948.0,1503568.8,1503568.8,21624.6106397926,6087.304950640128,1475856.884409567
C00007220,MASS,0.1,0.0,0.0,0.0,0.0,4327.339497616683,-4327.339497616683
C00007221,MASS,0.1,0.0,0.0,0.0,0.0,4142.672707676559,-4142.672707676559
C00007222,MASS,0.1,0.0,0.0,0.0,0.0,6161.554974504159,-6161.554974504159
C00007223,MASS,0.6,1925514.0,1155308.4,1155308.4,14421.47367012332,3554.607729315729,1137332.3186005608
C00007224,MASS,0.1,0.0,0.0,0.0,0.0,3984.78547966147,-3984.78547966147
C00007225,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,6120.243395308493,-6120.243395308493
C00007226,MASS,0.1,0.0,0.0,0.0,0.0,4093.7227201677865,-4093.7227201677865
C00007227,MASS,0.6,784367.0,470620.2,470620.2,4732.193836578532,2119.029253312544,463768.9769101089
C00007228,MASS,0.6,1451725.0,871035.0,871035.0,8610.897000878698,4262.55920551008,858161.5437936112
C00007229,MASS,0.6,1553810.0,932286.0,932286.0,22333.77001375753,3573.2651438576936,906378.9648423848
C00007230,PYME,0.1,0.0,0.0,0.0,0.0,13258.667115441582,-13258.667115441582
C00007231,MASS,0.1,0.0,0.0,0.0,0.0,1907.6478301500288,-1907.6478301500288
C00007232,MASS,0.1,0.0,0.0,0.0,0.0,4861.349649476087,-4861.349649476087
C00007233,MASS,0.6,1772065.0,1063239.0,1063239.0,16663.673891619732,4323.222867562625,1042252.1032408176
C00007234,MASS,0.1,0.0,0.0,0.0,0.0,3814.428305997106,-3814.428305997106
C00007235,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11088.365432789587,-11088.365432789587
C00007236,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8664.043786857053,-8664.043786857053
C00007237,MASS,0.1,0.0,0.0,0.0,0.0,4563.390019198996,-4563.390019198996
C00007238,MASS_AFFLUENT,0.6,1365025.0,819015.0,819015.0,9746.962262149142,2741.799097462924,806526.2386403879
C00007239,MASS,0.1,0.0,0.0,0.0,0.0,2204.27239330317,-2204.27239330317
C00007240,AFFLUENT,0.1,0.0,0.0,0.0,0.0,8323.264944202454,-8323.264944202454
C00007241,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11156.504964086096,-11156.504964086096
C00007242,MASS,0.6,2162829.0,1297697.4,1297697.4,358.0650362752818,4641.2657600216735,1292698.069203703
C00007243,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11799.89963448863,-11799.89963448863
C00007244,AFFLUENT,0.1,0.0,0.0,0.0,0.0,8502.466230824426,-8502.466230824426
C00007245,MASS,0.1,0.0,0.0,0.0,0.0,6542.859615141576,-6542.859615141576
C00007246,PYME,0.1,0.0,0.0,0.0,0.0,13284.341272808975,-13284.341272808975
C00007247,AFFLUENT,0.1,0.0,0.0,0.0,0.0,13379.308845385302,-13379.308845385302
C00007248,MASS,0.1,0.0,0.0,0.0,0.0,4235.955952049481,-4235.955952049481
C00007249,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,4534.522387250127,-4534.522387250127
C00007250,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11997.772074515262,-11997.772074515262
C00007251,MASS,0.6,1244200.0,746520.0,746520.0,8630.43135114532,2552.6082578643127,735336.9603909904
C00007252,MASS,0.6,1768212.0,1060927.2,1060927.2,20484.31860245037,4261.799325916349,1036181.0820716332
C00007253,AFFLUENT,0.1,0.0,0.0,0.0,0.0,8333.485952734,-8333.485952734
C00007254,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,6622.37938557439,-6622.37938557439
C00007255,MASS,0.6,647949.0,388769.4,388769.4,2962.6762700646505,2046.5606692625072,383760.1630606729
C00007256,MASS,0.1,0.0,0.0,0.0,0.0,8568.712807531972,-8568.712807531972
C00007257,MASS,0.1,0.0,0.0,0.0,0.0,2405.349278860834,-2405.349278860834
C00007258,PYME,0.1,0.0,0.0,0.0,0.0,14868.120181243565,-14868.120181243565
C00007259,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,4409.479014723936,-4409.479014723936
C00007260,MASS,0.6,1780990.0,1068594.0,1068594.0,7128.765320542496,4010.483343223357,1057454.7513362342
C00007261,AFFLUENT,0.1,0.0,0.0,0.0,0.0,16492.3659145163,-16492.3659145163
C00007262,AFFLUENT,0.1,0.0,0.0,0.0,0.0,12152.103537991414,-12152.103537991414
C00007263,MASS,0.1,0.0,0.0,0.0,0.0,6199.633867117272,-6199.633867117272
C00007264,MASS,0.6,1652451.0,991470.6,991470.6,19959.601585716628,4204.224829171251,967306.773585112
C00007265,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8967.328207026965,-8967.328207026965
C00007266,MASS,0.1,0.0,0.0,0.0,0.0,6337.748487520711,-6337.748487520711
C00007267,MASS,0.1,0.0,0.0,0.0,0.0,9577.500313599958,-9577.500313599958
C00007268,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,5944.680192730238,-5944.680192730238
C00007269,PYME,0.1,0.0,0.0,0.0,0.0,4327.879619144429,-4327.879619144429
C00007270,MASS,0.6,1882796.0,1129677.6,1129677.6,13467.314295387336,4625.746872396251,1111584.5388322163
C00007271,AFFLUENT,0.1,0.0,0.0,0.0,0.0,11106.155930968913,-11106.155930968913
C00007272,PYME,0.1,0.0,0.0,0.0,0.0,2088.281432954773,-2088.281432954773
C00007273,MASS,0.1,0.0,0.0,0.0,0.0,7948.283517860234,-7948.283517860234
C00007274,MASS,0.6,1018289.0,610973.4,610973.4,7625.641212260029,2453.803801212284,600893.9549865277
C00007275,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8611.3543581255,-8611.3543581255
C00007276,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,12446.959384925114,-12446.959384925114
C00007277,MASS,0.6,1663026.0,997815.6,997815.6,12822.043307398511,4276.353834909476,980717.202857692
C00007278,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,12955.489782192775,-12955.489782192775
C00007279,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,12152.103537991414,-12152.103537991414
C00007280,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,13284.341272808975,-13284.341272808975
C00007281,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8272.592571473688,-8272.592571473688
C00007282,MASS,0.1,0.0,0.0,0.0,0.0,7362.292552351561,-7362.292552351561
C00007283,MASS,0.6,2175043.0,1305025.8,1305025.8,11683.01678608803,4655.630596741501,1288687.1526171705
C00007284,MASS,0.1,0.0,0.0,0.0,0.0,3955.925823657772,-3955.925823657772
C00007285,PYME,0.1,0.0,0.0,0.0,0.0,11580.766418860036,-11580.766418860036
C00007286,PYME,0.1,0.0,0.0,0.0,0.0,8351.166816342617,-8351.166816342617
C00007287,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11274.124643174906,-11274.124643174906
C00007288,MASS,0.6,1556892.0,934135.2,934135.2,16603.34147436366,4093.7227201677865,913438.1358054684
C00007289,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,5862.600338942682,-5862.600338942682
C00007290,MASS,0.6,1403281.0,841968.6,841968.6,257.6990733362699,2751.924123727534,838958.9768029362
C00007291,MASS,0.6,1008285.0,604971.0,604971.0,8860.95494727323,2021.9609382833955,594088.0841144434
C00007292,MASS,0.6,2527305.0,1516383.0,1516383.0,36271.996957233016,5228.365216483964,1474882.637826283
C00007293,AFFLUENT,0.1,0.0,0.0,0.0,0.0,12033.60147478759,-12033.60147478759
C00007294,MASS,0.6,1590955.0,954573.0,954573.0,24252.63543000734,4004.626325460716,926315.738244532
C00007295,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11656.864007276428,-11656.864007276428
C00007296,PYME,0.1,0.0,0.0,0.0,0.0,3257.270478972652,-3257.270478972652
C00007297,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,13021.273982727153,-13021.273982727153
C00007298,MASS,0.6,825266.0,495159.6,495159.6,4041.852431318282,1773.3639293909655,489344.3836392908
C00007299,PYME,0.1,0.0,0.0,0.0,0.0,17949.460446436366,-17949.460446436366
C00007300,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11749.792886387077,-11749.792886387077
C00007301,MASS,0.6,2184768.0,1310860.8,1310860.8,7732.318240320134,4735.182037787014,1298393.299721893
C00007302,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,10969.891167998176,-10969.891167998176
C00007303,AFFLUENT,0.1,0.0,0.0,0.0,0.0,10571.577311779598,-10571.577311779598
C00007304,MASS,0.6,1018560.0,611136.0,611136.0,12295.859943376689,2638.7453824108006,596201.3946742126
C00007305,MASS,0.1,0.0,0.0,0.0,0.0,8522.350425243558,-8522.350425243558
C00007306,MASS,0.6,1040239.0,624143.4,624143.4,483.9282202722729,2749.0183592709536,620910.4534204568
C00007307,MASS,0.6,1584109.0,950465.4,950465.4,17193.280139197836,4222.247743035205,929049.872117767
C00007308,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,12482.363453958747,-12482.363453958747
C00007309,MASS,0.6,1925162.0,1155097.2,1155097.2,17531.380799850802,3506.7889919955005,1134059.0302081537
C00007310,MASS,0.6,3536509.0,2121905.4,2121905.4,1913.0574618422409,9103.679387665188,2110888.6631504926
C00007311,MASS,0.6,1926945.0,1156167.0,1156167.0,10809.489010069232,4752.109690884186,1140605.4012990466
C00007312,MASS,0.1,0.0,0.0,0.0,0.0,8713.760363742671,-8713.760363742671
C00007313,MASS,0.1,0.0,0.0,0.0,0.0,6466.7555841821695,-6466.7555841821695
C00007314,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,6101.662137785243,-6101.662137785243
C00007315,MASS,0.6,1303655.0,782193.0,782193.0,13762.557753134452,2819.4118216586094,765611.030425207
C00007316,MASS,0.1,0.0,0.0,0.0,0.0,5741.405357247242,-5741.405357247242
C00007317,AFFLUENT,0.1,0.0,0.0,0.0,0.0,11997.426583907783,-11997.426583907783
C00007318,PYME,0.1,0.0,0.0,0.0,0.0,8209.378853349588,-8209.378853349588
C00007319,MASS,0.1,0.0,0.0,0.0,0.0,5841.825124774141,-5841.825124774141
C00007320,MASS,0.1,0.0,0.0,0.0,0.0,3984.78547966147,-3984.78547966147
C00007321,MASS,0.1,0.0,0.0,0.0,0.0,4778.450616163143,-4778.450616163143
C00007322,MASS,0.1,0.0,0.0,0.0,0.0,5826.94122867395,-5826.94122867395
C00007323,MASS,0.6,934091.0,560454.6,560454.6,8889.090663833642,2148.6617059866608,549416.8476301797
C00007324,PYME,0.1,0.0,0.0,0.0,0.0,7394.487472423155,-7394.487472423155
C00007325,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8784.789438782751,-8784.789438782751
C00007326,MASS,0.1,0.0,0.0,0.0,0.0,6577.575807423033,-6577.575807423033
C00007327,PYME,0.1,0.0,0.0,0.0,0.0,8429.52190803184,-8429.52190803184
C00007328,MASS,0.6,1659968.0,995980.8,995980.8,622.0169870874622,4649.148241475859,990709.6347714368
C00007329,MASS,0.1,0.0,0.0,0.0,0.0,5784.724191381585,-5784.724191381585
C00007330,MASS,0.1,0.0,0.0,0.0,0.0,6163.187381005467,-6163.187381005467
C00007331,MASS,0.6,1611736.0,967041.6,967041.6,17668.66460067283,4538.554981187398,944834.3804181396
C00007332,AFFLUENT,0.1,0.0,0.0,0.0,0.0,11641.740102285848,-11641.740102285848
C00007333,MASS,0.1,0.0,0.0,0.0,0.0,9216.55689005448,-9216.55689005448
C00007334,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,6443.014636790747,-6443.014636790747
C00007335,MASS,0.6,1501425.0,900855.0,900855.0,13899.579476136125,3463.303226167769,883492.1172976961
C00007336,PYME,0.1,0.0,0.0,0.0,0.0,7317.389681478653,-7317.389681478653
C00007337,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,5813.03643810102,-5813.03643810102
C00007338,MASS,0.1,0.0,0.0,0.0,0.0,7922.680941087878,-7922.680941087878
C00007339,MASS,0.1,0.0,0.0,0.0,0.0,6534.013382276793,-6534.013382276793
C00007340,PYME,0.1,0.0,0.0,0.0,0.0,11719.868574051532,-11719.868574051532
C00007341,MASS,0.1,0.0,0.0,0.0,0.0,4692.96500049465,-4692.96500049465
C00007342,MASS,0.1,0.0,0.0,0.0,0.0,9208.49723588857,-9208.49723588857
C00007343,AFFLUENT,0.1,0.0,0.0,0.0,0.0,11666.771298229896,-11666.771298229896
C00007344,MASS,0.6,1788826.0,1073295.6,1073295.6,14579.56125382461,3856.5377088345786,1054859.5010373408
C00007345,MASS,0.6,2505556.0,1503333.6,1503333.6,18228.527134583237,5302.266696974672,1479802.806168442
C00007346,MASS,0.6,2788596.0,1673157.6,1673157.6,34918.18757262991,6399.62302493696,1631839.7894024332
C00007347,MASS,0.1,0.0,0.0,0.0,0.0,8597.562946281014,-8597.562946281014
C00007348,MASS,0.1,0.0,0.0,0.0,0.0,2136.543030859092,-2136.543030859092
C00007349,MASS,0.6,2001317.0,1200790.2,1200790.2,27547.112836100736,4375.064866542031,1168868.0222973572
C00007350,MASS,0.1,0.0,0.0,0.0,0.0,8089.97562035735,-8089.97562035735
C00007351,MASS,0.6,960225.0,576135.0,576135.0,4028.070784669619,2113.3684407499936,569993.5607745803
C00007352,MASS,0.1,0.0,0.0,0.0,0.0,6051.850299683914,-6051.850299683914
C00007353,PYME,0.1,0.0,0.0,0.0,0.0,9027.517304624467,-9027.517304624467
C00007354,MASS_AFFLUENT,0.6,1928859.0,1157315.4,1157315.4,20219.64859479057,6032.286430689261,1131063.46497452
C00007355,MASS,0.1,0.0,0.0,0.0,0.0,7869.925256289685,-7869.925256289685
C00007356,MASS,0.6,1852014.0,1111208.4,1111208.4,26137.54222632961,4393.843180064569,1080677.0145936057
C00007357,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,6466.7555841821695,-6466.7555841821695
C00007358,MASS,0.1,0.0,0.0,0.0,0.0,4523.065891816648,-4523.065891816648
C00007359,MASS,0.1,0.0,0.0,0.0,0.0,8931.298124882358,-8931.298124882358
C00007360,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,9614.535757122962,-9614.535757122962
C00007361,MASS,0.1,0.0,0.0,0.0,0.0,2129.977345147124,-2129.977345147124
C00007362,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,6401.131718173241,-6401.131718173241
C00007363,AFFLUENT,0.1,0.0,0.0,0.0,0.0,1664.5290591077826,-1664.5290591077826
C00007364,AFFLUENT,0.1,0.0,0.0,0.0,0.0,10272.724284131353,-10272.724284131353
C00007365,MASS,0.1,0.0,0.0,0.0,0.0,5062.935209530867,-5062.935209530867
C00007366,MASS,0.6,2807869.0,1684721.4,1684721.4,26435.54051629896,7605.15226407913,1650680.707219622
C00007367,MASS,0.6,1833665.0,1100199.0,1100199.0,5402.487217459816,3731.7395266751455,1091064.773255865
C00007368,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,15915.629803954254,-15915.629803954254
C00007369,PYME,0.1,0.0,0.0,0.0,0.0,8468.437299165456,-8468.437299165456
C00007370,PYME,0.1,0.0,0.0,0.0,0.0,8834.360363581896,-8834.360363581896
C00007371,MASS,0.1,0.0,0.0,0.0,0.0,3984.78547966147,-3984.78547966147
C00007372,AFFLUENT,0.1,0.0,0.0,0.0,0.0,7798.499576008241,-7798.499576008241
C00007373,MASS,0.6,1789041.0,1073424.6,1073424.6,15723.159261295588,4395.35187330085,1053306.0888654036
C00007374,AFFLUENT,0.1,0.0,0.0,0.0,0.0,12155.4343493361,-12155.4343493361
C00007375,MASS,0.6,2169389.0,1301633.4,1301633.4,22978.78020513573,5870.209807050079,1272784.409987814
C00007376,MASS,0.6,1569120.0,941472.0,941472.0,8734.648654726321,4091.66029400575,928645.691051268
C00007377,MASS,0.6,1948075.0,1168845.0,1168845.0,11152.804148441346,4190.235691733967,1153501.9601598247
C00007378,PYME,0.1,0.0,0.0,0.0,0.0,11229.967364427252,-11229.967364427252
C00007379,MASS,0.1,0.0,0.0,0.0,0.0,5865.374708497841,-5865.374708497841
C00007380,MASS,0.1,0.0,0.0,0.0,0.0,5784.724191381585,-5784.724191381585
C00007381,MASS,0.1,0.0,0.0,0.0,0.0,4395.0122949890365,-4395.0122949890365
C00007382,MASS,0.6,1232642.0,739585.2,739585.2,8575.521248942458,2358.1262240607552,728651.5525269967
C00007383,PYME,0.1,0.0,0.0,0.0,0.0,2010.7567236628809,-2010.7567236628809
C00007384,MASS,0.6,1622090.0,973254.0,973254.0,13798.040703814728,3499.3610709638097,955956.5982252216
C00007385,MASS,0.6,2447580.0,1468548.0,1468548.0,25775.358637711102,4423.945525220195,1438348.6958370686
C00007386,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8232.249162422273,-8232.249162422273
C00007387,MASS,0.6,785152.0,471091.2,471091.2,3933.847440605409,1961.1420252974583,465196.2105340972
C00007388,MASS,0.1,0.0,0.0,0.0,0.0,9090.594236874796,-9090.594236874796
C00007389,MASS,0.6,2187111.0,1312266.6,1312266.6,440.15892722042105,4217.475856684971,1307608.9652160946
C00007390,MASS,0.6,805777.0,483466.2,483466.2,3877.744812769672,2263.7449667920496,477324.7102204383
C00007391,MASS,0.1,0.0,0.0,0.0,0.0,10088.616368836603,-10088.616368836603
C00007392,MASS,0.1,0.0,0.0,0.0,0.0,4599.034949522504,-4599.034949522504
C00007393,MASS,0.1,0.0,0.0,0.0,0.0,4777.725437726853,-4777.725437726853
C00007394,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,6317.851186689657,-6317.851186689657
C00007395,AFFLUENT,0.1,0.0,0.0,0.0,0.0,9054.392483358535,-9054.392483358535
C00007396,AFFLUENT,0.1,0.0,0.0,0.0,0.0,12353.423356820447,-12353.423356820447
C00007397,MASS,0.6,2903300.0,1741980.0,1741980.0,732.8725516458568,6163.187381005467,1735083.9400673488
C00007398,MASS,0.6,2366649.0,1419989.4,1419989.4,15700.98266461661,4770.466199691367,1399517.951135692
C00007399,PYME,0.1,0.0,0.0,0.0,0.0,12952.12936520816,-12952.12936520816
C00007400,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,2426.7351015009426,-2426.7351015009426
C00007401,MASS,0.1,0.0,0.0,0.0,0.0,3756.775005256522,-3756.775005256522
C00007402,MASS,0.6,1673366.0,1004019.6,1004019.6,6592.998512636804,4538.104405728484,992888.4970816348
C00007403,MASS,0.1,0.0,0.0,0.0,0.0,6287.374158649588,-6287.374158649588
C00007404,MASS,0.1,0.0,0.0,0.0,0.0,4352.046737861458,-4352.046737861458
C00007405,MASS,0.6,1023692.0,614215.2,614215.2,6061.1071189880095,2403.345120467234,605750.7477605448
C00007406,MASS,0.6,2228155.0,1336893.0,1336893.0,32133.687236261867,5796.837953514369,1298962.4748102238
C00007407,PYME,0.1,0.0,0.0,0.0,0.0,9415.165853367987,-9415.165853367987
C00007408,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,2663.5327436024577,-2663.5327436024577
C00007409,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,6383.475052698586,-6383.475052698586
C00007410,MASS,0.1,0.0,0.0,0.0,0.0,6529.172967898924,-6529.172967898924
