id_cliente,pd_score_train,pd_score_test,default_12m
C00010074,,0.8305084452746332,1
C00010075,,0.03835529019041119,0
C00010076,,0.4153326893048755,1
C00010077,,0.09992114681675228,0
C00010078,0.12335411183897182,,0
C00010079,,0.7278215553805386,1
C00010080,0.3851768098265676,,1
C00010081,,0.38880035800723284,0
C00010082,0.04889197180684433,,0
C00010083,0.20269337366794343,,0
C00010084,,0.9858102630010721,1
C00010085,0.39896632762811046,,1
C00010086,0.9694634799695347,,1
C00010087,0.9285619650939718,,1
C00010088,,0.9971331447086882,1
C00010089,0.15806965291697844,,0
C00010090,0.03245688564841227,,0
C00010091,0.8143975328979005,,1
C00010092,0.09344871509677473,,0
C00010093,0.18094422584521835,,0
C00010094,0.15064764602397313,,0
C00010095,,0.9825269973725423,1
C00010096,,0.5505076707794863,1
C00010097,0.1058156078811961,,0
C00010098,0.8880456806360915,,1
C00010099,0.03275073045651321,,0
C00010100,0.01562551344431749,,0
C00010101,0.9800105466038416,,1
C00010102,,0.7883168133082612,1
C00010103,0.8824632166892059,,1
C00010104,,0.9841344091095509,1
C00010105,0.10063459440971272,,1
C00010106,0.012198308608063877,,0
C00010107,0.1868963410045613,,0
C00010108,0.9926940085511761,,1
C00010109,0.9979061869277722,,1
C00010110,0.02496075763020297,,0
C00010111,0.2912686457197307,,0
C00010112,0.0414139875645428,,0
C00010113,0.0438896974138142,,0
C00010114,,0.988712342601211,1
C00010115,0.09349264890752294,,0
C00010116,0.13351093520283583,,0
C00010117,,0.9901431534866414,1
C00010118,,0.15865557869121708,0
C00010119,0.05738151654827253,,0
C00010120,0.11595880176741316,,0
C00010121,0.026046157454898092,,0
C00010122,,0.06641816371117133,0
C00010123,0.1220851268032582,,0
C00010124,,0.05205290895140885,0
C00010125,,0.09896252118392025,0
C00010126,0.19143928363580648,,0
C00010127,0.17327175419160315,,0
C00010128,0.6752546143964724,,1
C00010129,0.07578047892084287,,0
C00010130,0.17598948660833894,,0
C00010131,,0.8096099135658817,1
C00010132,,0.12002508376484487,0
C00010133,,0.09431106973357291,0
C00010134,0.994903990105582,,1
C00010135,0.21462402727812988,,0
C00010136,0.14248115108459694,,0
C00010137,0.5072800377255631,,1
C00010138,,0.8220414589156718,1
C00010139,0.3210432221269783,,0
C00010140,0.16261727232832984,,0
C00010141,0.3588245058235347,,0
C00010142,0.9540174238219503,,1
C00010143,,0.11319191322626886,0
C00010144,0.05286108202762408,,0
C00010145,0.05092995336565884,,0
C00010146,0.9987273479227403,,1
C00010147,0.09723961404866692,,0
C00010148,0.06549962575112879,,0
C00010149,0.07947203868508884,,0
C00010150,0.954761613726341,,1
C00010151,0.06597239150583196,,0
C00010152,,0.9706101039794669,1
C00010153,,0.06297907414644896,0
C00010154,,0.32998303837688464,0
C00010155,,0.03882740441443946,0
C00010156,0.07208043061497438,,0
C00010157,,0.0461060929899011,0
C00010158,0.3423055950968877,,1
C00010159,0.09155078930611389,,0
C00010160,,0.44015472483813634,1
C00010161,,0.2690359997779516,0
C00010162,,0.6630348340048007,0
C00010163,,0.08511775923637147,0
C00010164,,0.044642785567523637,0
C00010165,0.19862142219039142,,0
C00010166,0.9779082239828873,,1
C00010167,0.5058693942828556,,1
C00010168,0.9361884748216437,,1
C00010169,0.9963553774571953,,1
C00010170,0.04992045587116863,,0
C00010171,0.09455928132282221,,0
C00010172,0.17475523353011607,,0
C00010173,0.9804316608756067,,1
C00010174,0.20041402728140553,,0
C00010175,0.02052720514049778,,0
C00010176,,0.10071574410824348,1
C00010177,,0.2576216932080495,0
C00010178,0.7119482323475822,,1
C00010179,0.12302342975136289,,0
C00010180,,0.6097369345642207,1
C00010181,,0.996107854028019,1
C00010182,,0.3788509499242192,0
C00010183,,0.050754180041461865,0
C00010184,0.09671716694862101,,0
C00010185,0.09560351566332102,,0
C00010186,0.08016784836182067,,0
C00010187,0.9060793790282903,,0
C00010188,0.0647542457055513,,0
C00010189,0.15634166373445257,,0
C00010190,0.058448307987442175,,0
C00010191,0.9998095263983802,,1
C00010192,0.47013022785913383,,0
C00010193,0.11938737391926728,,0
C00010194,,0.0626674103298874,0
C00010195,,0.06328828657082726,0
C00010196,0.930343306200386,,1
C00010197,0.07837634697202096,,0
C00010198,0.7424602460157874,,1
C00010199,0.5777742885436937,,0
C00010200,0.9778531305496682,,1
C00010201,,0.7188980664616339,1
C00010202,0.26032522426951793,,1
C00010203,0.08834477258955462,,0
C00010204,0.0457130705154846,,0
C00010205,,0.533600684597463,1
C00010206,,0.48524725676117086,0
C00010207,0.04874631399124588,,0
C00010208,0.11603477034011112,,0
C00010209,0.23512162892850072,,0
C00010210,,0.07002134776280679,0
C00010211,0.4593188767851677,,0
C00010212,0.0656417778475648,,0
C00010213,0.04684701110001955,,0
C00010214,0.4186127733132636,,0
C00010215,0.6675911648528994,,1
C00010216,0.672711466095601,,0
C00010217,0.262876017694533,,1
C00010218,,0.06884701125689105,0
C00010219,0.05034650229937476,,0
C00010220,,0.8318404644246504,1
C00010221,0.8039878941912567,,1
C00010222,0.38178654174626786,,1
C00010223,0.18225524101695909,,1
C00010224,0.5193983808128774,,1
C00010225,0.9028423247493136,,1
C00010226,0.28704494071596715,,1
C00010227,0.5984950100954588,,1
C00010228,,0.0431122598101066,0
C00010229,0.10022732868005278,,0
C00010230,0.21457388197270996,,0
C00010231,,0.07620218256378869,0
C00010232,0.3333773919296363,,1
C00010233,0.07174998762323435,,0
C00010234,0.28371056267270467,,0
C00010235,0.8720213266221746,,1
C00010236,0.2771798803445575,,0
C00010237,,0.9970575820521954,1
C00010238,0.2697087343883684,,0
C00010239,,0.022530069675204892,0
C00010240,0.04788550317546531,,0
C00010241,0.1146804676784861,,0
C00010242,0.05128086438565542,,0
C00010243,0.01812917264661835,,0
C00010244,,0.02839962865005718,0
C00010245,,0.05463074585888413,0
C00010246,0.2536979574722656,,1
C00010247,0.08119032837742422,,0
C00010248,0.11748750850666283,,0
C00010249,0.05006319656536349,,0
C00010250,0.9994638824045552,,1
C00010251,,0.6234316015327104,1
C00010252,0.8228088401316271,,1
C00010253,0.9903987717221503,,1
C00010254,,0.029217934783258192,0
C00010255,0.2912259363026103,,1
C00010256,0.10596086040892826,,0
C00010257,,0.9944923719013183,1
C00010258,0.16750306671977555,,0
C00010259,,0.37611639431868216,0
C00010260,0.9976124978807098,,1
C00010261,0.8164046899284013,,1
C00010262,,0.2625970974000516,1
C00010263,0.23414222965054457,,0
C00010264,0.05618786491277499,,0
C00010265,0.10547235003431019,,0
C00010266,0.19334321163466253,,0
C00010267,0.06474547157710324,,0
C00010268,,0.06123529805808833,0
C00010269,,0.42081224028931113,1
C00010270,0.03293081193598038,,0
C00010271,0.24665593114382064,,1
C00010272,0.8592128290637547,,1
C00010273,0.12045648643258076,,0
C00010274,0.14237313070238883,,0
C00010275,0.09498643699924746,,0
C00010276,0.07435587210628415,,0
C00010277,0.3224042043266436,,1
C00010278,,0.026307795024582917,0
C00010279,0.0842094264247284,,0
C00010280,0.271510550879392,,1
C00010281,0.6524949247241353,,1
C00010282,0.9968514079445573,,1
C00010283,,0.05338833146616945,0
C00010284,0.922194042615415,,1
C00010285,,0.05645492178160369,0
C00010286,0.047053154362836705,,0
C00010287,0.9993843011849123,,1
C00010288,0.9871218302468461,,1
C00010289,,0.024355821531001475,0
C00010290,,0.055684205130275416,0
C00010291,0.08711730752598766,,0
C00010292,0.6152250115045692,,1
C00010293,0.8433760470273596,,1
C00010294,0.04575704077903665,,0
C00010295,0.029774191865925333,,0
C00010296,0.6201038396770892,,1
C00010297,0.35401938285681434,,1
C00010298,0.21273790724740754,,0
C00010299,,0.6337813908453767,0
C00010300,,0.9749703964252877,1
C00010301,0.05420035544877794,,0
C00010302,0.9128908171806176,,0
C00010303,0.27985114530304633,,0
C00010304,,0.28711629262824706,0
C00010305,,0.9823005276205589,1
C00010306,0.8385640993138279,,0
C00010307,0.050955435018212945,,0
C00010308,0.08656731515114763,,0
C00010309,0.3614092695464753,,1
C00010310,0.15494471709911706,,0
C00010311,,0.04604101695312124,0
C00010312,,0.10396024908062979,0
C00010313,,0.10543978048314886,0
C00010314,,0.6526128335699465,1
C00010315,0.5391169505986672,,1
C00010316,0.999744687065965,,1
C00010317,0.09197701110453235,,0
C00010318,0.04916267900468862,,0
C00010319,0.7273740175998007,,1
C00010320,0.13344851998227364,,0
C00010321,0.9263534385164239,,1
C00010322,0.10877768503744807,,0
C00010323,,0.1584667541494575,0
C00010324,0.40012193430971055,,0
C00010325,0.03189954373203566,,0
C00010326,0.17174284752525226,,0
C00010327,0.30302765402642,,0
C00010328,,0.08236474890456678,0
C00010329,0.08450783326263617,,0
C00010330,0.990976193511307,,1
C00010331,0.22111796116809546,,0
C00010332,,0.7809826805481535,1
C00010333,,0.08371702733535462,0
C00010334,,0.09658665198263268,0
C00010335,0.1515914178840459,,0
C00010336,0.5525727144205963,,1
C00010337,,0.48529532599831016,0
C00010338,0.33446944872902556,,1
C00010339,0.06024057311500298,,0
C00010340,0.41675517199269346,,1
C00010341,,0.8255760433662307,1
C00010342,,0.9992664956041245,1
C00010343,0.06801591996208625,,0
C00010344,,0.9993616690266739,1
C00010345,0.1223158538987602,,0
C00010346,0.6475223649820391,,1
C00010347,0.1851658898913315,,0
C00010348,0.8140424198776975,,0
C00010349,0.2071661800667094,,0
C00010350,0.9839337920374726,,1
C00010351,0.4185426614880007,,0
C00010352,0.04470087507573321,,0
C00010353,,0.6233268197342617,0
C00010354,,0.07863750346183968,1
C00010355,,0.05636140973724191,0
C00010356,,0.4428816551935844,1
C00010357,0.029522099276523658,,0
C00010358,0.5689634800842348,,1
C00010359,,0.9696576932169277,1
C00010360,0.29507210744140333,,1
C00010361,0.998128849830037,,1
C00010362,0.09927828520549369,,0
C00010363,,0.12631258046239457,0
C00010364,,0.5185051148361325,1
C00010365,,0.11165494258698949,0
C00010366,0.11027061136396807,,0
C00010367,0.19723110668621327,,1
C00010368,0.12236694259629187,,0
C00010369,,0.11877893243277148,0
C00010370,,0.9999924884296981,1
C00010371,,0.04817349486258945,0
C00010372,,0.10195133704363574,0
C00010373,,0.19058304809655208,0
C00010374,0.0819889946698977,,0
C00010375,0.532710965355011,,1
C00010376,0.2708619526865898,,1
C00010377,,0.20851501334860154,0
C00010378,0.22463071037503254,,0
C00010379,0.03664800012346465,,0
C00010380,0.12198925463243314,,0
C00010381,0.03712554695630038,,1
C00010382,0.7133220756007671,,0
C00010383,0.05996345894997039,,0
C00010384,0.1446601272686656,,1
C00010385,0.40106515293386713,,1
C00010386,,0.042107808235880284,0
C00010387,,0.6842973607809434,0
C00010388,,0.7475196252418789,0
C00010389,,0.06863625341579721,0
C00010390,0.23309829582606476,,0
C00010391,0.2724066894535002,,1
C00010392,0.9168312695648383,,1
C00010393,0.9600155302731798,,0
C00010394,0.5457996258353947,,0
C00010395,0.904405172050857,,0
C00010396,0.09694544461099551,,0
C00010397,0.035673275963992376,,0
C00010398,,0.08047743284053996,0
C00010399,,0.7092867974595027,1
C00010400,,0.9772891711331505,1
C00010401,0.9961841259707043,,1
C00010402,0.07702219465369434,,0
C00010403,0.11430541487565285,,0
C00010404,,0.3291744008664903,0
C00010405,,0.064046013831903,0
C00010406,0.030551896517091337,,0
C00010407,,0.3507619715172022,1
C00010408,0.8181721041232901,,1
C00010409,0.3714675796715674,,0
C00010410,,0.1981054337791845,0
C00010411,0.06215731523643524,,0
C00010412,,0.17547187503678113,0
C00010413,0.10019474656131747,,0
C00010414,0.08200406485448693,,0
C00010415,0.06119623599915792,,0
C00010416,0.7604377863701559,,1
C00010417,0.07043785900316459,,0
C00010418,0.13794342004580473,,0
C00010419,,0.13123533840976168,0
C00010420,0.2519820800111986,,1
C00010421,0.11499417565213207,,0
C00010422,,0.08648725827974946,0
C00010423,0.07985733861217081,,0
C00010424,,0.03651313245625772,0
C00010425,0.8155587381102563,,0
C00010426,0.4273796239657211,,0
C00010427,0.13393134077215693,,0
C00010428,0.6280676285511471,,1
C00010429,0.22386704518133366,,0
C00010430,,0.8154939417675989,0
C00010431,0.07035534453935731,,0
C00010432,0.6259254468203225,,0
C00010433,,0.07924036114337826,0
C00010434,0.12560247349550085,,0
C00010435,0.05504353318649867,,0
C00010436,,0.9082416171105417,1
C00010437,0.07242785107894285,,0
C00010438,,0.8196103972937298,1
C00010439,0.21723100098842923,,1
C00010440,,0.10396094538486564,0
C00010441,0.17277088838716578,,0
C00010442,0.03460107513540796,,0
C00010443,0.9800161587594781,,1
C00010444,0.5429168482701651,,0
C00010445,0.018608147294966678,,0
C00010446,,0.024776459434100357,0
C00010447,0.9835901347239312,,1
C00010448,0.13624124452817993,,0
C00010449,0.02759467231619611,,0
C00010450,0.02751576851670504,,0
C00010451,0.047036203189674476,,0
C00010452,0.9789176036814394,,1
C00010453,0.500526143934446,,1
C00010454,,0.08403344460639858,0
C00010455,0.1300199376686861,,0
C00010456,0.860345299449376,,1
C00010457,0.07008127916701676,,0
C00010458,0.3562597910068699,,0
C00010459,,0.02151890394255816,0
C00010460,,0.056426823026637735,0
C00010461,0.8639175503910942,,1
C00010462,0.8399108419153853,,1
C00010463,0.21167058270070316,,0
C00010464,,0.7186355046475154,1
C00010465,0.03679506672735591,,0
C00010466,0.9448336222547731,,1
C00010467,0.2555226965752831,,0
C00010468,0.04935074047648868,,0
C00010469,0.2993792815218183,,0
C00010470,0.07319236529308724,,0
C00010471,,0.08422013947109268,0
C00010472,0.35732399415975075,,0
C00010473,0.7023764769950024,,1
C00010474,0.9976875784823316,,1
C00010475,0.04924421003694958,,0
C00010476,0.0900669609983896,,0
C00010477,0.09825623155959667,,0
C00010478,0.11141798787151046,,0
C00010479,,0.13634143882206573,0
C00010480,,0.6109229771129246,1
C00010481,0.24837094842947952,,1
C00010482,,0.05333877007239453,0
C00010483,0.31084947162677906,,1
C00010484,0.41161110441021465,,0
C00010485,0.08161727968776131,,0
C00010486,,0.5959767388148015,0
C00010487,0.07761938196837957,,0
C00010488,0.06926931538148584,,0
C00010489,0.5330303191043377,,1
C00010490,,0.04939424625956191,0
C00010491,,0.05598877193881102,0
C00010492,0.12876344579787186,,0
C00010493,,0.05942960480470408,1
C00010494,0.25111366076887154,,0
C00010495,0.5252693975353454,,1
C00010496,0.9975689599389851,,1
C00010497,0.07520423109724454,,0
C00010498,0.0336960389151106,,1
C00010499,0.24187215170041212,,1
C00010500,0.22303028571552735,,1
C00010501,0.09402485703440208,,0
C00010502,0.013324590200576409,,0
C00010503,0.10857181077821451,,0
C00010504,0.5087377102122289,,0
C00010505,0.5653034850264097,,1
C00010506,0.5171797928800944,,1
C00010507,0.3565614520287586,,0
C00010508,0.1592889857538385,,0
C00010509,,0.12368516054227145,0
C00010510,0.7457495213359436,,1
C00010511,0.23578251313854423,,0
C00010512,0.09759869659196857,,1
C00010513,0.021622175988491883,,0
C00010514,0.1832180142919134,,0
C00010515,0.22710255270639482,,1
C00010516,,0.1424740983065728,0
C00010517,0.10645027072796191,,0
C00010518,,0.16246330084147156,1
C00010519,0.7393167913373582,,0
C00010520,0.9973678337903753,,1
C00010521,0.9235102565062341,,1
C00010522,0.6942042845277081,,1
C00010523,0.16044239198519106,,0
C00010524,0.02313645586120708,,0
C00010525,0.9978416887108071,,1
C00010526,0.017098992334398735,,0
C00010527,0.9942430075064557,,1
C00010528,,0.31270522804502016,1
C00010529,0.08814352270020384,,0
C00010530,0.1538221376804277,,0
C00010531,0.13412525103568543,,1
C00010532,,0.1571514742612351,0
C00010533,,0.16688540222483553,0
C00010534,0.6286290949757605,,1
C00010535,0.12518168469959273,,0
C00010536,0.15537880880216276,,0
C00010537,0.7155068375202696,,1
C00010538,0.20763254618061408,,1
C00010539,0.21858840335322235,,0
C00010540,0.9818136568213733,,1
C00010541,0.9832280916001437,,1
C00010542,0.06909081266415518,,0
C00010543,0.11713978362531702,,0
C00010544,,0.16489076451981635,1
C00010545,0.1439357706039451,,0
C00010546,,0.9454296482397538,1
C00010547,0.5322480742548475,,0
C00010548,0.0730965824274042,,0
C00010549,0.8169304188681833,,0
C00010550,0.08648384832968004,,0
C00010551,,0.925523804161874,1
C00010552,,0.12877964638454906,0
C00010553,,0.9870060309665929,1
C00010554,,0.33726186310368766,0
C00010555,,0.573072618778795,1
C00010556,,0.8682711193124708,1
C00010557,0.0378123255818252,,0
C00010558,0.07393666626305849,,0
C00010559,0.9997897244011046,,1
C00010560,,0.945757485105395,1
C00010561,0.02633281473142491,,0
C00010562,,0.06881697745891897,0
C00010563,0.9701549009633886,,1
C00010564,0.030479694075003918,,0
C00010565,0.748805816353188,,0
C00010566,,0.2853239137995742,0
C00010567,0.043296178328308184,,0
C00010568,0.9956667134188771,,1
C00010569,0.040296917253746296,,0
C00010570,,0.92009266330963,1
C00010571,0.4498617419658418,,0
C00010572,,0.24740271859923557,0
C00010573,0.11163491825613225,,0
C00010574,0.04494576539899103,,0
C00010575,0.07940177532812644,,1
C00010576,,0.08982497524645235,1
C00010577,0.6307833303986246,,1
C00010578,0.03726266529469878,,0
C00010579,0.036174849731672495,,0
C00010580,,0.3029605764654952,0
C00010581,,0.7310442468874992,1
C00010582,0.032283339011924116,,0
C00010583,0.12036911724657882,,0
C00010584,0.06781554128192234,,0
C00010585,0.012048927417819719,,0
C00010586,0.3481233878441001,,1
C00010587,,0.391878833685653,0
C00010588,,0.9494684591262457,1
C00010589,0.03877356826116765,,0
C00010590,,0.19595922095054621,0
C00010591,0.190437785753493,,0
C00010592,,0.9599660818527721,1
C00010593,0.19940327680218517,,0
C00010594,0.08379251024712467,,0
C00010595,0.3341527732256086,,1
C00010596,0.07666526818236928,,0
C00010597,0.1233893710441223,,0
C00010598,,0.12453448194705384,0
C00010599,,0.1002018164305124,0
C00010600,0.7302201702823412,,1
C00010601,0.5675969666482402,,1
C00010602,0.7288835231594896,,1
C00010603,0.8986446627347577,,1
C00010604,,0.6023278916712056,1
C00010605,0.12028841969293382,,0
C00010606,0.13526734118335215,,0
C00010607,0.04221504316303861,,0
C00010608,,0.837175069725738,1
C00010609,0.9998200123679546,,1
C00010610,0.8614687805165918,,1
C00010611,,0.07177699891058112,0
C00010612,0.05606016988601015,,0
C00010613,,0.9962489376823064,1
C00010614,0.24977462445399556,,0
C00010615,0.5213110687241007,,0
C00010616,0.2158883844823776,,0
C00010617,0.05864069401030243,,0
C00010618,0.8747730261407054,,1
C00010619,0.9942870482068927,,1
C00010620,0.6375911512688409,,1
C00010621,0.07330988777936874,,0
C00010622,0.09768438044794092,,0
C00010623,,0.048376526268993074,1
C00010624,0.08072967160434849,,0
C00010625,,0.062315144603637386,0
C00010626,,0.7389289812698255,1
C00010627,,0.1345682741405015,0
C00010628,0.03193994566488556,,0
C00010629,0.9700115961944347,,1
C00010630,0.16462463824273074,,0
C00010631,,0.11110348512498436,0
C00010632,0.25112895358244947,,0
C00010633,0.8766563264624178,,1
C00010634,,0.47264746821697173,0
C00010635,0.4272634484495914,,0
C00010636,0.038324228812416886,,0
C00010637,0.9883391668107386,,1
C00010638,0.9994801479477725,,1
C00010639,0.07998565830772299,,0
C00010640,0.11607574764116493,,0
C00010641,0.2302377991608905,,1
C00010642,0.859726937221362,,1
C00010643,,0.755752455082622,1
C00010644,0.9601592118616337,,1
C00010645,0.6898706862864409,,0
C00010646,,0.04957957573180399,0
C00010647,0.039777906425998516,,0
C00010648,0.9978983178029371,,1
C00010649,0.024711816529218947,,0
C00010650,0.02609536664538858,,0
C00010651,0.35879689346436466,,1
C00010652,,0.08571486388026274,0
C00010653,0.9749939681476073,,1
C00010654,0.1793340371541724,,0
C00010655,0.12368113341403919,,0
C00010656,0.03584194695165082,,0
C00010657,,0.915775405089903,1
C00010658,0.6152292245819421,,1
C00010659,,0.05120763601558665,0
C00010660,0.045820402690870926,,0
C00010661,0.09364316112818383,,0
C00010662,,0.8761618946280618,1
C00010663,0.47146697101441665,,1
C00010664,,0.20814654434508645,1
C00010665,,0.08265068081634498,0
C00010666,0.301364223271166,,0
C00010667,0.02523314630120143,,0
C00010668,0.14627793282812612,,0
C00010669,0.040866127936908296,,0
C00010670,0.11215969352369061,,0
C00010671,,0.06238052405770977,0
C00010672,0.6403029120805729,,1
C00010673,0.1339258191926254,,0
C00010674,0.28406309040892364,,1
C00010675,0.3473256254658057,,1
C00010676,,0.49633059102659544,0
C00010677,0.09633084872972013,,0
C00010678,0.35644041019652256,,1
C00010679,,0.034513470047800386,0
C00010680,,0.056947475358576284,0
C00010681,,0.1871731920127568,0
C00010682,,0.9808139790795372,1
C00010683,0.7929822127397692,,1
C00010684,0.972358982875048,,1
C00010685,,0.811329594904896,1
C00010686,0.029294656227686962,,0
C00010687,,0.9109785623345926,1
C00010688,,0.9555853032226284,1
C00010689,0.09251375010807693,,0
C00010690,0.1647494487955548,,1
C00010691,0.9948630354293664,,1
C00010692,0.025753448917896576,,0
C00010693,0.06350409835817249,,0
C00010694,0.06450144938357899,,0
C00010695,0.4820034753105483,,1
C00010696,0.15093314001052527,,0
C00010697,,0.05674067122189629,0
C00010698,,0.6905793195328025,0
C00010699,0.9781038890163288,,1
C00010700,0.9796790769351268,,1
C00010701,0.41125108149989886,,1
C00010702,,0.08426068443038454,0
C00010703,,0.03779185916431503,0
C00010704,0.3754742264668788,,1
C00010705,0.03641735974892212,,0
C00010706,,0.2633714869568881,0
C00010707,0.8904613389715597,,1
C00010708,0.7816176571334424,,0
C00010709,0.6265041921770814,,0
C00010710,,0.26400165424306565,1
C00010711,0.9998679245734996,,1
C00010712,0.03038002618863214,,0
C00010713,,0.14860295724259118,0
C00010714,,0.13616516973269585,0
C00010715,,0.8857722547155557,0
C00010716,0.12292274323438737,,0
C00010717,,0.05731277660141629,0
C00010718,0.5136825141477366,,1
C00010719,0.07896022100795741,,0
C00010720,0.41923389032886815,,0
C00010721,,0.06911344333649251,0
C00010722,,0.16790161395985137,0
C00010723,,0.42079715487065006,0
C00010724,,0.06994504135104464,0
C00010725,,0.9709559665037636,1
C00010726,,0.908485611594687,1
C00010727,,0.20071158108951365,1
C00010728,0.7050734243040425,,0
C00010729,,0.4039617280011966,1
C00010730,,0.8341759936527281,1
C00010731,0.15931259882591534,,0
C00010732,0.10812724763144307,,0
C00010733,,0.8511862667872572,1
C00010734,,0.9912191935701985,1
C00010735,0.04775677130728294,,0
C00010736,0.1952273648088543,,0
C00010737,0.20806514910287918,,0
C00010738,,0.07699987721945802,0
C00010739,0.34858267392889236,,1
C00010740,,0.25812767165764944,0
C00010741,,0.9999865905414294,1
C00010742,0.10068927290267211,,1
C00010743,0.08216637329310797,,0
C00010744,,0.6927367302435303,1
C00010745,0.24758213389248052,,1
C00010746,,0.09258689684302723,0
C00010747,,0.06282977890577851,0
C00010748,0.3001648798638407,,1
C00010749,,0.07683607823536368,0
C00010750,,0.16773174502940416,0
C00010751,0.10177291235855898,,0
C00010752,0.048100384157106976,,0
C00010753,0.08633616653918709,,1
C00010754,0.1482405661486375,,0
C00010755,0.20470366735441992,,0
C00010756,,0.059833967109092986,0
C00010757,0.9986310515906236,,1
C00010758,0.02565585217951821,,0
C00010759,0.9906387669161972,,1
C00010760,,0.6977885333769548,1
C00010761,0.07370546164957446,,0
C00010762,0.9022936698125318,,1
C00010763,0.11591209724463196,,0
C00010764,0.972873310303926,,1
C00010765,0.10534647593450623,,0
C00010766,0.1628114858029976,,0
C00010767,,0.16976558632200572,0
C00010768,,0.0975691936025389,0
C00010769,0.9347212689469222,,1
C00010770,0.887271987690029,,1
C00010771,0.12762536162636642,,0
C00010772,0.08324612986136634,,0
C00010773,0.18196783507437925,,0
C00010774,0.6811500991125794,,0
C00010775,0.06702519236058513,,0
C00010776,0.10531394061566826,,0
C00010777,0.893938716864692,,1
C00010778,0.06056179999267467,,0
C00010779,0.8747578536061875,,1
C00010780,,0.23751517862383623,0
C00010781,0.09186790395215587,,0
C00010782,0.6044362287546229,,0
C00010783,0.014320815212921265,,0
C00010784,0.04944453390207168,,0
C00010785,0.49570905845529334,,1
C00010786,,0.9997301128062335,1
C00010787,,0.17793905374112545,1
C00010788,,0.05787910224907529,0
C00010789,,0.026115735945801206,0
C00010790,0.08928721883739181,,0
C00010791,0.02220402246344875,,1
C00010792,,0.9887074402224573,1
C00010793,0.14081318020285047,,0
C00010794,0.32517061759037535,,1
C00010795,0.11325032744432403,,0
C00010796,,0.4431166014373746,0
C00010797,0.07335797969430202,,0
C00010798,,0.09822428533562884,0
C00010799,,0.9983254423560465,1
C00010800,0.8161633971798335,,1
C00010801,0.049841961670494254,,0
C00010802,0.0975117308755794,,0
C00010803,0.8488192795109384,,0
C00010804,0.05966698611226564,,0
C00010805,0.8448234224118151,,0
C00010806,0.2799736777608847,,0
C00010807,0.2153758404343634,,0
C00010808,0.03739623799351914,,0
C00010809,,0.07020910479094303,0
C00010810,0.9231001889969698,,1
C00010811,0.03491370776308829,,0
C00010812,,0.3871541894207705,0
C00010813,0.0456721171718228,,0
C00010814,0.7868339575686293,,1
C00010815,,0.09521925679570513,0
C00010816,,0.09413994878649333,0
C00010817,0.7424813486683164,,1
C00010818,0.7838569535467436,,1
C00010819,0.14621845587573368,,0
C00010820,,0.18364549876649172,0
C00010821,0.5821387796161186,,1
C00010822,,0.060979060328564656,0
C00010823,0.11042148285959745,,0
C00010824,0.1476703671921856,,0
C00010825,0.24973559892750335,,0
C00010826,,0.28918784313472534,0
C00010827,0.4220593698709341,,1
C00010828,0.14580842827755092,,0
C00010829,0.21574244543849352,,0
C00010830,,0.2694983309628461,0
C00010831,0.4970127329865494,,1
C00010832,0.032691099238348266,,0
C00010833,,0.0649666608846257,0
C00010834,,0.9293139752835368,1
C00010835,0.04327088073934303,,0
C00010836,0.11291581791389266,,0
C00010837,0.24860612150582484,,0
C00010838,0.5493156293787932,,1
C00010839,0.08116893414636148,,0
C00010840,0.938205149945449,,1
C00010841,0.19372234786691925,,1
C00010842,0.42960220747652134,,0
C00010843,0.14495527330990626,,0
C00010844,0.6008989193726265,,1
C00010845,0.09168788815728256,,0
C00010846,,0.6938414795578329,1
C00010847,,0.6077662135480054,1
C00010848,0.030866886000154838,,0
C00010849,0.387470797014521,,1
C00010850,0.16298105538384342,,0
C00010851,,0.15240708938262637,0
C00010852,0.019680590667538644,,0
C00010853,,0.6364585020892191,0
C00010854,,0.7787658931259898,1
C00010855,0.9431228978052077,,1
C00010856,,0.061276168296166264,0
C00010857,,0.6836691100174246,0
C00010858,0.4482297520782138,,1
C00010859,0.2587454845531069,,1
C00010860,,0.10664944670679477,0
C00010861,0.014272641173889558,,0
C00010862,0.8805894791848469,,1
C00010863,0.11426106962371026,,0
C00010864,0.2667410410762751,,0
C00010865,0.04925010227377239,,0
C00010866,0.08081683566487197,,0
C00010867,0.0471415987317082,,0
C00010868,0.07616962772345617,,0
C00010869,0.8391779877543734,,1
C00010870,0.07643644919594941,,1
C00010871,0.07614274540698687,,0
C00010872,0.0925163038327773,,0
C00010873,0.39345828482498396,,1
C00010874,0.03384034208490908,,0
C00010875,0.17047006386249225,,1
C00010876,0.14733413155364364,,0
C00010877,,0.021682878603342306,0
C00010878,0.11291254909290722,,0
C00010879,0.15132623584372848,,0
C00010880,0.7285049093238212,,1
C00010881,,0.4264161453382934,0
C00010882,,0.9377870143989213,1
C00010883,0.747983799125041,,1
C00010884,0.9780975193347589,,1
C00010885,0.9816447899807983,,1
C00010886,0.07774930668851962,,0
C00010887,0.15203063355134164,,0
C00010888,0.9928024158775737,,1
C00010889,0.05095226674140655,,0
C00010890,0.03578562808045557,,0
C00010891,0.07664854064896835,,0
C00010892,0.25763592594803525,,0
C00010893,0.9808729508361748,,1
C00010894,,0.027546648508024428,0
C00010895,0.5669905937485865,,1
C00010896,,0.997817742839622,1
C00010897,0.10296076841171771,,0
