id_cliente,default_12m,lgd_real,stage_ifrs9,pd12m_sim
C00001815,1,0.323,2,0.35
C00001816,0,0.298,2,0.35
C00001817,1,0.336,2,0.35
C00001818,0,0.318,2,0.35
C00001819,0,0.353,2,0.35
C00001820,0,0.332,2,0.35
C00001821,1,0.364,2,0.35
C00001822,0,0.338,2,0.35
C00001823,0,0.332,2,0.35
C00001824,0,0.336,2,0.35
C00001825,1,0.338,2,0.35
C00001826,0,0.33,2,0.35
C00001827,0,0.319,2,0.35
C00001828,0,0.31,2,0.35
C00001829,1,0.359,2,0.35
C00001830,0,0.333,2,0.35
C00001831,0,0.344,2,0.35
C00001832,1,0.351,2,0.35
C00001833,0,0.329,2,0.35
C00001834,0,0.348,2,0.35
C00001835,0,0.33,2,0.35
C00001836,0,0.31,2,0.35
C00001837,0,0.332,2,0.35
C00001838,0,0.327,2,0.35
C00001839,1,0.348,2,0.35
C00001840,1,0.333,2,0.35
C00001841,0,0.317,2,0.35
C00001842,0,0.326,2,0.35
C00001843,0,0.3,2,0.35
C00001844,1,0.319,2,0.35
C00001845,0,0.33,2,0.35
C00001846,0,0.329,2,0.35
C00001847,0,0.32,2,0.35
C00001848,0,0.306,2,0.35
C00001849,0,0.311,2,0.35
C00001850,1,0.341,2,0.35
C00001851,0,0.326,2,0.35
C00001852,1,0.354,2,0.35
C00001853,0,0.315,2,0.35
C00001854,1,0.332,2,0.35
C00001855,1,0.309,2,0.35
C00001856,1,0.34,2,0.35
C00001857,0,0.317,2,0.35
C00001858,0,0.347,2,0.35
C00001859,0,0.358,2,0.35
C00001860,0,0.34,2,0.35
C00001861,0,0.334,2,0.35
C00001862,1,0.351,2,0.35
C00001863,1,0.349,2,0.35
C00001864,0,0.328,2,0.35
C00001865,0,0.315,2,0.35
C00001866,1,0.338,2,0.35
C00001867,1,0.323,2,0.35
C00001868,0,0.317,2,0.35
C00001869,0,0.33,2,0.35
C00001870,1,0.319,2,0.35
C00001871,0,0.323,2,0.35
C00001872,0,0.351,2,0.35
C00001873,1,0.366,2,0.35
C00001874,1,0.346,2,0.35
C00001875,1,0.338,2,0.35
C00001876,1,0.335,2,0.35
C00001877,0,0.318,2,0.35
C00001878,0,0.331,2,0.35
C00001879,0,0.331,2,0.35
C00001880,0,0.357,2,0.35
C00001881,0,0.315,2,0.35
C00001882,0,0.329,2,0.35
C00001883,0,0.315,2,0.35
C00001884,1,0.327,2,0.35
C00001885,0,0.338,2,0.35
C00001886,0,0.308,2,0.35
C00001887,0,0.325,2,0.35
C00001888,0,0.327,2,0.35
C00001889,1,0.32,2,0.35
C00001890,0,0.329,2,0.35
C00001891,0,0.338,2,0.35
C00001892,1,0.346,2,0.35
C00001893,0,0.332,2,0.35
C00001894,0,0.3,2,0.35
C00001895,0,0.303,2,0.35
C00001896,0,0.316,2,0.35
C00001897,1,0.344,2,0.35
C00001898,0,0.342,2,0.35
C00001899,0,0.325,2,0.35
C00001900,0,0.298,2,0.35
C00001901,0,0.321,2,0.35
C00001902,0,0.327,2,0.35
C00001903,1,0.296,2,0.35
C00001904,0,0.301,2,0.35
C00001905,0,0.324,2,0.35
C00001906,0,0.316,2,0.35
C00001907,0,0.322,2,0.35
C00001908,0,0.333,2,0.35
C00001909,1,0.346,2,0.35
C00001910,1,0.3,2,0.35
C00001911,0,0.333,2,0.35
C00001912,0,0.334,2,0.35
C00001913,1,0.343,2,0.35
C00001914,0,0.31,2,0.35
C00001915,0,0.315,2,0.35
C00001916,0,0.346,2,0.35
C00001917,1,0.313,2,0.35
C00001918,1,0.331,2,0.35
C00001919,0,0.349,2,0.35
C00001920,1,0.34,2,0.35
C00001921,0,0.321,2,0.35
C00001922,0,0.321,2,0.35
C00001923,0,0.32,2,0.35
C00001924,0,0.353,2,0.35
C00001925,0,0.341,2,0.35
C00001926,0,0.303,2,0.35
C00001927,0,0.316,2,0.35
C00001928,1,0.34,2,0.35
C00001929,0,0.33,2,0.35
C00001930,0,0.335,2,0.35
C00001931,0,0.358,2,0.35
C00001932,0,0.337,2,0.35
C00001933,1,0.315,2,0.35
C00001934,1,0.318,2,0.35
C00001935,1,0.333,2,0.35
C00001936,0,0.322,2,0.35
C00001937,0,0.343,2,0.35
C00001938,0,0.317,2,0.35
C00001939,0,0.347,2,0.35
C00001940,0,0.329,2,0.35
C00001941,0,0.31,2,0.35
C00001942,0,0.315,2,0.35
C00001943,0,0.316,2,0.35
C00001944,0,0.326,2,0.35
C00001945,1,0.358,2,0.35
C00001946,1,0.324,2,0.35
C00001947,0,0.329,2,0.35
C00001948,1,0.343,2,0.35
C00001949,0,0.339,2,0.35
C00001950,1,0.356,2,0.35
C00001951,1,0.317,2,0.35
C00001952,0,0.316,2,0.35
C00001953,1,0.361,2,0.35
C00001954,1,0.319,2,0.35
C00001955,1,0.335,2,0.35
C00001956,1,0.354,2,0.35
C00001957,0,0.337,2,0.35
C00001958,0,0.329,2,0.35
C00001959,1,0.328,2,0.35
C00001960,0,0.354,2,0.35
C00001961,0,0.35,2,0.35
C00001962,0,0.302,2,0.35
C00001963,0,0.338,2,0.35
C00001964,0,0.331,2,0.35
C00001965,1,0.335,2,0.35
C00001966,0,0.329,2,0.35
C00001967,1,0.346,2,0.35
C00001968,1,0.309,2,0.35
C00001969,0,0.291,2,0.35
C00001970,0,0.359,2,0.35
C00001971,0,0.328,2,0.35
C00001972,1,0.347,2,0.35
C00001973,1,0.364,2,0.35
C00001974,0,0.342,2,0.35
C00001975,0,0.355,2,0.35
C00001976,0,0.342,2,0.35
C00001977,0,0.324,2,0.35
C00001978,1,0.335,2,0.35
C00001979,1,0.346,2,0.35
C00001980,0,0.332,2,0.35
C00001981,1,0.34,2,0.35
C00001982,0,0.335,2,0.35
C00001983,1,0.322,2,0.35
C00001984,0,0.353,2,0.35
C00001985,0,0.348,2,0.35
C00001986,1,0.336,2,0.35
C00001987,0,0.326,2,0.35
C00001988,1,0.319,2,0.35
C00001989,1,0.354,2,0.35
C00001990,0,0.324,2,0.35
C00001991,0,0.329,2,0.35
C00001992,1,0.354,2,0.35
C00001993,0,0.347,2,0.35
C00001994,0,0.302,2,0.35
C00001995,0,0.294,2,0.35
C00001996,1,0.346,2,0.35
C00001997,0,0.328,2,0.35
C00001998,0,0.313,2,0.35
C00001999,1,0.289,2,0.35
C00002000,0,0.323,2,0.35
C00002001,1,0.342,2,0.35
C00002002,0,0.335,2,0.35
C00002003,1,0.361,2,0.35
C00002004,1,0.293,2,0.35
C00002005,0,0.315,2,0.35
C00002006,1,0.306,2,0.35
C00002007,0,0.321,2,0.35
C00002008,0,0.35,2,0.35
C00002009,0,0.319,2,0.35
C00002010,1,0.341,2,0.35
C00002011,0,0.318,2,0.35
C00002012,0,0.343,2,0.35
C00002013,0,0.331,2,0.35
C00002014,0,0.331,2,0.35
C00002015,0,0.34,2,0.35
C00002016,0,0.303,2,0.35
C00002017,0,0.331,2,0.35
C00002018,0,0.33,2,0.35
C00002019,0,0.335,2,0.35
C00002020,0,0.3,2,0.35
C00002021,1,0.344,2,0.35
C00002022,0,0.327,2,0.35
C00002023,0,0.332,2,0.35
C00002024,0,0.325,2,0.35
C00002025,0,0.323,2,0.35
C00002026,0,0.331,2,0.35
C00002027,1,0.326,2,0.35
C00002028,0,0.315,2,0.35
C00002029,0,0.319,2,0.35
C00002030,0,0.325,2,0.35
C00002031,0,0.327,2,0.35
C00002032,0,0.342,2,0.35
C00002033,0,0.34,2,0.35
C00002034,0,0.329,2,0.35
C00002035,0,0.327,2,0.35
C00002036,1,0.338,2,0.35
C00002037,1,0.303,2,0.35
C00002038,0,0.318,2,0.35
C00002039,0,0.34,2,0.35
C00002040,1,0.309,2,0.35
C00002041,0,0.31,2,0.35
C00002042,1,0.371,2,0.35
C00002043,0,0.34,2,0.35
C00002044,1,0.356,2,0.35
C00002045,1,0.347,2,0.35
C00002046,0,0.335,2,0.35
C00002047,0,0.318,2,0.35
C00002048,0,0.353,2,0.35
C00002049,0,0.324,2,0.35
C00002050,0,0.322,2,0.35
C00002051,1,0.329,2,0.35
C00002052,0,0.332,2,0.35
C00002053,0,0.345,2,0.35
C00002054,1,0.308,2,0.35
C00002055,0,0.328,2,0.35
C00002056,0,0.341,2,0.35
C00002057,1,0.336,2,0.35
C00002058,0,0.31,2,0.35
C00002059,0,0.327,2,0.35
C00002060,0,0.329,2,0.35
C00002061,1,0.35,2,0.35
C00002062,0,0.33,2,0.35
C00002063,0,0.309,2,0.35
C00002064,0,0.337,2,0.35
C00002065,0,0.322,2,0.35
C00002066,1,0.366,2,0.35
C00002067,0,0.321,2,0.35
C00002068,1,0.357,2,0.35
C00002069,0,0.317,2,0.35
C00002070,0,0.338,2,0.35
C00002071,1,0.293,2,0.35
C00002072,0,0.319,2,0.35
C00002073,0,0.316,2,0.35
C00002074,1,0.316,2,0.35
C00002075,0,0.33,2,0.35
C00002076,0,0.323,2,0.35
C00002077,1,0.348,2,0.35
C00002078,0,0.31,2,0.35
C00002079,0,0.345,2,0.35
C00002080,0,0.327,2,0.35
C00002081,0,0.327,2,0.35
C00002082,0,0.329,2,0.35
C00002083,1,0.362,2,0.35
C00002084,0,0.32,2,0.35
C00002085,1,0.311,2,0.35
C00002086,0,0.3,2,0.35
C00002087,0,0.343,2,0.35
C00002088,0,0.331,2,0.35
C00002089,1,0.322,2,0.35
C00002090,0,0.347,2,0.35
C00002091,0,0.343,2,0.35
C00002092,1,0.332,2,0.35
C00002093,0,0.343,2,0.35
C00002094,0,0.321,2,0.35
C00002095,1,0.33,2,0.35
C00002096,0,0.347,2,0.35
C00002097,0,0.329,2,0.35
C00002098,0,0.344,2,0.35
C00002099,0,0.302,2,0.35
C00002100,0,0.328,2,0.35
C00002101,1,0.359,2,0.35
C00002102,0,0.317,2,0.35
C00002103,1,0.319,2,0.35
C00002104,1,0.353,2,0.35
C00002105,0,0.361,2,0.35
C00002106,1,0.315,2,0.35
C00002107,1,0.333,2,0.35
C00002108,1,0.342,2,0.35
C00002109,0,0.346,2,0.35
C00002110,0,0.313,2,0.35
C00002111,0,0.32,2,0.35
C00002112,0,0.331,2,0.35
C00002113,0,0.313,2,0.35
C00002114,0,0.323,2,0.35
C00002115,0,0.326,2,0.35
C00002116,1,0.332,2,0.35
C00002117,0,0.325,2,0.35
C00002118,0,0.35,2,0.35
C00002119,0,0.355,2,0.35
C00002120,0,0.299,2,0.35
C00002121,0,0.333,2,0.35
C00002122,0,0.311,2,0.35
C00002123,0,0.349,2,0.35
C00002124,0,0.304,2,0.35
C00002125,0,0.326,2,0.35
C00002126,0,0.306,2,0.35
C00002127,0,0.335,2,0.35
C00002128,0,0.328,2,0.35
C00002129,0,0.329,2,0.35
C00002130,0,0.355,2,0.35
C00002131,0,0.334,2,0.35
C00002132,1,0.327,2,0.35
C00002133,1,0.372,2,0.35
C00002134,1,0.336,2,0.35
C00002135,0,0.325,2,0.35
C00002136,0,0.323,2,0.35
C00002137,0,0.348,2,0.35
C00002138,1,0.323,2,0.35
C00002139,1,0.312,2,0.35
C00002140,1,0.335,2,0.35
C00002141,1,0.322,2,0.35
C00002142,0,0.33,2,0.35
C00002143,1,0.337,2,0.35
C00002144,1,0.327,2,0.35
C00002145,0,0.339,2,0.35
C00002146,1,0.333,2,0.35
C00002147,0,0.34,2,0.35
C00002148,1,0.358,2,0.35
C00002149,1,0.343,2,0.35
C00002150,0,0.315,2,0.35
C00002151,1,0.314,2,0.35
C00002152,0,0.325,2,0.35
C00002153,1,0.351,2,0.35
C00002154,1,0.33,2,0.35
C00002155,0,0.379,2,0.35
C00002156,1,0.306,2,0.35
C00002157,0,0.336,2,0.35
C00002158,0,0.35,2,0.35
C00002159,0,0.339,2,0.35
C00002160,0,0.324,2,0.35
C00002161,0,0.321,2,0.35
C00002162,0,0.322,2,0.35
C00002163,0,0.32,2,0.35
C00002164,0,0.327,2,0.35
C00002165,1,0.295,2,0.35
C00002166,0,0.34,2,0.35
C00002167,1,0.295,2,0.35
C00002168,0,0.305,2,0.35
C00002169,0,0.329,2,0.35
C00002170,0,0.307,2,0.35
C00002171,0,0.31,2,0.35
C00002172,0,0.327,2,0.35
C00002173,0,0.323,2,0.35
C00002174,0,0.349,2,0.35
C00002175,0,0.312,2,0.35
C00002176,0,0.345,2,0.35
C00002177,0,0.292,2,0.35
C00002178,1,0.336,2,0.35
C00002179,0,0.333,2,0.35
C00002180,1,0.326,2,0.35
C00002181,1,0.342,2,0.35
C00002182,1,0.328,2,0.35
C00002183,1,0.313,2,0.35
C00002184,0,0.33,2,0.35
C00002185,0,0.364,2,0.35
C00002186,0,0.336,2,0.35
C00002187,1,0.327,2,0.35
C00002188,0,0.331,2,0.35
C00002189,0,0.341,2,0.35
C00002190,1,0.346,2,0.35
C00002191,0,0.334,2,0.35
C00002192,0,0.331,2,0.35
C00002193,1,0.314,2,0.35
C00002194,0,0.329,2,0.35
C00002195,0,0.326,2,0.35
C00002196,1,0.314,2,0.35
C00002197,0,0.336,2,0.35
C00002198,0,0.325,2,0.35
C00002199,0,0.306,2,0.35
C00002200,1,0.342,2,0.35
C00002201,0,0.347,2,0.35
C00002202,1,0.353,2,0.35
C00002203,1,0.337,2,0.35
C00002204,0,0.306,2,0.35
C00002205,0,0.306,2,0.35
C00002206,0,0.317,2,0.35
C00002207,1,0.333,2,0.35
C00002208,0,0.307,2,0.35
C00002209,0,0.353,2,0.35
C00002210,0,0.344,2,0.35
C00002211,1,0.325,2,0.35
C00002212,0,0.312,2,0.35
C00002213,1,0.307,2,0.35
C00002214,0,0.322,2,0.35
C00002215,1,0.327,2,0.35
C00002216,0,0.345,2,0.35
C00002217,0,0.314,2,0.35
C00002218,1,0.363,2,0.35
C00002219,1,0.335,2,0.35
C00002220,0,0.34,2,0.35
C00002221,0,0.317,2,0.35
C00002222,0,0.338,2,0.35
C00002223,0,0.33,2,0.35
C00002224,0,0.319,2,0.35
C00002225,1,0.337,2,0.35
C00002226,0,0.311,2,0.35
C00002227,1,0.338,2,0.35
C00002228,0,0.324,2,0.35
C00002229,0,0.318,2,0.35
C00002230,1,0.346,2,0.35
C00002231,0,0.342,2,0.35
C00002232,1,0.36,2,0.35
C00002233,0,0.329,2,0.35
C00002234,1,0.328,2,0.35
C00002235,1,0.325,2,0.35
C00002236,1,0.307,2,0.35
C00002237,0,0.34,2,0.35
C00002238,0,0.322,2,0.35
C00002239,0,0.325,2,0.35
C00002240,0,0.318,2,0.35
C00002241,0,0.339,2,0.35
C00002242,0,0.33,2,0.35
C00002243,0,0.336,2,0.35
C00002244,0,0.324,2,0.35
C00002245,0,0.332,2,0.35
C00002246,0,0.327,2,0.35
C00002247,0,0.372,2,0.35
C00002248,0,0.322,2,0.35
C00002249,0,0.309,2,0.35
C00002250,0,0.319,2,0.35
C00002251,0,0.324,2,0.35
C00002252,1,0.319,2,0.35
C00002253,0,0.321,2,0.35
C00002254,0,0.354,2,0.35
C00002255,1,0.355,2,0.35
C00002256,0,0.326,2,0.35
C00002257,1,0.362,2,0.35
C00002258,1,0.321,2,0.35
C00002259,0,0.343,2,0.35
C00002260,0,0.311,2,0.35
C00002261,1,0.343,2,0.35
C00002262,1,0.343,2,0.35
C00002263,0,0.348,2,0.35
C00002264,0,0.319,2,0.35
C00002265,0,0.346,2,0.35
C00002266,0,0.356,2,0.35
C00002267,1,0.351,2,0.35
C00002268,0,0.341,2,0.35
C00002269,1,0.313,2,0.35
C00002270,1,0.33,2,0.35
C00002271,0,0.341,2,0.35
C00002272,0,0.356,2,0.35
C00002273,1,0.325,2,0.35
C00002274,1,0.318,2,0.35
C00002275,1,0.327,2,0.35
C00002276,0,0.313,2,0.35
C00002277,0,0.358,2,0.35
C00002278,0,0.331,2,0.35
C00002279,1,0.314,2,0.35
C00002280,0,0.321,2,0.35
C00002281,0,0.33,2,0.35
C00002282,0,0.309,2,0.35
C00002283,0,0.32,2,0.35
C00002284,1,0.336,2,0.35
C00002285,0,0.303,2,0.35
C00002286,0,0.317,2,0.35
C00002287,1,0.327,2,0.35
C00002288,1,0.324,2,0.35
C00002289,0,0.314,2,0.35
C00002290,0,0.336,2,0.35
C00002291,1,0.354,2,0.35
C00002292,1,0.32,2,0.35
C00002293,0,0.333,2,0.35
C00002294,0,0.326,2,0.35
C00002295,0,0.369,2,0.35
C00002296,0,0.325,2,0.35
C00002297,1,0.358,2,0.35
C00002298,0,0.333,2,0.35
C00002299,0,0.312,2,0.35
C00002300,1,0.351,2,0.35
C00002301,1,0.355,2,0.35
C00002302,1,0.331,2,0.35
C00002303,0,0.31,2,0.35
C00002304,0,0.321,2,0.35
C00002305,0,0.308,2,0.35
C00002306,0,0.303,2,0.35
C00002307,0,0.322,2,0.35
C00002308,0,0.306,2,0.35
C00002309,0,0.351,2,0.35
C00002310,1,0.303,2,0.35
C00002311,1,0.362,2,0.35
C00002312,0,0.34,2,0.35
C00002313,0,0.315,2,0.35
C00002314,0,0.359,2,0.35
C00002315,0,0.32,2,0.35
C00002316,0,0.338,2,0.35
C00002317,0,0.32,2,0.35
C00002318,1,0.326,2,0.35
C00002319,0,0.325,2,0.35
C00002320,1,0.356,2,0.35
C00002321,0,0.303,2,0.35
C00002322,0,0.312,2,0.35
C00002323,0,0.33,2,0.35
C00002324,0,0.318,2,0.35
C00002325,0,0.312,2,0.35
C00002326,1,0.35,2,0.35
C00002327,0,0.314,2,0.35
C00002328,0,0.298,2,0.35
C00002329,0,0.351,2,0.35
C00002330,0,0.332,2,0.35
C00002331,0,0.353,2,0.35
C00002332,0,0.309,2,0.35
C00002333,1,0.321,2,0.35
C00002334,0,0.349,2,0.35
C00002335,0,0.334,2,0.35
C00002336,1,0.347,2,0.35
C00002337,1,0.317,2,0.35
C00002338,0,0.329,2,0.35
C00002339,0,0.361,2,0.35
C00002340,0,0.33,2,0.35
C00002341,0,0.318,2,0.35
C00002342,0,0.332,2,0.35
C00002343,1,0.347,2,0.35
C00002344,0,0.34,2,0.35
C00002345,1,0.3,2,0.35
C00002346,0,0.332,2,0.35
C00002347,1,0.335,2,0.35
C00002348,1,0.316,2,0.35
C00002349,0,0.339,2,0.35
C00002350,0,0.313,2,0.35
C00002351,0,0.323,2,0.35
C00002352,1,0.327,2,0.35
C00002353,0,0.319,2,0.35
C00002354,0,0.321,2,0.35
C00002355,0,0.332,2,0.35
C00002356,1,0.319,2,0.35
C00002357,0,0.349,2,0.35
C00002358,0,0.338,2,0.35
C00002359,1,0.331,2,0.35
C00002360,0,0.309,2,0.35
C00002361,1,0.341,2,0.35
C00002362,0,0.358,2,0.35
C00002363,0,0.326,2,0.35
C00002364,1,0.303,2,0.35
C00002365,1,0.329,2,0.35
C00002366,1,0.346,2,0.35
C00002367,0,0.315,2,0.35
C00002368,0,0.336,2,0.35
C00002369,0,0.331,2,0.35
C00002370,0,0.352,2,0.35
C00002371,0,0.311,2,0.35
C00002372,0,0.303,2,0.35
C00002373,0,0.319,2,0.35
C00002374,0,0.328,2,0.35
C00002375,0,0.345,2,0.35
C00002376,0,0.346,2,0.35
C00002377,1,0.326,2,0.35
C00002378,0,0.357,2,0.35
C00002379,0,0.322,2,0.35
C00002380,1,0.327,2,0.35
C00002381,1,0.31,2,0.35
C00002382,0,0.325,2,0.35
C00002383,0,0.309,2,0.35
C00002384,0,0.33,2,0.35
C00002385,0,0.336,2,0.35
C00002386,1,0.336,2,0.35
C00002387,1,0.348,2,0.35
C00002388,0,0.319,2,0.35
C00002389,1,0.35,2,0.35
C00002390,0,0.329,2,0.35
C00002391,0,0.328,2,0.35
C00002392,1,0.331,2,0.35
C00002393,0,0.349,2,0.35
C00002394,0,0.317,2,0.35
C00002395,0,0.328,2,0.35
C00002396,1,0.354,2,0.35
C00002397,0,0.316,2,0.35
C00002398,0,0.33,2,0.35
C00002399,0,0.327,2,0.35
C00002400,0,0.359,2,0.35
C00002401,0,0.339,2,0.35
C00002402,1,0.336,2,0.35
C00002403,1,0.348,2,0.35
C00002404,1,0.311,2,0.35
C00002405,1,0.306,2,0.35
C00002406,0,0.304,2,0.35
C00002407,0,0.344,2,0.35
C00002408,0,0.329,2,0.35
C00002409,0,0.327,2,0.35
C00002410,1,0.345,2,0.35
C00002411,1,0.304,2,0.35
C00002412,1,0.353,2,0.35
C00002413,0,0.337,2,0.35
C00002414,0,0.338,2,0.35
C00002415,0,0.356,2,0.35
C00002416,0,0.303,2,0.35
C00002417,0,0.308,2,0.35
C00002418,0,0.332,2,0.35
C00002419,0,0.325,2,0.35
C00002420,1,0.316,2,0.35
C00002421,0,0.311,2,0.35
C00002422,0,0.316,2,0.35
C00002423,1,0.359,2,0.35
C00002424,0,0.306,2,0.35
C00002425,1,0.307,2,0.35
C00002426,1,0.325,2,0.35
C00002427,0,0.377,2,0.35
C00002428,1,0.348,2,0.35
C00002429,0,0.324,2,0.35
C00002430,1,0.339,2,0.35
C00002431,1,0.311,2,0.35
C00002432,1,0.366,2,0.35
C00002433,0,0.335,2,0.35
C00002434,0,0.308,2,0.35
C00002435,1,0.344,2,0.35
C00002436,1,0.339,2,0.35
C00002437,0,0.338,2,0.35
C00002438,1,0.32,2,0.35
C00002439,0,0.32,2,0.35
C00002440,1,0.324,2,0.35
C00002441,1,0.33,2,0.35
C00002442,0,0.329,2,0.35
C00002443,0,0.355,2,0.35
C00002444,0,0.308,2,0.35
C00002445,0,0.318,2,0.35
C00002446,0,0.353,2,0.35
C00002447,0,0.314,2,0.35
C00002448,0,0.329,2,0.35
C00002449,0,0.306,2,0.35
C00002450,0,0.349,2,0.35
C00002451,1,0.304,2,0.35
C00002452,1,0.344,2,0.35
C00002453,0,0.343,2,0.35
C00002454,1,0.356,2,0.35
C00002455,0,0.312,2,0.35
C00002456,0,0.333,2,0.35
C00002457,0,0.301,2,0.35
C00002458,0,0.354,2,0.35
C00002459,0,0.335,2,0.35
C00002460,0,0.319,2,0.35
C00002461,1,0.318,2,0.35
C00002462,1,0.343,2,0.35
C00002463,0,0.33,2,0.35
C00002464,0,0.314,2,0.35
C00002465,0,0.312,2,0.35
C00002466,1,0.323,2,0.35
C00002467,1,0.319,2,0.35
C00002468,0,0.356,2,0.35
C00002469,0,0.311,2,0.35
C00002470,0,0.334,2,0.35
C00002471,0,0.319,2,0.35
C00002472,1,0.321,2,0.35
C00002473,1,0.323,2,0.35
C00002474,0,0.299,2,0.35
C00002475,0,0.353,2,0.35
C00002476,0,0.317,2,0.35
C00002477,0,0.314,2,0.35
C00002478,0,0.35,2,0.35
C00002479,0,0.318,2,0.35
C00002480,1,0.324,2,0.35
C00002481,0,0.305,2,0.35
C00002482,0,0.332,2,0.35
C00002483,0,0.299,2,0.35
C00002484,0,0.314,2,0.35
C00002485,1,0.322,2,0.35
C00002486,0,0.328,2,0.35
C00002487,1,0.335,2,0.35
C00002488,1,0.337,2,0.35
C00002489,0,0.319,2,0.35
C00002490,0,0.3,2,0.35
C00002491,1,0.363,2,0.35
C00002492,0,0.321,2,0.35
C00002493,0,0.292,2,0.35
C00002494,1,0.355,2,0.35
C00002495,1,0.307,2,0.35
C00002496,0,0.334,2,0.35
C00002497,0,0.329,2,0.35
C00002498,0,0.323,2,0.35
C00002499,1,0.304,2,0.35
C00002500,0,0.296,2,0.35
C00002501,0,0.318,2,0.35
C00002502,1,0.33,2,0.35
C00002503,1,0.357,2,0.35
C00002504,1,0.316,2,0.35
C00002505,0,0.311,2,0.35
C00002506,0,0.339,2,0.35
C00002507,1,0.344,2,0.35
C00002508,1,0.362,2,0.35
C00002509,0,0.291,2,0.35
C00002510,0,0.34,2,0.35
C00002511,0,0.332,2,0.35
C00002512,0,0.322,2,0.35
C00002513,0,0.335,2,0.35
C00002514,0,0.347,2,0.35
C00002515,0,0.336,2,0.35
C00002516,1,0.307,2,0.35
C00002517,0,0.315,2,0.35
C00002518,0,0.315,2,0.35
C00002519,0,0.342,2,0.35
C00002520,0,0.346,2,0.35
C00002521,0,0.324,2,0.35
C00002522,0,0.351,2,0.35
C00002523,0,0.327,2,0.35
C00002524,0,0.331,2,0.35
C00002525,1,0.334,2,0.35
C00002526,0,0.315,2,0.35
C00002527,1,0.345,2,0.35
C00002528,1,0.352,2,0.35
C00002529,1,0.33,2,0.35
C00002530,0,0.325,2,0.35
C00002531,0,0.32,2,0.35
C00002532,0,0.331,2,0.35
C00002533,1,0.321,2,0.35
C00002534,0,0.333,2,0.35
C00002535,1,0.352,2,0.35
C00002536,0,0.307,2,0.35
C00002537,1,0.322,2,0.35
C00002538,0,0.337,2,0.35
C00002539,0,0.322,2,0.35
C00002540,0,0.332,2,0.35
C00002541,0,0.312,2,0.35
C00002542,0,0.35,2,0.35
C00002543,0,0.315,2,0.35
C00002544,0,0.345,2,0.35
C00002545,0,0.306,2,0.35
C00002546,0,0.318,2,0.35
C00002547,1,0.352,2,0.35
C00002548,0,0.353,2,0.35
C00002549,0,0.345,2,0.35
C00002550,0,0.325,2,0.35
C00002551,0,0.303,2,0.35
C00002552,0,0.33,2,0.35
C00002553,0,0.323,2,0.35
C00002554,1,0.327,2,0.35
C00002555,0,0.33,2,0.35
C00002556,1,0.315,2,0.35
C00002557,0,0.319,2,0.35
C00002558,0,0.318,2,0.35
C00002559,0,0.311,2,0.35
C00002560,0,0.329,2,0.35
C00002561,0,0.335,2,0.35
C00002562,1,0.361,2,0.35
C00002563,1,0.362,2,0.35
C00002564,0,0.361,2,0.35
C00002565,0,0.326,2,0.35
C00002566,0,0.323,2,0.35
C00002567,0,0.335,2,0.35
C00002568,0,0.329,2,0.35
C00002569,1,0.341,2,0.35
C00002570,1,0.339,2,0.35
C00002571,0,0.327,2,0.35
C00002572,0,0.327,2,0.35
C00002573,1,0.354,2,0.35
C00002574,1,0.306,2,0.35
C00002575,0,0.326,2,0.35
C00002576,0,0.359,2,0.35
C00002577,1,0.335,2,0.35
C00002578,1,0.317,2,0.35
C00002579,0,0.322,2,0.35
C00002580,1,0.334,2,0.35
C00002581,0,0.316,2,0.35
C00002582,1,0.292,2,0.35
C00002583,0,0.305,2,0.35
C00002584,0,0.323,2,0.35
C00002585,0,0.329,2,0.35
C00002586,0,0.324,2,0.35
C00002587,0,0.341,2,0.35
C00002588,0,0.347,2,0.35
C00002589,0,0.325,2,0.35
C00002590,0,0.297,2,0.35
C00002591,1,0.333,2,0.35
C00002592,1,0.331,2,0.35
C00002593,1,0.343,2,0.35
C00002594,0,0.325,2,0.35
C00002595,0,0.289,2,0.35
C00002596,1,0.375,2,0.35
C00002597,0,0.342,2,0.35
C00002598,0,0.337,2,0.35
C00002599,1,0.336,2,0.35
C00002600,1,0.339,2,0.35
C00002601,0,0.324,2,0.35
C00002602,1,0.347,2,0.35
C00002603,0,0.319,2,0.35
C00002604,1,0.355,2,0.35
C00002605,0,0.328,2,0.35
C00002606,0,0.295,2,0.35
C00002607,0,0.341,2,0.35
C00002608,0,0.331,2,0.35
C00002609,1,0.342,2,0.35
C00002610,0,0.304,2,0.35
C00002611,1,0.322,2,0.35
C00002612,1,0.334,2,0.35
C00002613,0,0.339,2,0.35
C00002614,1,0.345,2,0.35
C00002615,0,0.337,2,0.35
C00002616,0,0.314,2,0.35
C00002617,0,0.329,2,0.35
C00002618,1,0.324,2,0.35
C00002619,1,0.342,2,0.35
C00002620,1,0.351,2,0.35
C00002621,1,0.336,2,0.35
C00002622,1,0.322,2,0.35
C00002623,0,0.339,2,0.35
C00002624,1,0.339,2,0.35
C00002625,0,0.369,2,0.35
C00002626,0,0.332,2,0.35
C00002627,0,0.361,2,0.35
C00002628,0,0.333,2,0.35
C00002629,0,0.357,2,0.35
C00002630,0,0.31,2,0.35
C00002631,0,0.307,2,0.35
C00002632,0,0.325,2,0.35
C00002633,1,0.307,2,0.35
C00002634,0,0.352,2,0.35
C00002635,0,0.327,2,0.35
