id_cliente,fecha_alta,ingreso_mensual,region,segmento
C00014399,2020-11-17,1040478,IV,mass
C00014400,2022-10-02,801888,IV,mass_affluent
C00014401,2022-11-09,742951,XII,mass
C00014402,2021-09-26,1071756,XIV,mass
C00014403,2018-11-17,702587,IV,affluent
C00014404,2021-08-21,841725,XII,mass_affluent
C00014405,2024-04-01,3348826,II,pyme
C00014406,2020-12-18,3082771,IX,affluent
C00014407,2018-07-08,638265,V,mass
C00014408,2018-02-12,1657149,IX,mass_affluent
C00014409,2022-10-22,909793,VI,mass
C00014410,2023-06-28,1055497,VI,mass_affluent
C00014411,2018-11-26,780843,III,mass
C00014412,2021-05-16,506024,VII,mass
C00014413,2018-10-19,1088302,III,mass
C00014414,2018-06-10,719735,XII,mass_affluent
C00014415,2018-08-06,767693,XVI,mass
C00014416,2024-09-22,1896497,III,mass_affluent
C00014417,2023-02-25,5001322,IV,affluent
C00014418,2019-05-13,1403785,III,mass_affluent
C00014419,2021-03-15,1487600,IV,mass
C00014420,2020-07-14,515897,VI,mass
C00014421,2021-04-22,3205690,X,pyme
C00014422,2024-06-19,1150634,IX,mass_affluent
C00014423,2019-02-26,1209856,VII,mass
C00014424,2020-08-11,2393625,XVI,pyme
C00014425,2021-05-24,542197,VII,mass
C00014426,2025-06-23,1109954,VII,mass
C00014427,2020-12-16,690393,XV,mass
C00014428,2022-04-14,475204,XI,mass
C00014429,2025-02-13,719689,RM,mass
C00014430,2021-06-23,2004550,XII,mass_affluent
C00014431,2021-08-10,762706,VI,mass
C00014432,2020-05-04,1303635,X,mass_affluent
C00014433,2021-10-28,2996825,II,affluent
C00014434,2022-01-08,594382,IX,affluent
C00014435,2019-05-22,1514958,VIII,mass
C00014436,2019-12-10,1471912,VII,mass_affluent
C00014437,2018-03-12,1040881,VI,mass
C00014438,2018-09-23,2247304,IV,mass_affluent
C00014439,2018-01-25,530609,III,mass
C00014440,2018-09-17,858593,XI,mass_affluent
C00014441,2025-06-21,1197720,IV,mass
C00014442,2022-11-16,1088948,XII,mass_affluent
C00014443,2021-05-07,701208,VII,mass
C00014444,2019-06-28,608707,III,mass
C00014445,2019-01-08,300000,III,mass_affluent
C00014446,2019-09-03,741934,IV,mass
C00014447,2021-01-29,1460023,V,mass_affluent
C00014448,2021-04-03,2032195,IX,mass_affluent
C00014449,2025-03-03,1270090,IV,mass_affluent
C00014450,2020-10-23,1189474,X,mass_affluent
C00014451,2020-09-04,1765298,XI,mass_affluent
C00014452,2021-07-03,3565510,XII,pyme
C00014453,2024-08-11,505738,XV,mass
C00014454,2023-08-06,502313,VI,mass_affluent
C00014455,2024-12-31,2610689,VIII,mass_affluent
C00014456,2023-01-26,1188114,VIII,mass
C00014457,2018-06-12,629066,III,mass
C00014458,2018-11-17,713857,II,mass
C00014459,2018-09-24,1471394,XVI,mass_affluent
C00014460,2022-08-29,580308,X,mass
C00014461,2024-07-24,1195688,RM,mass_affluent
C00014462,2021-12-12,1428871,IV,mass_affluent
C00014463,2020-09-23,778396,XIV,mass_affluent
C00014464,2025-03-16,1379923,VIII,mass
C00014465,2025-04-06,644595,XII,mass_affluent
C00014466,2018-07-09,437430,XIV,mass_affluent
C00014467,2023-12-28,1020846,XV,mass
C00014468,2024-05-02,695151,VIII,mass
C00014469,2025-02-20,900865,XI,mass
C00014470,2019-11-26,2474017,III,pyme
C00014471,2020-07-01,699255,VIII,mass
C00014472,2020-06-10,770278,XII,mass
C00014473,2018-12-20,895819,V,mass
C00014474,2021-01-05,1079321,VIII,mass
C00014475,2024-04-21,605794,XV,mass
C00014476,2025-05-27,1725109,IV,mass_affluent
C00014477,2021-05-14,678687,X,mass
C00014478,2025-05-16,2613466,V,affluent
C00014479,2020-05-05,575211,X,mass
C00014480,2022-01-24,721790,V,mass
C00014481,2023-07-21,875872,XI,mass_affluent
C00014482,2021-10-19,920656,X,mass_affluent
C00014483,2024-04-11,2067690,XVI,affluent
C00014484,2020-04-23,300000,XI,mass
C00014485,2021-09-05,557452,XIV,mass
C00014486,2021-03-17,1237978,X,mass_affluent
C00014487,2019-12-27,883959,XVI,mass
C00014488,2024-12-12,1582102,VII,affluent
C00014489,2023-01-17,783752,VIII,mass
C00014490,2019-12-15,886635,V,mass
C00014491,2018-01-21,1349665,XV,mass_affluent
C00014492,2020-11-20,1577447,XV,mass_affluent
C00014493,2020-09-19,3179138,III,affluent
C00014494,2023-04-05,2599107,IV,affluent
C00014495,2020-05-27,623524,VI,mass
C00014496,2022-07-18,1564324,VIII,mass_affluent
C00014497,2021-02-05,1147184,XIV,pyme
C00014498,2018-05-04,300000,X,mass
C00014499,2023-06-12,606752,X,mass
C00014500,2021-09-27,1762065,XVI,pyme
C00014501,2023-11-22,825121,XIV,mass
C00014502,2019-03-30,2566621,III,pyme
C00014503,2020-01-06,626334,V,mass
C00014504,2024-10-14,3034015,V,affluent
C00014505,2023-08-02,1925783,IX,mass_affluent
C00014506,2024-12-14,1382718,VIII,mass_affluent
C00014507,2022-03-11,1009609,II,mass_affluent
C00014508,2022-10-06,685677,XI,mass
C00014509,2022-04-14,1830552,IV,mass_affluent
C00014510,2025-04-21,707397,XIV,pyme
C00014511,2024-05-11,3227523,VI,pyme
C00014512,2021-07-21,1769401,V,pyme
C00014513,2022-12-30,2015433,RM,mass_affluent
C00014514,2024-10-04,1606747,IV,mass_affluent
C00014515,2020-08-19,1768916,RM,mass_affluent
C00014516,2018-12-18,1923989,RM,mass_affluent
C00014517,2022-11-13,2012182,IX,mass_affluent
C00014518,2023-12-14,994555,V,mass
C00014519,2021-05-27,548686,XVI,mass
C00014520,2020-11-16,1840043,VIII,mass_affluent
C00014521,2024-05-07,446902,XV,mass
C00014522,2020-06-20,487034,XII,mass
C00014523,2024-09-16,761921,VII,mass
C00014524,2019-09-03,4180288,RM,affluent
C00014525,2019-11-20,2290100,XI,pyme
C00014526,2021-11-08,1069178,VI,mass_affluent
C00014527,2021-10-23,3166476,IX,pyme
C00014528,2018-12-07,2471513,XII,affluent
C00014529,2023-06-13,898553,IX,mass
C00014530,2018-04-26,817383,XII,mass
C00014531,2018-07-11,545079,XIV,mass
C00014532,2023-12-15,1069171,XVI,mass
C00014533,2024-11-05,647051,XII,mass_affluent
C00014534,2018-09-12,561373,IV,mass
C00014535,2021-10-08,3201173,XI,pyme
C00014536,2019-01-08,2906539,RM,mass_affluent
C00014537,2022-04-07,344146,VII,mass
C00014538,2021-09-30,2282428,XII,pyme
C00014539,2023-11-07,300000,VII,pyme
C00014540,2021-09-03,1399318,IX,mass_affluent
C00014541,2024-06-16,1146220,XI,mass_affluent
C00014542,2020-04-08,2480360,IX,pyme
C00014543,2023-12-05,2179480,II,mass_affluent
C00014544,2020-07-04,3811190,XII,affluent
C00014545,2022-05-01,698765,XI,mass
C00014546,2020-01-02,1828013,X,mass_affluent
C00014547,2024-07-15,807107,XII,mass
C00014548,2021-11-02,529139,VII,mass
C00014549,2022-08-24,775301,IX,mass
C00014550,2019-03-09,907741,XV,mass
C00014551,2019-06-28,1718515,XVI,mass
C00014552,2025-05-25,1120286,X,mass
C00014553,2024-04-07,971324,III,mass
C00014554,2019-09-20,1181756,VII,affluent
C00014555,2020-04-29,1581558,VI,mass_affluent
C00014556,2024-04-28,2203284,XIV,mass_affluent
C00014557,2020-05-16,931983,XIV,mass
C00014558,2025-02-03,4133305,X,affluent
C00014559,2020-04-16,923973,XVI,mass
C00014560,2020-03-19,1053738,VIII,mass
C00014561,2023-02-13,367895,VI,mass
C00014562,2019-03-09,4465284,XII,pyme
C00014563,2022-03-08,3464285,XII,pyme
C00014564,2023-05-01,2086879,IX,mass_affluent
C00014565,2020-02-08,1564892,VI,mass_affluent
C00014566,2022-11-14,933228,XV,mass
C00014567,2020-11-13,1865192,IV,mass_affluent
C00014568,2019-03-16,755847,XIV,mass
C00014569,2018-06-23,600727,XIV,mass
C00014570,2024-03-17,1162881,XI,pyme
C00014571,2019-04-13,2343126,VI,pyme
C00014572,2024-09-20,582764,X,mass
C00014573,2022-04-17,618490,II,mass
C00014574,2018-09-21,1167352,IV,mass
C00014575,2020-07-17,1205426,X,mass
C00014576,2024-07-16,711460,XII,mass
C00014577,2023-03-06,2150400,II,mass_affluent
C00014578,2021-03-09,752758,IV,mass
C00014579,2023-03-22,705662,II,mass
C00014580,2022-11-25,892150,XVI,mass
C00014581,2022-12-03,1126625,IX,mass_affluent
C00014582,2023-11-12,715749,V,mass
C00014583,2019-03-27,1135282,IX,mass
C00014584,2024-06-01,1665683,IX,mass_affluent
C00014585,2024-06-19,1689808,XII,mass_affluent
C00014586,2024-02-12,743003,X,mass
C00014587,2018-03-20,1340746,VII,mass_affluent
C00014588,2020-08-22,828492,XI,mass
C00014589,2025-04-08,1887824,XI,mass_affluent
C00014590,2020-01-05,885586,VII,mass
C00014591,2018-07-13,3229169,VI,pyme
C00014592,2021-05-01,336518,RM,pyme
C00014593,2023-10-14,997636,RM,mass_affluent
C00014594,2024-05-06,1763309,VI,pyme
C00014595,2023-07-14,908626,XII,mass
C00014596,2021-05-11,1682132,IX,mass_affluent
C00014597,2018-08-19,962275,XIV,mass
C00014598,2023-12-09,713666,III,mass
C00014599,2021-10-03,826755,VII,mass
C00014600,2024-10-29,2385741,V,mass_affluent
C00014601,2024-08-08,1516495,XVI,mass_affluent
C00014602,2023-07-02,1140335,IX,affluent
C00014603,2019-05-25,1742348,X,mass_affluent
C00014604,2020-08-22,3919861,IX,pyme
C00014605,2021-07-22,4141639,XVI,affluent
C00014606,2021-07-28,2672370,VIII,affluent
C00014607,2024-05-14,735027,V,mass
C00014608,2022-05-25,989127,III,mass
C00014609,2021-05-07,1570860,XIV,mass_affluent
C00014610,2018-05-12,3156768,XV,pyme
C00014611,2020-09-28,656545,XIV,mass
C00014612,2024-11-13,891187,RM,mass
C00014613,2022-09-08,665482,VII,mass
C00014614,2020-08-18,746523,II,mass
C00014615,2024-03-05,1917712,VIII,affluent
C00014616,2018-11-17,596786,IV,mass
C00014617,2023-04-28,441369,XVI,mass
C00014618,2021-09-17,715026,VII,mass_affluent
C00014619,2022-12-26,564880,II,mass
C00014620,2020-02-23,905643,XI,mass
C00014621,2018-11-25,1618231,XVI,mass_affluent
C00014622,2022-09-21,1008355,III,mass
C00014623,2024-11-27,1948103,XII,pyme
C00014624,2023-07-02,743474,XII,mass_affluent
C00014625,2019-03-19,2920480,IV,pyme
C00014626,2024-06-25,794709,XVI,mass
C00014627,2024-09-01,1430227,IV,mass_affluent
C00014628,2025-01-12,954377,X,mass_affluent
C00014629,2023-01-13,1314637,V,mass_affluent
C00014630,2023-08-24,968361,XI,mass
C00014631,2022-02-11,498240,XII,mass
C00014632,2025-03-19,340408,XIV,mass
C00014633,2021-11-08,3142272,VIII,affluent
C00014634,2019-03-28,2188067,V,affluent
C00014635,2018-01-09,984527,XII,mass
C00014636,2024-11-26,1330607,RM,mass_affluent
C00014637,2023-09-03,975123,VI,mass_affluent
C00014638,2025-03-20,1570146,XVI,mass_affluent
C00014639,2024-10-15,790025,XVI,mass
C00014640,2022-06-03,2961538,X,affluent
C00014641,2024-03-20,957717,II,mass_affluent
C00014642,2025-06-27,2101595,VI,mass_affluent
C00014643,2021-10-12,1199953,VIII,mass_affluent
C00014644,2024-02-22,2216121,RM,mass_affluent
C00014645,2024-08-24,369950,IX,mass
C00014646,2021-01-23,3534371,XI,pyme
C00014647,2021-05-16,924332,XIV,mass
C00014648,2020-09-05,2696987,X,affluent
C00014649,2022-09-09,1333082,V,affluent
C00014650,2024-11-16,1526446,VII,mass_affluent
C00014651,2021-07-09,571957,XI,mass_affluent
C00014652,2024-07-05,684369,RM,mass
C00014653,2020-02-01,995305,XII,mass
C00014654,2022-02-01,1397578,V,mass_affluent
C00014655,2019-07-20,748282,IX,mass
C00014656,2019-12-03,1142816,XIV,mass
C00014657,2022-05-23,2649880,VII,pyme
C00014658,2018-09-19,1226655,VII,mass
C00014659,2024-07-18,715448,VIII,mass
C00014660,2018-10-13,1052640,XI,mass
C00014661,2024-05-21,1420557,XIV,mass_affluent
C00014662,2018-11-16,884357,VIII,mass
C00014663,2019-10-28,1083060,VI,mass_affluent
C00014664,2022-07-01,860462,IV,mass
C00014665,2023-03-20,876854,XVI,mass
C00014666,2021-03-03,829269,XIV,mass
C00014667,2019-04-10,364418,XI,mass
C00014668,2024-10-16,4019698,VII,affluent
C00014669,2021-03-22,875165,X,mass
C00014670,2020-04-14,908403,VI,mass
C00014671,2022-04-23,1176311,III,mass
C00014672,2019-04-04,779580,II,mass
C00014673,2021-04-13,968227,VII,mass
C00014674,2023-01-15,991115,VII,mass
C00014675,2022-02-02,2161649,XV,pyme
C00014676,2022-05-18,800109,XI,mass
C00014677,2023-11-27,1102431,XIV,mass_affluent
C00014678,2020-02-02,300000,VIII,mass_affluent
C00014679,2018-01-02,611079,III,mass
C00014680,2024-02-24,807728,IV,mass_affluent
C00014681,2021-10-20,1494147,II,affluent
C00014682,2021-06-12,1144341,RM,mass_affluent
C00014683,2022-07-10,5332089,VII,pyme
C00014684,2018-05-05,915301,XVI,mass_affluent
C00014685,2019-03-15,926635,III,mass
C00014686,2022-04-03,300000,XV,pyme
C00014687,2023-05-01,872649,VI,mass
C00014688,2018-01-13,1835235,V,mass_affluent
C00014689,2022-06-07,940074,VI,mass_affluent
C00014690,2022-06-03,2344268,XIV,affluent
C00014691,2019-08-14,1373077,XIV,pyme
C00014692,2020-01-16,923057,VII,mass
C00014693,2020-11-16,1640775,IX,mass_affluent
C00014694,2018-04-25,997965,XVI,mass
C00014695,2023-07-28,1418062,XVI,mass_affluent
C00014696,2023-03-07,729976,IX,mass_affluent
C00014697,2021-05-15,520331,XI,mass
C00014698,2021-10-18,1632602,II,affluent
C00014699,2022-12-04,582678,III,mass
C00014700,2019-11-11,651362,XIV,mass
C00014701,2020-03-05,1926111,XV,pyme
C00014702,2022-04-18,1420212,XVI,mass_affluent
C00014703,2018-12-30,559208,VIII,mass_affluent
C00014704,2025-02-16,1000773,IX,mass
C00014705,2021-09-04,867471,VII,mass
C00014706,2021-05-03,702168,XII,mass
C00014707,2019-12-29,659426,RM,mass
C00014708,2018-04-01,666476,XI,mass
C00014709,2022-03-05,705046,XI,mass
C00014710,2019-11-06,1716362,V,mass_affluent
C00014711,2022-07-28,757455,X,mass
C00014712,2019-10-19,1634773,XIV,mass_affluent
C00014713,2018-06-02,2582642,IV,pyme
C00014714,2023-06-30,646998,XIV,mass
C00014715,2019-01-05,689202,RM,mass_affluent
C00014716,2018-09-17,1140800,IV,mass
C00014717,2021-03-11,951605,XV,mass
C00014718,2019-06-02,2137596,RM,mass_affluent
C00014719,2022-01-21,672812,VII,mass
C00014720,2023-09-06,882300,RM,mass
C00014721,2019-06-14,2381076,VIII,affluent
C00014722,2021-07-27,963063,XVI,mass
C00014723,2023-09-17,2282966,XII,mass_affluent
C00014724,2019-10-02,2257110,XI,mass_affluent
C00014725,2024-04-16,808453,XV,mass
C00014726,2020-06-11,1867273,X,mass_affluent
C00014727,2021-09-02,928826,VI,mass
C00014728,2022-02-17,834271,XV,mass
C00014729,2018-10-09,3014303,XII,pyme
C00014730,2024-05-26,606731,XV,mass
C00014731,2024-04-18,730858,V,mass_affluent
C00014732,2022-02-05,907786,XV,mass
C00014733,2022-10-07,525729,X,mass
C00014734,2023-03-17,1075889,IX,mass_affluent
C00014735,2021-10-05,1279272,II,mass_affluent
C00014736,2023-08-12,1175883,XIV,mass
C00014737,2022-05-22,1465993,IV,mass_affluent
C00014738,2022-08-24,579354,RM,mass
C00014739,2024-08-22,491608,V,mass
C00014740,2024-12-27,1410937,VIII,mass_affluent
C00014741,2023-01-14,1391930,III,mass_affluent
C00014742,2018-10-14,507852,III,mass
C00014743,2025-02-22,1566613,VIII,mass_affluent
C00014744,2018-07-26,388916,V,mass
C00014745,2019-11-10,1206451,II,pyme
C00014746,2019-04-06,4361916,RM,affluent
C00014747,2020-02-13,507422,IV,mass
C00014748,2023-06-02,765965,V,mass
C00014749,2023-11-05,2958783,II,pyme
C00014750,2021-07-14,4817174,XII,affluent
C00014751,2025-06-07,1180082,IV,mass
C00014752,2021-10-07,962023,IX,mass
C00014753,2018-06-12,530144,II,mass
C00014754,2020-12-19,2039828,XV,affluent
C00014755,2023-03-20,1922367,RM,pyme
C00014756,2025-02-10,5433422,XII,affluent
C00014757,2024-03-31,923347,VIII,mass
C00014758,2022-05-01,2940457,IX,affluent
C00014759,2018-01-20,846006,IX,mass
C00014760,2018-08-21,1139645,XIV,mass
C00014761,2024-03-08,646830,VI,mass
C00014762,2020-04-07,817372,XIV,mass
C00014763,2022-03-24,1383282,XII,mass_affluent
C00014764,2020-05-05,617802,IV,mass
C00014765,2020-09-14,736201,III,mass
C00014766,2021-05-17,3345489,VI,affluent
C00014767,2022-12-10,871872,VIII,mass
C00014768,2021-01-08,1147619,XV,mass
C00014769,2022-10-05,642603,IX,mass
C00014770,2021-02-19,857349,XIV,mass
C00014771,2021-01-02,499969,RM,mass
C00014772,2023-03-01,1459341,IV,mass_affluent
C00014773,2019-10-01,413675,X,mass
C00014774,2023-12-15,917266,XI,mass
C00014775,2022-08-24,4808077,II,affluent
C00014776,2020-10-31,1056489,XI,mass
C00014777,2020-04-06,1302184,XIV,mass_affluent
C00014778,2024-11-23,1042131,II,mass
C00014779,2024-12-18,710884,XVI,pyme
C00014780,2022-04-13,908062,VI,mass
C00014781,2021-06-05,2767775,IX,mass_affluent
C00014782,2018-08-20,1711512,V,mass_affluent
C00014783,2021-04-26,1363347,IX,mass_affluent
C00014784,2019-07-23,2658233,IV,affluent
C00014785,2023-06-21,867108,XII,mass
C00014786,2024-10-08,786211,RM,mass
C00014787,2020-07-28,2511200,XI,affluent
C00014788,2023-06-11,2833349,V,affluent
C00014789,2018-08-14,380212,IX,mass
C00014790,2022-11-25,1859903,V,mass_affluent
C00014791,2023-01-09,2030117,IV,mass_affluent
C00014792,2019-10-05,1839165,XVI,mass_affluent
C00014793,2023-06-10,2632793,VIII,affluent
C00014794,2020-07-02,3343868,VIII,affluent
C00014795,2021-08-03,898265,XV,mass
C00014796,2022-07-06,1341751,V,mass_affluent
C00014797,2021-09-27,1083574,XVI,mass
C00014798,2023-07-25,1005501,XI,mass
C00014799,2023-02-23,3986039,X,affluent
C00014800,2024-03-03,1656034,III,mass_affluent
C00014801,2023-12-04,419945,VII,mass
C00014802,2025-04-27,379709,III,mass_affluent
C00014803,2019-12-05,673271,VIII,mass
C00014804,2019-03-18,584625,XV,mass
C00014805,2023-10-12,1458865,XII,mass_affluent
C00014806,2019-12-29,914008,III,mass_affluent
C00014807,2019-06-25,508819,VI,mass
C00014808,2024-01-01,300000,VI,mass
C00014809,2018-06-26,798913,IX,mass_affluent
C00014810,2023-11-02,683419,XII,mass
C00014811,2023-07-03,1765352,VII,pyme
C00014812,2023-02-17,1054908,VII,mass
C00014813,2018-08-23,2655897,XIV,affluent
C00014814,2018-05-05,393980,XI,mass
C00014815,2020-10-07,723669,III,mass
C00014816,2019-04-06,913727,X,mass
C00014817,2024-06-01,307292,IX,mass_affluent
C00014818,2019-11-14,3935549,RM,pyme
C00014819,2022-08-02,900975,IV,mass
C00014820,2025-06-15,1145128,XII,mass
C00014821,2019-12-01,914287,III,mass
C00014822,2020-08-22,1276294,X,mass_affluent
C00014823,2018-08-14,779899,RM,mass
C00014824,2023-01-05,1898056,VIII,pyme
C00014825,2021-02-14,1002729,VIII,mass
C00014826,2020-02-22,1100959,VI,mass_affluent
C00014827,2024-06-18,3320935,XV,affluent
C00014828,2023-10-05,1082580,XIV,mass
C00014829,2018-02-27,852888,IX,mass
C00014830,2024-06-30,3062493,VIII,affluent
C00014831,2024-08-02,901227,XV,mass
C00014832,2022-09-15,1150549,IX,mass_affluent
C00014833,2021-06-09,815318,XI,affluent
C00014834,2024-10-06,549292,IV,mass
C00014835,2023-07-07,2206418,IV,affluent
C00014836,2022-07-04,881709,VII,mass
C00014837,2024-05-26,1043605,VI,mass_affluent
C00014838,2021-08-10,604249,V,mass
C00014839,2024-05-24,986425,XII,mass
C00014840,2024-05-09,896065,XVI,mass
C00014841,2019-04-06,1099037,III,mass
C00014842,2018-02-24,772291,RM,mass
C00014843,2023-11-18,415961,III,mass
C00014844,2025-01-02,2564300,XIV,mass_affluent
C00014845,2019-11-13,950874,XIV,mass
C00014846,2023-08-10,651545,VIII,mass
C00014847,2023-09-03,1015138,VIII,mass
C00014848,2024-08-26,848162,XI,mass
C00014849,2020-02-06,1104164,XV,mass
C00014850,2020-01-26,857286,IV,mass
C00014851,2020-11-11,1288290,VIII,mass_affluent
C00014852,2022-10-30,1636263,XI,mass_affluent
C00014853,2019-11-24,1983966,XI,mass_affluent
C00014854,2022-07-07,601635,XV,mass
C00014855,2024-01-17,3050755,VI,affluent
C00014856,2025-02-24,896956,XVI,mass_affluent
C00014857,2022-11-12,1740057,XIV,mass_affluent
C00014858,2018-01-20,812859,XIV,mass
C00014859,2021-10-24,957905,XI,mass
C00014860,2023-05-05,1051223,XII,mass
C00014861,2024-11-01,633482,V,mass
C00014862,2019-06-13,1592967,XII,mass_affluent
C00014863,2020-02-22,857018,II,mass
C00014864,2023-11-02,638233,XVI,mass
C00014865,2020-07-25,550626,X,mass
C00014866,2021-04-28,1181897,XV,mass
C00014867,2018-05-20,695048,X,mass
C00014868,2019-11-10,693949,IX,mass
C00014869,2023-09-23,736344,VI,mass
C00014870,2021-03-26,926381,X,mass
C00014871,2023-06-22,1261929,VI,mass_affluent
C00014872,2020-04-07,1560843,V,pyme
C00014873,2023-04-29,3152644,VII,affluent
C00014874,2023-09-20,1852557,X,mass_affluent
C00014875,2022-05-25,914204,VIII,mass
C00014876,2022-08-03,1188466,IX,mass_affluent
C00014877,2023-07-26,1189325,V,pyme
C00014878,2019-05-27,558157,XIV,mass
C00014879,2019-08-05,882335,XV,mass
C00014880,2018-02-23,1764658,IV,mass_affluent
C00014881,2022-07-23,678986,X,mass
C00014882,2023-12-05,1226667,IV,mass_affluent
C00014883,2021-03-12,498016,XIV,mass
C00014884,2023-02-26,782831,RM,mass
C00014885,2020-09-01,1842694,VIII,mass_affluent
C00014886,2024-07-18,1161966,RM,mass_affluent
C00014887,2020-03-26,2024015,III,mass_affluent
C00014888,2020-07-09,1950449,XIV,affluent
C00014889,2019-09-29,2205946,VI,affluent
C00014890,2023-06-24,760606,VIII,mass
C00014891,2019-10-08,2685850,X,pyme
C00014892,2023-02-17,737525,XVI,mass
C00014893,2020-07-18,865766,XIV,mass
C00014894,2021-08-11,3222960,RM,affluent
C00014895,2022-06-02,1096424,VIII,mass
C00014896,2021-04-16,3070632,XIV,affluent
C00014897,2024-09-15,716780,III,mass
C00014898,2018-11-29,900140,V,mass
C00014899,2025-04-11,355157,II,mass
C00014900,2018-01-24,812014,III,mass_affluent
C00014901,2024-03-01,3896660,XI,affluent
C00014902,2024-06-13,664966,XI,mass
C00014903,2018-03-04,599989,V,mass
C00014904,2021-07-11,909315,II,mass
C00014905,2023-06-23,767256,VII,mass
C00014906,2020-01-15,1976091,VII,mass_affluent
C00014907,2022-06-28,1290929,XVI,mass_affluent
C00014908,2023-05-17,1117515,XI,mass
C00014909,2020-08-16,712294,IV,mass
C00014910,2025-02-12,1963623,VIII,mass_affluent
C00014911,2025-03-23,821506,RM,mass
C00014912,2020-09-12,595228,IX,mass
C00014913,2024-01-16,1462850,VIII,mass_affluent
C00014914,2022-09-26,826891,IX,mass
C00014915,2023-05-13,775780,III,mass
C00014916,2019-07-03,604278,XI,mass
C00014917,2025-04-19,2216299,IX,mass_affluent
C00014918,2018-02-10,860841,X,mass
C00014919,2018-07-15,796697,XIV,affluent
C00014920,2021-09-04,851021,III,mass
C00014921,2023-07-18,926741,III,mass
C00014922,2019-06-01,498648,XVI,mass_affluent
C00014923,2020-12-13,622100,XVI,mass
C00014924,2022-05-02,1031146,VI,mass
C00014925,2018-07-26,840143,VIII,mass
C00014926,2020-12-26,1581090,RM,mass_affluent
C00014927,2020-04-18,500341,VII,mass
C00014928,2019-01-04,2144784,VIII,affluent
C00014929,2022-03-28,460263,XV,mass
C00014930,2023-06-09,327978,X,mass
C00014931,2023-10-01,300000,II,mass
C00014932,2024-07-28,1320824,XII,mass
C00014933,2024-07-08,2271265,VI,affluent
C00014934,2020-12-22,870781,IV,mass
C00014935,2022-04-13,3851264,V,pyme
C00014936,2024-02-02,837408,XII,mass
C00014937,2024-04-04,775802,IX,mass
C00014938,2024-01-09,889585,XVI,mass
C00014939,2023-07-28,2523707,V,mass_affluent
C00014940,2023-08-24,813868,XIV,mass
C00014941,2023-04-16,770522,IV,mass_affluent
C00014942,2021-12-10,1180928,VIII,pyme
C00014943,2018-10-22,1025472,V,mass_affluent
C00014944,2022-05-30,749721,XII,mass
C00014945,2018-12-10,895900,III,mass_affluent
C00014946,2024-11-19,650155,VI,mass
C00014947,2023-09-04,757290,XI,mass
C00014948,2019-08-16,1045106,VIII,mass
C00014949,2021-04-30,2096253,III,affluent
C00014950,2022-09-03,945854,RM,mass
C00014951,2023-10-31,1616218,XII,mass_affluent
C00014952,2025-04-18,1840808,XVI,mass_affluent
C00014953,2019-08-14,300000,III,mass
C00014954,2020-02-19,349778,XI,mass
C00014955,2021-06-03,730175,RM,mass_affluent
C00014956,2020-08-26,1134760,XV,mass
C00014957,2019-05-21,602579,X,mass
C00014958,2024-05-27,504175,XI,mass
C00014959,2025-01-27,2870603,X,affluent
C00014960,2020-06-06,1312907,VI,mass
C00014961,2021-03-30,627072,VII,mass
C00014962,2025-01-12,631206,XI,mass
C00014963,2023-02-09,1037112,XVI,mass
C00014964,2024-10-01,2777657,IX,pyme
C00014965,2019-01-27,796453,RM,mass
C00014966,2018-01-11,1259283,II,mass_affluent
C00014967,2021-01-25,1639772,X,mass_affluent
C00014968,2021-05-20,300000,V,mass
C00014969,2018-09-30,1629816,IX,mass_affluent
C00014970,2020-03-29,977834,VII,pyme
C00014971,2020-12-03,2222640,IX,mass_affluent
C00014972,2019-10-28,2015759,II,mass_affluent
C00014973,2018-09-10,987460,X,mass
C00014974,2020-01-12,4968594,XIV,affluent
C00014975,2024-09-06,1460832,VIII,mass
C00014976,2021-03-09,1489952,VII,mass_affluent
C00014977,2019-10-04,806196,XI,mass
C00014978,2019-12-26,1852526,XVI,mass_affluent
C00014979,2022-10-30,3602739,IX,affluent
C00014980,2020-04-11,300508,X,mass_affluent
C00014981,2021-03-01,726024,III,mass
C00014982,2024-01-14,1038635,XII,mass_affluent
C00014983,2022-08-05,2967106,XI,pyme
C00014984,2023-06-11,1713627,IV,mass_affluent
C00014985,2022-02-18,2991842,IV,affluent
C00014986,2018-03-10,2276415,IV,affluent
C00014987,2018-07-14,2432651,XI,affluent
C00014988,2021-03-12,1254428,IX,mass
C00014989,2018-11-05,300000,XI,mass
C00014990,2020-11-12,6020524,RM,affluent
C00014991,2020-02-05,4720249,XI,pyme
C00014992,2021-01-05,754124,XIV,mass
C00014993,2025-02-16,956879,V,mass
C00014994,2019-06-25,767410,V,mass
C00014995,2020-10-05,1407110,VII,mass_affluent
C00014996,2024-09-08,2528165,XV,affluent
C00014997,2020-04-11,1156187,XIV,mass_affluent
C00014998,2025-01-10,973219,X,mass
C00014999,2021-03-31,579097,XV,mass
C00015000,2024-02-03,3044746,XII,affluent
C00015001,2025-05-08,694947,III,mass
C00015002,2022-03-12,1285072,XVI,mass
C00015003,2025-04-25,1067652,VIII,mass
C00015004,2023-05-01,2244090,XI,affluent
C00015005,2019-06-05,1121901,XII,mass
C00015006,2019-05-02,894783,IV,mass
C00015007,2025-04-13,1074985,XII,mass
C00015008,2019-09-07,3625049,IV,pyme
C00015009,2023-11-15,437344,III,mass
C00015010,2020-12-25,939448,VIII,mass
