id_cliente,id_cuenta,limite,apr
C00002087,T00002087,1592355,0.2455
C00002088,T00002088,2979201,0.2468
C00002089,T00002089,451677,0.2952
C00002090,T00002090,2156688,0.3368
C00002091,T00002091,1765135,0.3195
C00002092,T00002092,5000000,0.2821
C00002093,T00002093,2664192,0.2279
C00002094,T00002094,2249262,0.3201
C00002095,T00002095,5000000,0.2973
C00002096,T00002096,1535602,0.2339
C00002097,T00002097,2793448,0.3429
C00002098,T00002098,2275198,0.3336
C00002099,T00002099,1341775,0.2332
C00002100,T00002100,2622167,0.2354
C00002101,T00002101,3668813,0.2947
C00002102,T00002102,2603748,0.2654
C00002103,T00002103,5000000,0.2072
C00002104,T00002104,5000000,0.2371
C00002105,T00002105,5000000,0.3187
C00002106,T00002106,2619663,0.2421
C00002107,T00002107,2915477,0.2885
C00002108,T00002108,5000000,0.2397
C00002109,T00002109,2100470,0.2703
C00002110,T00002110,2182141,0.303
C00002111,T00002111,2557385,0.3144
C00002112,T00002112,2806527,0.3094
C00002113,T00002113,1272727,0.3316
C00002114,T00002114,5000000,0.3068
C00002115,T00002115,2070057,0.2875
C00002116,T00002116,5000000,0.2653
C00002117,T00002117,2203889,0.3264
C00002118,T00002118,2633358,0.2959
C00002119,T00002119,460934,0.2392
C00002120,T00002120,1944444,0.3216
C00002121,T00002121,676841,0.2529
C00002122,T00002122,2333548,0.232
C00002123,T00002123,1910295,0.3028
C00002124,T00002124,2936623,0.3418
C00002125,T00002125,3057647,0.2904
C00002126,T00002126,1712475,0.2473
C00002127,T00002127,2852788,0.2509
C00002128,T00002128,2321794,0.2891
C00002129,T00002129,1570943,0.3335
C00002130,T00002130,2729811,0.2873
C00002131,T00002131,1860986,0.2526
C00002132,T00002132,2685371,0.2726
C00002133,T00002133,4555153,0.3356
C00002134,T00002134,5000000,0.2933
C00002135,T00002135,2143636,0.2378
C00002136,T00002136,2243411,0.3064
C00002137,T00002137,1897929,0.2646
C00002138,T00002138,2646734,0.3159
C00002139,T00002139,5000000,0.2358
C00002140,T00002140,5000000,0.2472
C00002141,T00002141,1764213,0.2794
C00002142,T00002142,616321,0.2915
C00002143,T00002143,898285,0.2907
C00002144,T00002144,5000000,0.2959
C00002145,T00002145,1528576,0.2663
C00002146,T00002146,5000000,0.2486
C00002147,T00002147,3000110,0.3192
C00002148,T00002148,5000000,0.2332
C00002149,T00002149,5000000,0.2413
C00002150,T00002150,1694155,0.2645
C00002151,T00002151,3835640,0.2769
C00002152,T00002152,3202568,0.2609
C00002153,T00002153,5000000,0.2547
C00002154,T00002154,3530827,0.2556
C00002155,T00002155,5000000,0.3069
C00002156,T00002156,5000000,0.2656
C00002157,T00002157,1348604,0.3064
C00002158,T00002158,4106209,0.2573
C00002159,T00002159,1978008,0.2458
C00002160,T00002160,694570,0.2418
C00002161,T00002161,761878,0.2991
C00002162,T00002162,1928695,0.3175
C00002163,T00002163,1546567,0.3059
C00002164,T00002164,2602616,0.3207
C00002165,T00002165,4192517,0.2656
C00002166,T00002166,1452686,0.2528
C00002167,T00002167,4273774,0.2362
C00002168,T00002168,1351746,0.2946
C00002169,T00002169,956555,0.2752
C00002170,T00002170,2606846,0.2686
C00002171,T00002171,1680117,0.2321
C00002172,T00002172,877781,0.332
C00002173,T00002173,1164342,0.3064
C00002174,T00002174,2582143,0.3318
C00002175,T00002175,2667097,0.3416
C00002176,T00002176,5000000,0.2787
C00002177,T00002177,1398123,0.2952
C00002178,T00002178,5000000,0.2391
C00002179,T00002179,2000482,0.2817
C00002180,T00002180,2190722,0.3116
C00002181,T00002181,5000000,0.2365
C00002182,T00002182,4292284,0.2913
C00002183,T00002183,5000000,0.233
C00002184,T00002184,1032813,0.2777
C00002185,T00002185,1616590,0.2759
C00002186,T00002186,1454506,0.2926
C00002187,T00002187,5000000,0.2292
C00002188,T00002188,5000000,0.2435
C00002189,T00002189,995507,0.2941
C00002190,T00002190,5000000,0.2349
C00002191,T00002191,2403664,0.2537
C00002192,T00002192,471564,0.3057
C00002193,T00002193,2945909,0.2969
C00002194,T00002194,1465229,0.2425
C00002195,T00002195,3732610,0.2863
C00002196,T00002196,5000000,0.2934
C00002197,T00002197,3119482,0.3091
C00002198,T00002198,3344152,0.2858
C00002199,T00002199,2024806,0.2682
C00002200,T00002200,4985340,0.2722
C00002201,T00002201,3138989,0.2965
C00002202,T00002202,5000000,0.2536
C00002203,T00002203,5000000,0.2435
C00002204,T00002204,2509975,0.2672
C00002205,T00002205,1606208,0.3193
C00002206,T00002206,2278946,0.2249
C00002207,T00002207,3993750,0.2294
C00002208,T00002208,495538,0.3152
C00002209,T00002209,1006609,0.3222
C00002210,T00002210,1462972,0.3341
C00002211,T00002211,5000000,0.2227
C00002212,T00002212,1979032,0.2303
C00002213,T00002213,5000000,0.2513
C00002214,T00002214,1938293,0.2803
C00002215,T00002215,5000000,0.3333
C00002216,T00002216,1099150,0.2644
C00002217,T00002217,2314767,0.3317
C00002218,T00002218,3311197,0.2917
C00002219,T00002219,4581774,0.2227
C00002220,T00002220,2487279,0.3222
C00002221,T00002221,774779,0.2394
C00002222,T00002222,697406,0.3223
C00002223,T00002223,1935042,0.2867
C00002224,T00002224,3287836,0.3142
C00002225,T00002225,5000000,0.2379
C00002226,T00002226,1121627,0.2569
C00002227,T00002227,5000000,0.222
C00002228,T00002228,1688625,0.313
C00002229,T00002229,2847159,0.2583
C00002230,T00002230,2117319,0.3203
C00002231,T00002231,2869194,0.315
C00002232,T00002232,3028631,0.2589
C00002233,T00002233,1634043,0.2693
C00002234,T00002234,5000000,0.2341
C00002235,T00002235,3575976,0.3022
C00002236,T00002236,5000000,0.2079
C00002237,T00002237,2434626,0.2866
C00002238,T00002238,604967,0.2806
C00002239,T00002239,4552720,0.28
C00002240,T00002240,1696037,0.2302
C00002241,T00002241,2298554,0.2768
C00002242,T00002242,2958546,0.2439
C00002243,T00002243,916866,0.232
C00002244,T00002244,1220293,0.2921
C00002245,T00002245,1549645,0.2864
C00002246,T00002246,1558722,0.2554
C00002247,T00002247,1011622,0.2743
C00002248,T00002248,3127927,0.245
C00002249,T00002249,1387949,0.319
C00002250,T00002250,1371048,0.3443
C00002251,T00002251,2640864,0.265
C00002252,T00002252,4360822,0.2961
C00002253,T00002253,2684109,0.2301
C00002254,T00002254,4276097,0.2771
C00002255,T00002255,5000000,0.3095
C00002256,T00002256,2187259,0.2718
C00002257,T00002257,5000000,0.2497
C00002258,T00002258,3920660,0.3032
C00002259,T00002259,1386328,0.2543
C00002260,T00002260,2346812,0.2979
C00002261,T00002261,3703282,0.2732
C00002262,T00002262,865612,0.3166
C00002263,T00002263,2814874,0.2608
C00002264,T00002264,2216643,0.3163
C00002265,T00002265,3011781,0.2313
C00002266,T00002266,1116856,0.2574
C00002267,T00002267,4052923,0.2753
C00002268,T00002268,2156546,0.3163
C00002269,T00002269,5000000,0.2364
C00002270,T00002270,5000000,0.2273
C00002271,T00002271,4956276,0.2896
C00002272,T00002272,3207746,0.3055
C00002273,T00002273,2721896,0.2701
C00002274,T00002274,5000000,0.2084
C00002275,T00002275,5000000,0.2751
C00002276,T00002276,2801325,0.2452
C00002277,T00002277,2021114,0.2398
C00002278,T00002278,2750651,0.2775
C00002279,T00002279,5000000,0.2558
C00002280,T00002280,3276667,0.243
C00002281,T00002281,721202,0.2942
C00002282,T00002282,1484586,0.3022
C00002283,T00002283,1011730,0.2486
C00002284,T00002284,3224811,0.2638
C00002285,T00002285,1559384,0.2719
C00002286,T00002286,1201306,0.2696
C00002287,T00002287,4500231,0.2139
C00002288,T00002288,2796644,0.2747
C00002289,T00002289,1197366,0.3095
C00002290,T00002290,1574293,0.242
C00002291,T00002291,4321917,0.2967
C00002292,T00002292,3111877,0.2416
C00002293,T00002293,3750488,0.3241
C00002294,T00002294,3271164,0.3043
C00002295,T00002295,2565068,0.3101
C00002296,T00002296,676370,0.2743
C00002297,T00002297,5000000,0.264
C00002298,T00002298,2488258,0.3497
C00002299,T00002299,2033779,0.3315
C00002300,T00002300,3369708,0.3248
C00002301,T00002301,5000000,0.2712
C00002302,T00002302,1620722,0.2161
C00002303,T00002303,1701682,0.2413
C00002304,T00002304,3132830,0.3143
C00002305,T00002305,3093613,0.236
C00002306,T00002306,888926,0.2754
C00002307,T00002307,2734531,0.2643
C00002308,T00002308,3261457,0.3072
C00002309,T00002309,4960975,0.3297
C00002310,T00002310,5000000,0.2577
C00002311,T00002311,5000000,0.2919
C00002312,T00002312,1394622,0.3349
C00002313,T00002313,1905161,0.2859
C00002314,T00002314,1887589,0.3165
C00002315,T00002315,1623774,0.2647
C00002316,T00002316,2073527,0.2501
C00002317,T00002317,617046,0.2732
C00002318,T00002318,3403752,0.2639
C00002319,T00002319,3354856,0.2811
C00002320,T00002320,5000000,0.3064
C00002321,T00002321,1741372,0.2738
C00002322,T00002322,1351387,0.3364
C00002323,T00002323,2293625,0.2815
C00002324,T00002324,1942239,0.3042
C00002325,T00002325,1007033,0.3252
C00002326,T00002326,1329748,0.2858
C00002327,T00002327,873574,0.2728
C00002328,T00002328,2631767,0.2733
C00002329,T00002329,3396118,0.2668
C00002330,T00002330,1865979,0.2762
C00002331,T00002331,2111450,0.3117
C00002332,T00002332,3731350,0.3013
C00002333,T00002333,5000000,0.2459
C00002334,T00002334,1664238,0.2587
C00002335,T00002335,1291440,0.3164
C00002336,T00002336,2390991,0.2421
C00002337,T00002337,5000000,0.2256
C00002338,T00002338,2373890,0.2338
C00002339,T00002339,2611268,0.2842
C00002340,T00002340,2232353,0.3493
C00002341,T00002341,2758770,0.2595
C00002342,T00002342,3781147,0.2415
C00002343,T00002343,2871440,0.238
C00002344,T00002344,1808956,0.2465
C00002345,T00002345,1654463,0.3048
C00002346,T00002346,2295353,0.3263
C00002347,T00002347,5000000,0.2407
C00002348,T00002348,4199902,0.2047
C00002349,T00002349,1266367,0.3291
C00002350,T00002350,1710383,0.3336
C00002351,T00002351,4316005,0.3255
C00002352,T00002352,3384475,0.2244
C00002353,T00002353,1419738,0.2736
C00002354,T00002354,1001209,0.3342
C00002355,T00002355,2322295,0.2814
C00002356,T00002356,1704695,0.2431
C00002357,T00002357,2338514,0.3155
C00002358,T00002358,999663,0.2952
C00002359,T00002359,5000000,0.3238
C00002360,T00002360,1267881,0.3112
C00002361,T00002361,2563836,0.2283
C00002362,T00002362,973439,0.3075
C00002363,T00002363,2470874,0.2684
C00002364,T00002364,5000000,0.2265
C00002365,T00002365,2771681,0.3097
C00002366,T00002366,3507920,0.2765
C00002367,T00002367,773797,0.3046
C00002368,T00002368,1501931,0.2585
C00002369,T00002369,1774391,0.3331
C00002370,T00002370,1366380,0.3379
C00002371,T00002371,1983062,0.2662
C00002372,T00002372,1744517,0.3284
C00002373,T00002373,2834014,0.239
C00002374,T00002374,3126165,0.2554
C00002375,T00002375,2033342,0.2625
C00002376,T00002376,922754,0.2744
C00002377,T00002377,5000000,0.2185
C00002378,T00002378,2695575,0.2519
C00002379,T00002379,1070362,0.2514
C00002380,T00002380,2178185,0.3092
C00002381,T00002381,5000000,0.2271
C00002382,T00002382,1546094,0.267
C00002383,T00002383,2505017,0.2851
C00002384,T00002384,1430319,0.2724
C00002385,T00002385,2378639,0.2518
C00002386,T00002386,2368945,0.3075
C00002387,T00002387,3581902,0.3195
C00002388,T00002388,1024848,0.2459
C00002389,T00002389,2471504,0.3264
C00002390,T00002390,1437051,0.3374
C00002391,T00002391,5000000,0.2677
C00002392,T00002392,4057202,0.2598
C00002393,T00002393,749844,0.3318
C00002394,T00002394,2462497,0.2862
C00002395,T00002395,1970592,0.2481
C00002396,T00002396,5000000,0.2799
C00002397,T00002397,2800204,0.3328
C00002398,T00002398,1919764,0.2936
C00002399,T00002399,2146972,0.2901
C00002400,T00002400,1799950,0.2265
C00002401,T00002401,5000000,0.2943
C00002402,T00002402,4034560,0.2351
C00002403,T00002403,3162318,0.244
C00002404,T00002404,5000000,0.2874
C00002405,T00002405,5000000,0.208
C00002406,T00002406,996669,0.31
C00002407,T00002407,3829767,0.2672
C00002408,T00002408,1032470,0.2675
C00002409,T00002409,1647247,0.2733
C00002410,T00002410,3434525,0.3193
C00002411,T00002411,3469633,0.3267
C00002412,T00002412,5000000,0.2349
C00002413,T00002413,2823954,0.2391
C00002414,T00002414,1957861,0.2583
C00002415,T00002415,1845841,0.3119
C00002416,T00002416,2723016,0.2355
C00002417,T00002417,2550264,0.231
C00002418,T00002418,1212575,0.3468
C00002419,T00002419,2022912,0.2818
C00002420,T00002420,5000000,0.2404
C00002421,T00002421,854903,0.2503
C00002422,T00002422,4654602,0.2639
C00002423,T00002423,3497790,0.2442
C00002424,T00002424,625999,0.3268
C00002425,T00002425,3511091,0.2635
C00002426,T00002426,4281326,0.314
C00002427,T00002427,1135189,0.2613
C00002428,T00002428,2679096,0.2767
C00002429,T00002429,2407951,0.2798
C00002430,T00002430,2561892,0.3025
C00002431,T00002431,5000000,0.2731
C00002432,T00002432,4323316,0.2778
C00002433,T00002433,5000000,0.267
C00002434,T00002434,1329184,0.2322
C00002435,T00002435,3501969,0.2631
C00002436,T00002436,2758915,0.319
C00002437,T00002437,2953426,0.2686
C00002438,T00002438,5000000,0.3252
C00002439,T00002439,1176470,0.3033
C00002440,T00002440,3719750,0.2859
C00002441,T00002441,3330190,0.2689
C00002442,T00002442,2760498,0.3103
C00002443,T00002443,1259523,0.3058
C00002444,T00002444,3561749,0.3383
C00002445,T00002445,1727407,0.3387
C00002446,T00002446,5000000,0.2841
C00002447,T00002447,1914244,0.2591
C00002448,T00002448,1490888,0.234
C00002449,T00002449,2956448,0.2804
C00002450,T00002450,5000000,0.2815
C00002451,T00002451,3694755,0.2784
C00002452,T00002452,2889370,0.2635
C00002453,T00002453,5000000,0.3133
C00002454,T00002454,5000000,0.2801
C00002455,T00002455,1387919,0.3165
C00002456,T00002456,2618375,0.3345
C00002457,T00002457,5000000,0.2595
C00002458,T00002458,3062445,0.3041
C00002459,T00002459,866582,0.2707
C00002460,T00002460,2148931,0.2803
C00002461,T00002461,5000000,0.2641
C00002462,T00002462,1208215,0.2187
C00002463,T00002463,1079974,0.304
C00002464,T00002464,2316377,0.3281
C00002465,T00002465,3572064,0.2928
C00002466,T00002466,1579350,0.3297
C00002467,T00002467,5000000,0.2138
C00002468,T00002468,4005334,0.2394
C00002469,T00002469,2427187,0.2984
C00002470,T00002470,968873,0.3074
C00002471,T00002471,1448472,0.2414
C00002472,T00002472,4423953,0.2102
C00002473,T00002473,2817950,0.3158
C00002474,T00002474,1479898,0.3064
C00002475,T00002475,2358853,0.2788
C00002476,T00002476,1788325,0.2758
C00002477,T00002477,1487960,0.2736
C00002478,T00002478,1980914,0.2551
C00002479,T00002479,1577093,0.3483
C00002480,T00002480,5000000,0.2662
C00002481,T00002481,2745967,0.3063
C00002482,T00002482,2974838,0.2477
C00002483,T00002483,2500726,0.2608
C00002484,T00002484,2859764,0.3323
C00002485,T00002485,1981099,0.2083
C00002486,T00002486,1206391,0.3152
C00002487,T00002487,507474,0.2833
C00002488,T00002488,3809546,0.2445
C00002489,T00002489,2970205,0.2801
C00002490,T00002490,3752047,0.3005
C00002491,T00002491,5000000,0.2914
C00002492,T00002492,1894171,0.3076
C00002493,T00002493,2187367,0.3246
C00002494,T00002494,5000000,0.2459
C00002495,T00002495,5000000,0.2147
C00002496,T00002496,1907591,0.3274
C00002497,T00002497,2921147,0.2744
C00002498,T00002498,1638476,0.294
C00002499,T00002499,5000000,0.2167
C00002500,T00002500,4365826,0.233
C00002501,T00002501,1325079,0.3214
C00002502,T00002502,3218900,0.2655
C00002503,T00002503,3250699,0.3116
C00002504,T00002504,4744004,0.26
C00002505,T00002505,1975148,0.2842
C00002506,T00002506,1034596,0.2684
C00002507,T00002507,5000000,0.2989
C00002508,T00002508,2656233,0.2573
C00002509,T00002509,3156794,0.2705
C00002510,T00002510,3195834,0.2455
C00002511,T00002511,2363956,0.2962
C00002512,T00002512,779271,0.3166
C00002513,T00002513,2133747,0.3072
C00002514,T00002514,2127697,0.2444
C00002515,T00002515,1618595,0.2874
C00002516,T00002516,5000000,0.2921
C00002517,T00002517,1295192,0.3272
C00002518,T00002518,1958003,0.2761
C00002519,T00002519,1072282,0.3283
C00002520,T00002520,1611091,0.2361
C00002521,T00002521,3177184,0.3418
C00002522,T00002522,2932064,0.2221
C00002523,T00002523,2436566,0.2576
C00002524,T00002524,3347290,0.2841
C00002525,T00002525,5000000,0.3347
C00002526,T00002526,2349741,0.311
C00002527,T00002527,5000000,0.328
C00002528,T00002528,5000000,0.2711
C00002529,T00002529,5000000,0.2259
C00002530,T00002530,4984234,0.2913
C00002531,T00002531,3563558,0.2509
C00002532,T00002532,4970644,0.3161
C00002533,T00002533,4636626,0.2868
C00002534,T00002534,852030,0.258
C00002535,T00002535,2448562,0.2372
C00002536,T00002536,3204659,0.3216
C00002537,T00002537,4805464,0.3095
C00002538,T00002538,1047848,0.3059
C00002539,T00002539,1698441,0.2468
C00002540,T00002540,3648404,0.3015
C00002541,T00002541,2637952,0.3359
C00002542,T00002542,2253387,0.2795
C00002543,T00002543,1314680,0.327
C00002544,T00002544,3222742,0.2418
C00002545,T00002545,2679811,0.2661
C00002546,T00002546,2804824,0.2922
C00002547,T00002547,5000000,0.2495
C00002548,T00002548,2426959,0.3312
C00002549,T00002549,2503622,0.2573
C00002550,T00002550,1394119,0.2674
C00002551,T00002551,1945661,0.3314
C00002552,T00002552,1533387,0.3377
C00002553,T00002553,5000000,0.2984
C00002554,T00002554,5000000,0.3372
C00002555,T00002555,2181782,0.3127
C00002556,T00002556,5000000,0.3131
C00002557,T00002557,3395261,0.2504
C00002558,T00002558,1132990,0.246
C00002559,T00002559,1009672,0.3217
C00002560,T00002560,2047048,0.3346
C00002561,T00002561,4553613,0.2951
C00002562,T00002562,2379946,0.239
C00002563,T00002563,4903817,0.2259
C00002564,T00002564,2118118,0.2845
C00002565,T00002565,1092913,0.2257
C00002566,T00002566,1928367,0.3206
C00002567,T00002567,2705712,0.2455
C00002568,T00002568,1971015,0.282
C00002569,T00002569,4728360,0.2844
C00002570,T00002570,3523487,0.2998
C00002571,T00002571,1914340,0.2859
C00002572,T00002572,5000000,0.3216
C00002573,T00002573,2374237,0.2629
C00002574,T00002574,3523719,0.2505
C00002575,T00002575,1088070,0.2313
C00002576,T00002576,5000000,0.3018
C00002577,T00002577,2712350,0.3235
C00002578,T00002578,5000000,0.2726
C00002579,T00002579,1214460,0.2539
C00002580,T00002580,5000000,0.3128
C00002581,T00002581,2143236,0.2309
C00002582,T00002582,5000000,0.2514
C00002583,T00002583,2012933,0.3257
C00002584,T00002584,1547235,0.2594
C00002585,T00002585,2140339,0.2504
C00002586,T00002586,3259940,0.3321
C00002587,T00002587,2235621,0.2844
C00002588,T00002588,1866903,0.286
C00002589,T00002589,1928147,0.2681
C00002590,T00002590,2968059,0.3317
C00002591,T00002591,4757931,0.3287
C00002592,T00002592,5000000,0.2848
C00002593,T00002593,1676148,0.2615
C00002594,T00002594,1252032,0.2316
C00002595,T00002595,1439510,0.3082
C00002596,T00002596,5000000,0.2236
C00002597,T00002597,3359284,0.3033
C00002598,T00002598,1599218,0.2507
C00002599,T00002599,5000000,0.2536
C00002600,T00002600,2035604,0.278
C00002601,T00002601,2859656,0.2693
C00002602,T00002602,4174309,0.2652
C00002603,T00002603,1443100,0.2735
C00002604,T00002604,2753048,0.2615
C00002605,T00002605,2110451,0.3225
C00002606,T00002606,1784117,0.3211
C00002607,T00002607,4024896,0.2286
C00002608,T00002608,2394372,0.2677
C00002609,T00002609,2937553,0.2201
C00002610,T00002610,1258050,0.293
C00002611,T00002611,5000000,0.2548
C00002612,T00002612,5000000,0.2185
C00002613,T00002613,2086931,0.2723
C00002614,T00002614,4991136,0.2697
C00002615,T00002615,694185,0.3283
C00002616,T00002616,2492656,0.3004
C00002617,T00002617,2290292,0.3279
C00002618,T00002618,4914664,0.2864
C00002619,T00002619,4564986,0.2683
C00002620,T00002620,5000000,0.2562
C00002621,T00002621,5000000,0.2937
C00002622,T00002622,5000000,0.2545
C00002623,T00002623,1309976,0.2979
C00002624,T00002624,2742060,0.2991
C00002625,T00002625,2849306,0.2978
C00002626,T00002626,2112531,0.324
C00002627,T00002627,2070898,0.2551
C00002628,T00002628,3885135,0.3381
C00002629,T00002629,2582839,0.2852
C00002630,T00002630,2882186,0.2901
C00002631,T00002631,1253782,0.3385
C00002632,T00002632,1770808,0.3
C00002633,T00002633,5000000,0.242
C00002634,T00002634,1665969,0.3156
C00002635,T00002635,1630010,0.3461
C00002636,T00002636,1618864,0.32
C00002637,T00002637,1646540,0.3355
C00002638,T00002638,1475389,0.2456
C00002639,T00002639,5000000,0.2263
C00002640,T00002640,2589147,0.2555
C00002641,T00002641,4109206,0.2678
C00002642,T00002642,4155975,0.2502
C00002643,T00002643,2930177,0.2605
C00002644,T00002644,5000000,0.2132
C00002645,T00002645,3285825,0.28
C00002646,T00002646,5000000,0.2706
C00002647,T00002647,3690470,0.229
C00002648,T00002648,2236341,0.253
C00002649,T00002649,3507331,0.3095
C00002650,T00002650,4789163,0.2035
C00002651,T00002651,5000000,0.2561
C00002652,T00002652,3290671,0.3469
C00002653,T00002653,5000000,0.2929
C00002654,T00002654,3877229,0.3296
C00002655,T00002655,2428270,0.2323
C00002656,T00002656,5000000,0.306
C00002657,T00002657,799398,0.3387
C00002658,T00002658,5000000,0.2619
C00002659,T00002659,1261191,0.2897
C00002660,T00002660,3357470,0.2924
C00002661,T00002661,5000000,0.2209
C00002662,T00002662,1176246,0.3092
C00002663,T00002663,2117534,0.2683
C00002664,T00002664,990389,0.2797
C00002665,T00002665,2005272,0.2946
C00002666,T00002666,5000000,0.2569
C00002667,T00002667,5000000,0.2786
C00002668,T00002668,1278000,0.2609
C00002669,T00002669,2975745,0.2439
C00002670,T00002670,2481348,0.3065
C00002671,T00002671,5000000,0.2588
C00002672,T00002672,1472599,0.2617
C00002673,T00002673,2321866,0.3269
C00002674,T00002674,1657095,0.3349
C00002675,T00002675,2571162,0.3079
C00002676,T00002676,3212783,0.3301
C00002677,T00002677,3997674,0.3275
C00002678,T00002678,5000000,0.2661
C00002679,T00002679,2378589,0.2941
C00002680,T00002680,1819010,0.2563
C00002681,T00002681,5000000,0.295
C00002682,T00002682,915493,0.2697
C00002683,T00002683,2344612,0.28
C00002684,T00002684,4103290,0.249
C00002685,T00002685,876086,0.2443
C00002686,T00002686,5000000,0.2277
C00002687,T00002687,805953,0.3097
C00002688,T00002688,708440,0.2163
C00002689,T00002689,1177932,0.3184
C00002690,T00002690,1538290,0.3088
C00002691,T00002691,5000000,0.3089
C00002692,T00002692,1823587,0.3266
C00002693,T00002693,3840624,0.2891
C00002694,T00002694,4392454,0.3317
C00002695,T00002695,4681414,0.2979
C00002696,T00002696,3280741,0.2357
C00002697,T00002697,5000000,0.2278
C00002698,T00002698,2130429,0.3418
C00002699,T00002699,1330271,0.3151
C00002700,T00002700,3267214,0.2383
C00002701,T00002701,2922485,0.3021
C00002702,T00002702,2712550,0.2308
C00002703,T00002703,1477645,0.3275
C00002704,T00002704,5000000,0.201
C00002705,T00002705,4164546,0.2857
C00002706,T00002706,1862397,0.315
C00002707,T00002707,5000000,0.2942
C00002708,T00002708,2750083,0.3206
C00002709,T00002709,1485291,0.2414
C00002710,T00002710,2899541,0.2991
C00002711,T00002711,5000000,0.2519
C00002712,T00002712,1552357,0.3262
C00002713,T00002713,4175134,0.2678
C00002714,T00002714,1642652,0.3031
C00002715,T00002715,5000000,0.2773
C00002716,T00002716,591697,0.3497
C00002717,T00002717,1532667,0.3368
C00002718,T00002718,5000000,0.2836
C00002719,T00002719,2166246,0.2716
C00002720,T00002720,2761112,0.323
C00002721,T00002721,2188497,0.3133
C00002722,T00002722,4787012,0.2723
C00002723,T00002723,1489695,0.2824
C00002724,T00002724,3326704,0.2358
C00002725,T00002725,1183480,0.3213
C00002726,T00002726,2704781,0.2853
C00002727,T00002727,4936502,0.3212
C00002728,T00002728,1940100,0.2534
C00002729,T00002729,1663667,0.2839
C00002730,T00002730,5000000,0.2919
C00002731,T00002731,2330957,0.3132
C00002732,T00002732,1545675,0.3341
C00002733,T00002733,3792327,0.2658
C00002734,T00002734,1618102,0.2974
C00002735,T00002735,3227642,0.3488
C00002736,T00002736,2483899,0.3258
C00002737,T00002737,1524053,0.2617
C00002738,T00002738,3137884,0.245
C00002739,T00002739,2539146,0.2847
C00002740,T00002740,5000000,0.223
C00002741,T00002741,2158849,0.243
C00002742,T00002742,3186588,0.249
C00002743,T00002743,3313888,0.3356
C00002744,T00002744,699802,0.3148
C00002745,T00002745,2080772,0.2707
C00002746,T00002746,3808030,0.3296
C00002747,T00002747,3228020,0.2538
C00002748,T00002748,2148135,0.3122
C00002749,T00002749,1679723,0.3483
C00002750,T00002750,2183495,0.2396
C00002751,T00002751,3060179,0.2903
C00002752,T00002752,2136649,0.2621
C00002753,T00002753,5000000,0.2469
C00002754,T00002754,1879767,0.2762
C00002755,T00002755,5000000,0.2168
C00002756,T00002756,3080105,0.2513
C00002757,T00002757,5000000,0.2703
C00002758,T00002758,3095557,0.2932
C00002759,T00002759,5000000,0.2486
C00002760,T00002760,1815677,0.3245
C00002761,T00002761,5000000,0.2965
C00002762,T00002762,5000000,0.2487
C00002763,T00002763,1276978,0.2824
C00002764,T00002764,1975370,0.2302
C00002765,T00002765,3008655,0.2525
C00002766,T00002766,4258913,0.3117
C00002767,T00002767,2143189,0.3328
C00002768,T00002768,2556754,0.326
C00002769,T00002769,4612552,0.298
C00002770,T00002770,5000000,0.3233
C00002771,T00002771,2186378,0.2886
C00002772,T00002772,3768744,0.221
C00002773,T00002773,725338,0.2662
C00002774,T00002774,2191584,0.3264
C00002775,T00002775,5000000,0.306
C00002776,T00002776,1213728,0.3497
C00002777,T00002777,4698349,0.2466
C00002778,T00002778,1273839,0.3187
C00002779,T00002779,942340,0.3463
C00002780,T00002780,2410930,0.325
C00002781,T00002781,1446758,0.3195
C00002782,T00002782,1642174,0.3123
C00002783,T00002783,4056022,0.2194
C00002784,T00002784,1870769,0.2709
C00002785,T00002785,2739195,0.298
C00002786,T00002786,5000000,0.2404
C00002787,T00002787,4073900,0.3287
C00002788,T00002788,2788984,0.3354
C00002789,T00002789,5000000,0.2872
C00002790,T00002790,2732580,0.2893
C00002791,T00002791,4787676,0.2354
C00002792,T00002792,2903606,0.3005
C00002793,T00002793,1315948,0.2658
C00002794,T00002794,1413038,0.2761
C00002795,T00002795,5000000,0.2938
C00002796,T00002796,2090593,0.2901
C00002797,T00002797,3745256,0.3151
C00002798,T00002798,1757675,0.3301
C00002799,T00002799,5000000,0.3288
C00002800,T00002800,3736549,0.2933
C00002801,T00002801,5000000,0.2483
C00002802,T00002802,1652925,0.2463
C00002803,T00002803,2577375,0.2505
C00002804,T00002804,4835411,0.2879
C00002805,T00002805,1251586,0.2886
C00002806,T00002806,2666235,0.3133
C00002807,T00002807,701777,0.2408
C00002808,T00002808,2753295,0.2296
C00002809,T00002809,1046707,0.2839
C00002810,T00002810,3250282,0.2635
C00002811,T00002811,3798783,0.3399
C00002812,T00002812,5000000,0.2769
C00002813,T00002813,5000000,0.2727
C00002814,T00002814,1462104,0.2828
C00002815,T00002815,1110362,0.2964
C00002816,T00002816,2880218,0.2395
C00002817,T00002817,2033439,0.2663
C00002818,T00002818,5000000,0.2537
C00002819,T00002819,3490444,0.2639
C00002820,T00002820,5000000,0.3287
C00002821,T00002821,2965684,0.3035
C00002822,T00002822,4033280,0.2272
C00002823,T00002823,4960067,0.2676
C00002824,T00002824,5000000,0.3225
C00002825,T00002825,605221,0.3291
C00002826,T00002826,3015566,0.2574
C00002827,T00002827,1739226,0.2375
